Accelerometer x,Accelerometer y,Accelerometer z
-30,-4,56
-30,-4,56
-30,-4,57
-30,-4,56
-29,-4,56
-30,-4,56
-30,-4,56
-29,-4,56
-29,-4,56
-30,-4,56
-30,-4,56
-29,-4,57
-30,-4,56
-30,-4,56
-29,-4,57
-29,-4,57
-30,-4,56
-30,-4,56
-29,-4,56
-30,-4,56
-30,-4,56
-30,-4,57
-30,-4,57
-30,-4,56
-30,-4,57
-30,-4,56
-30,-4,57
-30,-4,56
-29,-4,56
-29,-4,57
-30,-4,57
-29,-4,57
-30,-4,57
-31,-2,58
-30,-3,59
-28,-3,58
-29,-3,58
-32,-2,58
-28,-3,59
-24,-3,59
-31,-3,57
-37,-2,56
-26,-3,56
-27,-5,54
-24,-5,53
-22,-8,57
-15,-9,60
-15,-11,55
-16,-11,54
-28,-11,51
-28,-15,49
-30,-16,46
-44,-12,45
-62,-7,48
-50,0,65
-43,0,63
-29,-1,55
-29,-1,52
-29,-2,54
-34,-2,57
-36,-4,55
-37,-5,52
-36,-4,52
-36,-3,52
-36,-3,53
-36,-4,53
-36,-4,52
-36,-4,52
-36,-4,53
-37,-4,52
-36,-4,52
-36,-4,52
-36,-4,52
-36,-4,53
-36,-4,52
-37,-4,52
-36,-4,52
-36,-4,52
-35,-4,52
-36,-4,53
-36,-5,52
-36,-4,52
-36,-5,53
-37,-4,51
-37,-4,50
-37,-4,51
-37,-4,52
-38,-5,52
-37,-5,52
-37,-4,52
-36,-4,52
-37,-4,52
-37,-5,51
-37,-5,51
-37,-5,52
-37,-5,52
-38,-5,52
-38,-4,52
-37,-4,52
-36,-5,52
-37,-5,52
-38,-5,51
-37,-5,51
-38,-4,51
-37,-4,51
-37,-5,52
-38,-5,51
-38,-5,52
-37,-5,51
-37,-5,51
-37,-5,52
-38,-5,51
-38,-5,51
-37,-4,52
-37,-4,52
-38,-5,51
-37,-5,51
-37,-5,51
-38,-4,52
-38,-5,51
-37,-5,51
-38,-5,52
-37,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-4,51
-37,-5,52
-38,-5,51
-38,-4,52
-38,-5,51
-38,-5,51
-38,-4,51
-38,-5,51
-37,-5,51
-38,-5,52
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-38,-5,51
-38,-4,51
-37,-4,51
-37,-5,52
-37,-5,51
-37,-4,51
-38,-5,51
-38,-5,52
-37,-5,52
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-37,-4,51
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,52
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-37,-5,52
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,52
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,52
-37,-5,51
-38,-5,52
-38,-5,52
-37,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,52
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,52
-37,-5,51
-37,-5,52
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,52
-38,-5,51
-38,-5,51
-37,-5,52
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,52
-37,-5,52
-38,-5,51
-38,-5,51
-37,-5,52
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,52
-38,-5,51
-38,-5,51
-37,-5,52
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,52
-38,-6,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,52
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-5,51
-37,-5,51
-38,-6,51
-38,-5,51
-38,-5,51
-38,-5,51
-38,-6,51
-37,-5,51
-38,-5,51
-43,-3,53
-41,-3,55
-44,-3,59
-37,-4,65
-40,-5,67
-44,-6,67
-44,-8,66
-42,-15,55
-37,-15,51
-37,-21,41
-32,-24,41
-24,-30,43
-26,-33,37
-25,-35,33
-28,-38,32
-33,-37,32
-31,-37,33
-28,-37,36
-36,-36,35
-45,-34,34
-35,-34,41
-36,-30,44
-44,-28,42
-39,-25,45
-33,-24,47
-30,-25,44
-28,-22,45
-31,-21,46
-28,-18,50
-28,-16,50
-24,-13,53
-28,-9,53
-29,-7,54
-25,-8,56
-28,-10,56
-26,-10,57
-34,0,59
-34,-15,63
-24,-13,57
-24,-10,61
-25,-12,58
-27,-12,56
-33,-11,55
-32,-11,54
-35,-12,53
-33,-12,54
-31,-13,55
-31,-14,55
-32,-15,53
-36,-14,51
-35,-13,52
-35,-13,52
-36,-15,51
-33,-13,53
-34,-14,52
-30,-14,56
-44,-17,47
-32,-13,52
-26,-11,58
-27,-8,56
-39,-11,49
-31,-12,52
-33,-10,56
-22,-6,56
-27,-11,58
-28,-12,56
-36,-13,52
-34,-12,52
-31,-11,55
-35,-10,53
-31,-10,55
-35,-12,52
-31,-12,54
-33,-15,53
-34,-15,52
-31,-14,54
-29,-12,56
-37,-13,52
-36,-15,50
-27,-16,56
-28,-10,54
-35,-11,50
-35,-12,52
-29,-12,56
-31,-14,54
-36,-13,49
-33,-9,54
-23,-11,59
-22,-12,60
-22,-11,60
-25,-11,59
-23,-12,59
-36,-15,52
-31,-14,57
-30,-11,55
-27,-11,56
-23,-6,57
-33,-11,53
-32,-13,51
-17,-9,61
-20,-11,60
-23,-10,60
-30,-11,58
-35,-15,53
-30,-13,54
-27,-14,56
-26,-9,57
-27,-10,56
-29,-12,56
-28,-13,56
-26,-13,58
-26,-12,57
-28,-12,56
-29,-11,56
-26,-12,57
-26,-12,58
-30,-13,55
-30,-13,57
-32,-12,56
-29,-13,55
-24,-5,58
-17,-6,59
-32,-6,53
-26,-11,55
-27,-10,56
-25,-11,60
-27,-13,57
-19,-14,62
-22,-13,58
-27,-9,56
-21,-10,60
-22,-12,60
-24,-12,58
-26,-12,57
-25,-12,58
-23,-12,59
-28,-12,56
-29,-15,54
-28,-14,56
-24,-10,58
-26,-10,56
-28,-12,56
-23,-14,59
-24,-13,59
-26,-13,56
-27,-12,56
-27,-13,56
-24,-12,58
-25,-12,57
-27,-13,56
-27,-13,58
-27,-12,58
-25,-13,58
-26,-12,57
-31,-13,53
-28,-12,55
-27,-10,57
-28,-12,58
-30,-15,57
-33,-15,55
-30,-11,56
-29,-5,56
-20,-4,58
-32,-5,51
-30,-8,54
-24,-10,62
-25,-15,59
-25,-13,59
-25,-13,58
-25,-8,57
-29,-9,56
-23,-12,59
-18,-13,60
-23,-14,61
-28,-11,55
-22,-11,58
-23,-11,59
-22,-11,60
-22,-11,59
-22,-12,59
-22,-12,59
-21,-12,59
-22,-12,59
-22,-12,58
-22,-13,59
-21,-12,59
-23,-13,58
-22,-13,59
-22,-12,59
-23,-12,58
-23,-12,58
-21,-12,59
-21,-13,59
-23,-13,58
-22,-13,59
-23,-12,58
-22,-13,59
-22,-13,59
-22,-13,59
-22,-13,59
-22,-12,60
-24,-11,59
-24,-10,61
-33,1,59
-38,0,62
-33,-5,64
-36,-4,63
-30,-8,51
-28,-18,44
-22,-20,47
-14,-26,38
-13,-32,34
-15,-34,38
-23,-32,39
-27,-34,47
-24,-32,52
-31,-31,48
-41,-29,47
-38,-30,45
-50,-26,39
-55,-24,43
-49,-22,46
-53,-20,36
-57,-18,33
-60,-15,32
-59,-14,30
-58,-13,30
-54,-12,27
-55,-14,21
-61,-15,14
-62,-14,15
-60,-15,17
-60,-15,14
-61,-17,6
-58,-16,5
-54,-15,7
-61,-14,4
-61,-14,2
-68,-15,-1
-65,-13,2
-64,-13,5
-65,-14,1
-63,-14,3
-59,-13,7
-61,-13,5
-63,-13,7
-63,-13,7
-64,-13,6
-64,-12,6
-63,-12,5
-62,-13,5
-63,-12,5
-62,-12,7
-62,-12,7
-62,-13,6
-63,-12,6
-61,-12,6
-61,-12,8
-61,-13,7
-61,-12,7
-61,-11,7
-61,-12,6
-63,-12,3
-64,-12,3
-65,-11,2
-65,-10,1
-65,-10,0
-63,-10,2
-64,-10,1
-63,-10,0
-63,-10,0
-62,-12,0
-62,-12,0
-64,-11,-1
-64,-10,-2
-63,-10,-1
-62,-10,1
-63,-10,1
-63,-10,1
-63,-11,1
-63,-10,0
-63,-11,0
-63,-11,0
-62,-11,0
-63,-10,0
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,2
-63,-10,1
-63,-10,1
-63,-10,1
-62,-11,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-11,1
-63,-10,0
-63,-10,1
-63,-10,1
-63,-11,1
-63,-11,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-11,1
-63,-10,1
-63,-11,1
-63,-10,1
-63,-10,1
-63,-10,1
-63,-10,1
-66,-10,1
-71,-9,1
-72,-7,4
-74,-4,12
-76,-7,13
-81,-8,14
-81,-11,5
-68,-15,16
-52,-17,18
-48,-33,28
-40,-43,27
-29,-49,29
-21,-51,26
-18,-50,28
-22,-40,30
-26,-37,26
-26,-28,34
-30,-17,43
-33,-10,44
-35,-5,48
-35,-5,54
-30,-5,49
-32,-7,46
-30,-10,60
-20,-15,54
-27,-20,45
-54,-16,86
-29,-27,65
-30,-18,53
-31,-16,50
-29,-18,55
-32,-18,54
-30,-19,54
-31,-17,53
-32,-19,51
-34,-20,51
-35,-18,50
-34,-18,51
-33,-17,52
-33,-17,52
-33,-18,51
-34,-18,51
-34,-18,51
-35,-18,50
-35,-18,50
-33,-17,51
-34,-17,51
-35,-18,50
-35,-18,50
-34,-18,51
-35,-18,50
-34,-18,51
-34,-17,51
-34,-17,51
-34,-18,51
-34,-17,51
-34,-17,51
-34,-18,51
-34,-18,51
-34,-17,51
-34,-18,51
-35,-17,51
-34,-17,51
-34,-18,51
-34,-18,50
-35,-18,50
-35,-17,51
-34,-17,51
-34,-18,51
-35,-18,51
-35,-18,50
-34,-17,51
-34,-17,51
-35,-18,50
-34,-18,51
-34,-18,51
-34,-18,51
-35,-18,50
-35,-18,51
-34,-18,51
-35,-18,50
-35,-18,51
-35,-18,51
-34,-17,51
-34,-17,51
-35,-17,50
-34,-17,50
-34,-17,50
-35,-17,51
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-17,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-17,49
-35,-17,50
-35,-18,50
-35,-18,50
-35,-18,51
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-34,-18,49
-35,-19,52
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-34,-18,50
-35,-18,50
-35,-18,50
-35,-18,51
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-34,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-18,50
-35,-18,50
-34,-18,51
-35,-18,51
-35,-18,50
-35,-18,49
-36,-18,49
-35,-18,50
-35,-18,51
-34,-19,50
-36,-18,50
-36,-18,50
-35,-18,50
-35,-18,49
-35,-18,50
-36,-19,49
-36,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-19,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,51
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-18,50
-35,-18,50
-34,-18,51
-35,-18,50
-35,-18,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-18,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-18,50
-36,-18,50
-35,-18,51
-36,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,51
-36,-18,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-17,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-19,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,49
-35,-19,50
-35,-18,50
-35,-18,49
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-36,-19,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,50
-35,-18,49
-35,-19,50
-35,-18,50
-34,-19,50
-35,-18,50
-34,-18,50
-36,-19,49
-36,-19,49
-36,-20,49
-35,-19,50
-34,-21,50
-35,-21,49
-36,-21,49
-36,-19,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-20,49
-35,-20,49
-35,-21,49
-36,-21,49
-36,-20,49
-35,-20,50
-35,-20,49
-35,-21,49
-35,-20,49
-36,-21,49
-36,-20,49
-35,-20,49
-35,-20,49
-35,-20,49
-35,-20,49
-35,-20,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-20,49
-35,-20,49
-35,-19,49
-35,-20,49
-35,-21,49
-36,-21,49
-35,-20,49
-35,-20,49
-35,-20,49
-36,-21,49
-35,-20,49
-35,-20,49
-35,-20,49
-36,-21,49
-35,-21,49
-36,-20,49
-36,-20,49
-35,-19,50
-36,-20,49
-36,-22,48
-36,-22,49
-35,-20,49
-36,-20,49
-36,-20,48
-36,-20,49
-36,-20,48
-35,-21,49
-35,-21,49
-36,-21,49
-36,-20,48
-35,-20,50
-34,-20,50
-35,-21,49
-35,-19,49
-35,-19,49
-36,-20,49
-36,-22,49
-35,-22,49
-35,-20,49
-36,-20,49
-36,-20,49
-36,-21,49
-36,-21,49
-35,-20,49
-35,-20,49
-35,-20,49
-35,-21,49
-36,-21,48
-36,-20,49
-35,-20,49
-36,-21,49
-36,-21,48
-35,-20,49
-35,-20,49
-35,-21,49
-36,-21,49
-36,-21,49
-36,-20,49
-35,-21,49
-36,-21,48
-36,-21,48
-36,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,48
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-20,48
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,48
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,48
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-35,-20,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,48
-36,-21,48
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-20,49
-36,-21,49
-35,-21,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,48
-35,-21,49
-35,-21,49
-35,-21,48
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-20,49
-35,-21,49
-35,-21,49
-35,-21,49
-35,-21,49
-36,-21,49
-35,-21,49
-35,-20,49
-35,-22,49
-36,-21,49
-36,-20,49
-36,-20,49
-35,-20,49
-34,-21,50
-35,-19,49
-36,-19,49
-36,-19,49
-36,-20,49
-36,-21,48
-35,-20,49
-35,-20,50
-35,-19,49
-35,-19,49
-35,-20,49
-36,-19,49
-35,-19,49
-35,-19,50
-35,-19,50
-35,-20,50
-35,-19,50
-35,-18,50
-35,-19,49
-35,-19,49
-34,-19,50
-34,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-34,-18,50
-35,-19,50
-35,-19,50
-35,-19,50
-34,-19,50
-35,-19,50
-35,-19,50
-34,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-34,-19,50
-35,-19,50
-35,-19,50
-35,-18,50
-35,-19,49
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-18,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-18,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,51
-34,-19,50
-35,-19,50
-35,-18,50
-36,-18,49
-35,-19,50
-34,-19,50
-35,-18,50
-35,-18,50
-35,-19,50
-35,-18,50
-35,-18,50
-35,-19,50
-35,-19,50
-36,-19,50
-35,-19,50
-35,-19,50
-34,-19,50
-35,-19,50
-35,-18,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-36,-19,50
-36,-19,50
-35,-19,50
-34,-18,50
-35,-18,50
-35,-19,50
-35,-19,50
-35,-18,50
-34,-19,50
-34,-19,50
-35,-19,50
-36,-18,49
-36,-18,49
-34,-19,50
-34,-19,51
-35,-19,49
-35,-19,49
-35,-19,50
-35,-19,50
-35,-19,50
-35,-18,50
-35,-20,50
-35,-20,50
-35,-20,50
-35,-19,50
-35,-19,50
-35,-20,50
-34,-20,50
-35,-19,49
-35,-19,49
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-34,-18,50
-35,-18,50
-35,-19,50
-35,-19,50
-35,-19,50
-34,-19,50
-36,-19,49
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-20,50
-35,-19,50
-35,-19,50
-35,-19,50
-35,-20,50
-34,-20,51
-34,-19,52
-38,-20,52
-40,-15,51
-48,-5,52
-55,0,56
-47,-6,58
-43,-5,53
-40,-13,39
-18,-22,43
-17,-26,41
-21,-32,44
-14,-35,51
7,-48,44
-8,-38,27
-33,-36,31
-25,-33,44
-28,-32,38
-70,-29,26
-77,-24,26
-60,-17,29
-72,-7,31
-70,-6,28
-66,-14,15
-64,-16,11
-59,-16,8
-59,-17,10
-61,-17,14
-66,-15,12
-64,-14,12
-64,-14,15
-64,-15,13
-61,-14,14
-59,-13,15
-58,-15,14
-63,-14,10
-63,-15,10
-62,-16,10
-61,-15,11
-62,-16,12
-61,-16,13
-60,-16,12
-59,-16,14
-60,-15,17
-59,-12,21
-58,-16,18
-62,-17,9
-62,-15,11
-59,-16,13
-59,-16,14
-59,-16,14
-61,-16,14
-60,-16,14
-60,-16,14
-60,-16,13
-60,-16,13
-59,-16,14
-60,-16,14
-61,-16,14
-61,-16,14
-60,-16,16
-57,-16,17
-58,-16,17
-59,-16,14
-59,-16,15
-60,-17,14
-60,-16,14
-61,-16,14
-60,-16,15
-60,-16,15
-61,-16,15
-61,-16,15
-58,-17,17
-59,-16,17
-58,-16,16
-60,-16,15
-60,-16,15
-60,-16,15
-60,-16,15
-60,-16,15
-60,-16,16
-59,-16,16
-59,-16,16
-59,-16,16
-61,-16,13
-62,-17,12
-60,-17,12
-60,-16,15
-61,-17,15
-59,-16,15
-58,-16,15
-61,-16,15
-60,-16,14
-59,-17,14
-60,-16,14
-60,-17,14
-59,-16,14
-60,-16,15
-60,-16,14
-60,-16,14
-60,-16,14
-60,-16,14
-59,-16,15
-60,-16,14
-60,-16,13
-60,-16,13
-59,-16,13
-60,-16,14
-60,-16,14
-60,-16,14
-60,-16,12
-60,-16,13
-61,-16,11
-62,-16,10
-63,-16,10
-61,-17,11
-61,-16,13
-62,-15,14
-60,-15,14
-60,-16,13
-59,-16,13
-60,-17,12
-61,-16,13
-60,-15,14
-63,-16,14
-63,-16,14
-63,-16,13
-62,-17,13
-63,-18,12
-60,-19,11
-59,-19,11
-60,-17,15
-62,-18,11
-66,-18,13
-52,-22,13
-55,-22,14
-60,-22,13
-60,-22,12
-56,-23,13
-58,-22,13
-56,-22,13
-55,-23,15
-54,-23,17
-55,-23,16
-57,-24,15
-59,-23,15
-57,-24,16
-57,-24,15
-56,-22,18
-58,-23,17
-60,-24,17
-58,-26,18
-57,-24,16
-53,-24,19
-51,-23,22
-58,-24,16
-55,-25,19
-54,-24,20
-55,-24,24
-56,-24,23
-54,-23,20
-51,-22,26
-62,-25,17
-57,-24,21
-49,-22,27
-57,-24,20
-54,-24,20
-58,-24,20
-57,-24,20
-54,-25,20
-54,-24,20
-55,-24,20
-55,-24,20
-55,-24,20
-55,-25,19
-56,-24,19
-58,-23,21
-56,-24,20
-55,-24,19
-57,-25,18
-56,-25,18
-55,-24,19
-55,-24,19
-55,-24,19
-56,-24,19
-55,-24,19
-56,-25,19
-56,-24,19
-56,-24,19
-57,-24,19
-56,-24,20
-56,-24,19
-55,-24,19
-55,-24,19
-56,-24,18
-55,-24,18
-56,-24,18
-56,-24,19
-56,-24,19
-56,-24,18
-56,-24,18
-55,-24,18
-56,-25,18
-56,-24,18
-56,-24,18
-56,-24,19
-57,-24,18
-55,-24,18
-55,-24,18
-57,-24,18
-56,-24,18
-57,-24,18
-56,-24,18
-55,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-55,-24,18
-57,-24,18
-57,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-56,-24,18
-57,-24,18
-56,-24,18
-56,-24,18
-56,-24,17
-56,-24,18
-57,-24,17
-54,-23,19
-57,-24,18
-59,-24,17
-57,-24,19
-56,-25,16
-53,-23,18
-57,-23,17
-56,-23,17
-57,-24,18
-59,-25,17
-56,-24,18
-55,-24,18
-56,-24,18
-57,-24,17
-56,-23,18
-57,-24,19
-56,-24,18
-57,-24,18
-57,-24,18
-57,-24,17
-56,-24,15
-59,-23,17
-57,-24,16
-55,-24,18
-55,-24,20
-58,-24,20
-55,-23,21
-56,-23,19
-56,-22,20
-59,-24,17
-56,-24,18
-52,-24,20
-56,-24,20
-56,-24,19
-54,-23,18
-54,-24,21
-52,-24,22
-53,-24,18
-60,-22,6
-62,-22,2
