Accelerometer x,Accelerometer y,Accelerometer z
-65,-11,-33
-70,-15,-43
-63,-18,-40
-55,-17,-34
-41,-11,-25
-40,-8,-26
-45,-6,-33
-48,-5,-37
-58,-6,-47
-59,-9,-45
-52,-9,-38
-45,-3,-29
-46,-1,-30
-47,3,-34
-49,3,-35
-52,2,-34
-53,-2,-34
-52,-4,-33
-54,-6,-33
-56,-7,-33
-62,-9,-36
-63,-9,-36
-62,-6,-32
-70,-8,-43
-76,-11,-51
-60,-15,-33
-53,-12,-20
-45,-11,-10
-50,-13,-16
-56,-17,-29
-50,-16,-31
-46,-14,-28
-44,-10,-20
-47,-8,-20
-51,-6,-21
-53,-7,-23
-54,-7,-23
-51,-6,-21
-53,-5,-21
-57,-3,-26
-58,-2,-28
-63,-4,-34
-68,-8,-39
-71,-10,-42
-78,-16,-51
-75,-21,-50
-60,-24,-41
-53,-25,-38
-47,-26,-38
-46,-23,-36
-44,-22,-32
-41,-18,-26
-38,-15,-23
-38,-7,-20
-41,-5,-21
-49,-4,-25
-54,-4,-25
-56,-4,-24
-63,-3,-24
-67,-5,-25
-69,-11,-27
-66,-10,-28
-63,-3,-26
-65,-3,-30
-66,-7,-40
-70,-17,-41
-66,-18,-32
-55,-19,-16
-56,-17,-16
-45,-15,-20
-34,-2,-19
-31,3,-20
-42,13,-29
-43,16,-31
-53,16,-33
-61,16,-34
-66,14,-34
-74,17,-31
-68,17,-28
-65,20,-27
-66,22,-31
-66,19,-33
-49,18,-26
-48,24,-29
-54,24,-42
-65,19,-52
-60,6,-49
-49,12,-46
-39,17,-53
-32,17,-52
-31,16,-45
-34,11,-37
-32,10,-36
-37,6,-21
-46,-1,-14
-71,-20,-1
-74,-3,-8
-65,-12,-2
-28,6,2
-36,10,-8
-87,17,-26
-75,18,-26
-71,12,-18
-69,5,-30
-75,-3,-39
-68,-15,-39
-67,-17,-34
-69,-13,-34
-56,-6,-23
-56,-3,-25
-36,9,-33
-27,14,-37
-33,15,-34
-41,11,-32
-94,3,-32
-31,10,-35
-53,16,-41
-90,14,-40
-38,17,-33
-65,10,-24
-77,9,-34
-59,5,-26
-70,6,-51
-76,4,-74
-62,3,-45
-48,8,-42
-44,9,-48
-35,-1,-50
-50,-13,-28
-43,-10,-24
-45,-6,-25
-36,-2,-23
-25,5,-35
-34,17,-47
-41,18,-43
-39,22,-50
-59,21,-51
-54,19,-49
-60,24,-48
-83,21,-44
-112,1,-33
-65,-11,-32
-73,-19,-28
-63,-24,-33
-30,-31,-35
-52,-31,-39
-58,-18,-33
-31,0,-22
-57,7,-24
-52,8,-21
-46,12,-17
-48,3,-18
-46,9,-26
-57,11,-23
-64,11,-28
-76,10,-31
-88,8,-34
-77,12,-37
-79,14,-40
-78,17,-42
-62,12,-38
-50,10,-31
-40,9,-31
-47,8,-38
-48,4,-38
-46,0,-31
-43,2,-29
-42,8,-29
-40,10,-25
-45,16,-25
-47,19,-23
-40,29,-15
-45,33,-18
-58,37,-30
-58,34,-32
-58,33,-32
-65,30,-35
-64,27,-36
-67,20,-44
-68,16,-45
-65,12,-38
-55,5,-32
-56,1,-34
-57,0,-39
-50,4,-33
-43,10,-20
-42,14,-18
-41,18,-19
-40,19,-14
-40,19,-14
-44,21,-16
-47,22,-18
-50,25,-17
-52,26,-22
-58,28,-30
-63,24,-32
-62,22,-33
-69,24,-43
-76,23,-52
-65,16,-43
-57,22,-43
-60,23,-48
-59,18,-44
-52,16,-34
-45,15,-23
-42,15,-25
-39,17,-24
-36,16,-21
-39,17,-24
-42,18,-24
-42,19,-24
-53,24,-30
-60,23,-33
-64,21,-34
-66,23,-27
-70,24,-28
-70,26,-37
-69,24,-39
-57,12,-18
-53,12,-11
-58,15,-19
-48,11,-13
-50,13,-16
-49,15,-18
-50,17,-21
-51,20,-16
-48,21,-11
-53,24,-12
-55,25,-12
-54,25,-13
-51,26,-11
-55,26,-13
-62,29,-19
-60,26,-21
-61,27,-23
-64,29,-28
-70,31,-33
-63,19,-29
-56,15,-22
-54,21,-27
-57,27,-33
-59,25,-32
-54,16,-26
-49,15,-22
-58,15,-21
-54,16,-17
-39,19,-14
-42,22,-18
-48,22,-17
-48,23,-15
-47,26,-17
-59,28,-24
-64,25,-23
-65,20,-23
-68,24,-28
-73,26,-34
-82,19,-46
-75,10,-38
-53,3,-16
-53,7,-16
-57,10,-26
-54,10,-29
-49,11,-28
-46,14,-23
-47,17,-21
-48,21,-19
-51,21,-16
-52,22,-16
-51,22,-17
-50,24,-17
-52,26,-17
-55,26,-17
-56,24,-17
-58,24,-23
-58,26,-24
-63,30,-33
-67,31,-37
-71,20,-42
-65,14,-37
-49,15,-28
-54,20,-34
-55,21,-34
-53,18,-32
-53,15,-31
-46,14,-25
-47,16,-25
-49,18,-26
-47,20,-25
-47,19,-24
-49,20,-23
-51,22,-23
-55,24,-24
-59,24,-25
-63,22,-28
-61,21,-27
-65,24,-30
-75,25,-41
-75,20,-42
-59,9,-25
-51,11,-18
-50,15,-19
-55,13,-23
-58,13,-27
-54,11,-26
-52,13,-24
-54,18,-21
-49,19,-16
-51,20,-17
-53,20,-18
-51,20,-17
-52,20,-17
-55,20,-18
-56,20,-18
-55,22,-19
-55,23,-20
-57,23,-21
-58,23,-22
-57,25,-23
-58,24,-25
-65,30,-32
-69,22,-41
-59,18,-34
-50,15,-27
-51,16,-27
-52,20,-28
-56,20,-31
-53,19,-30
-55,20,-31
-55,20,-32
-50,20,-26
-48,21,-24
-49,22,-24
-48,23,-26
-49,23,-27
-49,21,-21
-53,22,-22
-56,24,-25
-56,26,-24
-56,22,-19
-62,23,-25
-61,25,-24
-59,24,-20
-61,26,-24
-69,21,-29
-72,21,-31
-68,16,-29
-53,8,-15
-49,11,-13
-55,15,-15
-58,13,-16
-60,10,-17
-62,10,-20
-55,14,-20
-52,18,-14
-52,20,-15
-53,21,-17
-54,19,-16
-55,19,-17
-56,17,-14
-57,18,-14
-59,18,-15
-60,18,-13
-61,20,-10
-60,23,-13
-59,23,-13
-62,22,-15
-60,22,-17
-63,20,-16
-65,22,-16
-62,21,-18
-60,21,-18
-58,21,-18
-63,17,-22
-61,13,-23
-54,12,-23
-55,16,-25
-57,19,-24
-54,19,-25
-65,17,-31
-63,13,-24
-57,14,-22
-54,17,-22
-53,17,-18
-54,18,-15
-50,19,-15
-51,21,-19
-50,22,-17
-56,24,-18
-56,24,-18
-58,25,-18
-61,24,-18
-61,23,-16
-63,23,-15
-72,28,-24
-71,27,-28
-70,16,-16
-82,11,-24
-51,2,-7
-56,16,-16
-59,16,-16
-58,9,-14
-61,9,-18
-61,10,-19
-54,12,-13
-55,17,-11
-55,18,-9
-55,18,-8
-54,18,-11
-52,17,-9
-58,19,-11
-60,19,-11
-57,20,-10
-59,20,-12
-58,19,-12
-60,19,-13
-61,19,-16
-64,19,-24
-60,20,-26
-74,13,-35
-70,5,-34
-60,5,-26
-52,12,-25
-56,14,-28
-66,10,-30
-59,10,-28
-54,10,-27
-55,8,-23
-51,10,-23
-52,13,-22
-49,13,-19
-55,14,-20
-57,17,-23
-56,18,-22
-61,18,-22
-62,18,-22
-62,18,-20
-62,19,-20
-59,21,-20
-58,22,-20
-59,24,-23
-62,23,-27
-67,23,-29
-69,14,-29
-66,8,-26
-50,6,-14
-50,12,-16
-53,14,-19
-58,11,-20
-58,11,-20
-62,12,-23
-62,11,-22
-50,13,-13
-52,15,-12
-54,16,-13
-55,17,-17
-54,16,-16
-56,18,-16
-60,17,-18
-59,16,-16
-57,18,-15
-59,18,-18
-60,18,-20
-59,16,-20
-58,16,-24
-61,19,-28
-67,23,-31
-69,17,-42
-66,13,-41
-56,5,-31
-49,10,-26
-48,18,-29
-54,16,-32
-55,14,-31
-55,13,-32
-55,14,-32
-51,15,-30
-50,16,-29
-50,16,-27
-50,19,-27
-50,19,-26
-47,20,-24
-47,20,-24
-52,22,-24
-53,21,-24
-58,21,-29
-63,18,-31
-51,14,-26
-68,17,-38
-71,17,-40
-69,16,-38
-63,3,-34
-57,3,-29
-52,12,-24
-53,12,-26
-55,10,-26
-54,12,-25
-52,15,-24
-49,17,-23
-50,19,-22
-52,20,-20
-52,20,-21
-52,21,-23
-52,19,-22
-52,18,-20
-52,21,-22
-53,22,-23
-55,21,-25
-53,18,-23
-54,19,-25
-59,23,-30
-76,19,-39
-75,7,-43
-66,5,-39
-50,8,-26
-45,12,-24
-52,16,-31
-57,14,-32
-62,9,-36
-56,12,-35
-54,12,-32
-49,14,-26
-48,15,-25
-51,17,-26
-48,16,-25
-52,16,-25
-53,17,-25
-55,18,-26
-58,18,-27
-59,18,-27
-60,16,-27
-60,20,-27
-61,19,-29
-70,14,-34
-71,9,-35
-64,0,-27
-60,-2,-22
-54,8,-21
-57,7,-24
-59,5,-25
-58,5,-24
-56,7,-23
-52,12,-17
-52,14,-16
-54,15,-16
-56,14,-17
-56,13,-17
-57,15,-18
-58,15,-17
-59,16,-17
-58,18,-18
-59,20,-19
-59,19,-19
-58,18,-20
-60,20,-23
-59,19,-25
-64,22,-30
-65,18,-33
-60,12,-34
-57,10,-31
-53,11,-29
-56,16,-31
-58,16,-32
-58,13,-32
-53,14,-27
-51,15,-26
-50,15,-26
-50,15,-25
-49,17,-24
-49,18,-25
-51,18,-21
-52,23,-24
-52,24,-24
-54,23,-22
-57,23,-24
-59,21,-24
-58,20,-23
-55,21,-23
-63,18,-29
-67,19,-31
-76,8,-36
-71,4,-38
-58,-1,-29
-50,8,-19
-48,11,-25
-56,9,-30
-58,6,-28
-56,6,-26
-54,8,-25
-53,12,-20
-54,14,-20
-52,15,-21
-54,13,-21
-57,12,-22
-59,12,-24
-59,12,-24
-58,14,-24
-58,14,-21
-57,15,-24
-59,14,-28
-60,12,-27
-60,14,-27
-59,16,-30
-64,18,-35
-65,13,-37
-63,10,-36
-52,9,-30
-50,13,-29
-58,14,-33
-60,12,-34
-57,10,-35
-53,9,-33
-53,8,-32
-46,9,-24
-46,10,-24
-50,13,-28
-46,14,-24
-49,16,-26
-55,19,-25
-56,20,-26
-60,19,-25
-62,18,-26
-63,15,-28
-64,17,-28
-68,17,-29
-71,10,-31
-71,5,-29
-63,-2,-23
-56,-1,-19
-52,3,-17
-53,0,-19
-59,-1,-21
-57,-2,-23
-53,1,-23
-47,9,-22
-48,12,-22
-49,14,-21
-53,15,-20
-55,15,-22
-57,15,-24
-58,15,-25
-57,15,-24
-57,16,-24
-58,18,-25
-61,15,-25
-65,13,-27
-67,7,-29
-65,4,-30
-65,3,-35
-70,1,-45
-69,-1,-48
-61,-4,-44
-55,-6,-37
-45,-5,-28
-44,-4,-29
-47,-3,-37
-50,-4,-42
-52,-3,-44
-54,-4,-41
-51,-4,-37
-45,0,-31
-45,3,-28
-44,10,-26
-46,14,-26
-49,16,-26
-56,17,-33
-59,17,-35
-61,15,-36
-61,14,-36
-63,14,-36
-61,14,-35
-62,14,-36
-60,12,-31
-61,11,-30
-64,8,-32
-64,7,-35
-64,6,-39
-54,0,-27
-51,0,-22
-48,0,-16
-48,-1,-18
-56,0,-28
-56,2,-32
-56,2,-31
-54,2,-25
-53,2,-23
-55,2,-25
-54,3,-27
-51,3,-28
-51,2,-28
-51,2,-29
-51,3,-29
-51,4,-28
-53,7,-27
-55,8,-28
-56,9,-28
-60,8,-32
-63,6,-36
-63,3,-38
-63,4,-39
-65,5,-46
-68,3,-51
-60,0,-47
-48,-3,-37
-43,-1,-35
-43,3,-39
-46,4,-42
-50,3,-44
-50,2,-42
-49,1,-38
-45,4,-34
-43,6,-32
-44,10,-31
-44,13,-31
-47,17,-32
-49,19,-34
-54,20,-35
-59,19,-35
-58,20,-34
-59,21,-35
-59,21,-34
-59,20,-32
-61,16,-32
-61,16,-33
-62,14,-39
-67,13,-43
-60,7,-37
-55,5,-30
-51,8,-21
-57,5,-23
-57,2,-24
-54,1,-24
-50,2,-24
-44,8,-24
-45,11,-22
-51,14,-23
-54,14,-21
-57,12,-22
-56,8,-24
-58,8,-24
-59,6,-23
-59,5,-22
-57,6,-23
-61,7,-27
-61,7,-28
-62,8,-34
-65,10,-38
-74,14,-52
-77,12,-55
-61,3,-36
-48,6,-25
-44,9,-24
-46,14,-29
-50,17,-34
-59,16,-43
-56,12,-34
-53,13,-28
-46,20,-21
-43,22,-19
-46,28,-20
-47,29,-20
-47,33,-17
-50,36,-16
-54,37,-17
-57,37,-15
-57,37,-15
-57,34,-15
-55,34,-15
-60,34,-17
-63,31,-19
-65,28,-20
-66,23,-20
-62,20,-16
-51,16,-5
-52,18,-10
-53,16,-13
-55,13,-18
-53,14,-18
-44,18,-14
-44,21,-13
-48,27,-12
-51,30,-10
-54,32,-10
-62,30,-12
-64,28,-14
-66,25,-13
-66,25,-12
-66,26,-13
-68,27,-16
-68,26,-16
-63,27,-15
-63,29,-16
-69,32,-22
-69,29,-22
-65,17,-18
-47,14,-12
-46,18,-14
-53,25,-19
-54,26,-19
-52,25,-15
-51,24,-14
-50,23,-12
-52,23,-12
-51,24,-11
-46,27,-10
-48,29,-11
-50,32,-11
-52,35,-8
-55,36,-7
-59,34,-9
-60,34,-11
-57,33,-10
-58,33,-10
-63,35,-16
-74,30,-24
-76,22,-24
-54,16,-8
-48,18,-8
-59,24,-17
-60,22,-19
-58,21,-16
-53,22,-12
-52,23,-10
-51,25,-7
-50,25,-6
-50,27,-5
-54,28,-8
-56,27,-9
-54,28,-8
-54,30,-7
-59,32,-10
-61,33,-11
-64,33,-13
-66,31,-14
-69,31,-16
-69,35,-22
-68,33,-23
-54,22,-14
-48,21,-11
-45,28,-18
-47,32,-20
-54,28,-15
-49,26,-14
-48,22,-15
-47,18,-17
-46,20,-12
-45,22,-11
-47,24,-16
-52,25,-16
-51,26,-10
-53,27,-10
-60,28,-12
-63,28,-14
-69,26,-14
-70,26,-14
-73,24,-16
-80,17,-20
-77,12,-18
-71,5,-15
-69,3,-17
-75,0,-21
-69,3,-18
-60,5,-16
-46,10,-11
-43,13,-9
-42,16,-7
-42,17,-5
-40,18,-4
-46,19,-6
-49,20,-8
-55,22,-12
-58,23,-15
-69,24,-21
-70,21,-24
-73,24,-27
-73,20,-27
-69,17,-24
-67,23,-26
-71,26,-32
-77,21,-35
-60,14,-22
-51,13,-17
-49,12,-20
-46,12,-17
-40,11,-13
-40,10,-16
-45,14,-15
-49,16,-16
-54,18,-17
-67,19,-16
-69,20,-18
-74,18,-15
-74,18,-13
-80,16,-18
-75,8,-16
-69,7,-15
-66,7,-15
-67,7,-17
-63,10,-17
-56,11,-13
-45,15,-8
-44,20,-9
-44,22,-8
-40,20,-5
-40,22,-8
-47,23,-2
-53,22,1
-62,28,-13
-58,30,-11
-63,30,-12
-80,24,-15
-83,24,-25
-66,22,-19
-65,25,-18
-65,28,-23
-71,26,-29
-69,23,-26
-55,17,-16
-49,16,-13
-45,15,-14
-42,13,-11
-42,12,-9
-43,11,-13
-45,13,-16
-53,18,-15
-60,20,-17
-66,22,-18
-65,21,-17
-72,21,-17
-73,19,-20
-78,16,-26
-70,5,-22
-65,4,-19
-63,2,-20
-65,5,-24
-60,8,-24
-50,14,-20
-47,14,-13
-40,15,-1
-40,15,-3
-58,18,-19
-41,13,3
-50,16,-8
-54,22,-10
-62,24,-8
-61,27,-20
-68,27,-29
-68,22,-26
-110,15,-44
-92,10,-39
-48,19,-16
-58,25,-29
-77,19,-37
-55,17,-25
-47,16,-20
-42,13,-14
-44,14,-16
-43,12,-16
-38,12,-14
-43,12,-17
-55,17,-18
-52,16,-11
-70,19,-26
-70,19,-26
-73,17,-20
-72,16,-17
-76,14,-21
-74,8,-21
-65,7,-16
-63,10,-16
-65,10,-23
-65,11,-24
-65,7,-16
-46,15,-9
-39,11,-7
-46,18,-3
-51,16,-7
-47,16,-6
-52,17,-6
-58,19,-6
-60,21,-8
-67,23,-17
-69,21,-18
-77,18,-24
-76,17,-23
-75,13,-21
-70,15,-24
-62,20,-25
-63,16,-30
-68,12,-34
-55,9,-20
-51,8,-18
-49,9,-18
-44,10,-13
-44,10,-13
-47,13,-15
-49,13,-17
-59,14,-17
-68,14,-23
-71,12,-22
-74,15,-24
-75,16,-24
-78,14,-29
-76,9,-26
-67,8,-18
-64,8,-19
-64,6,-24
-57,5,-22
-55,8,-19
-42,12,-14
-42,13,-10
-42,16,-9
-46,18,-15
-47,18,-14
-51,20,-10
-55,21,-12
-60,25,-19
-62,27,-22
-67,29,-27
-67,26,-32
-70,24,-32
-70,22,-32
-63,18,-29
-55,24,-29
-54,26,-31
-57,23,-34
-52,15,-31
-47,14,-26
-41,14,-22
-41,14,-24
-40,13,-23
-39,14,-22
-43,18,-26
-51,22,-29
-55,24,-32
-61,24,-32
-64,24,-32
-67,23,-29
-70,25,-37
-71,21,-42
-64,11,-34
-59,11,-25
-57,13,-29
-63,13,-36
-56,14,-31
-46,16,-20
-45,17,-19
-41,20,-12
-40,20,-12
-40,22,-13
-41,22,-13
-46,24,-12
-50,29,-15
-55,32,-19
-60,34,-23
-63,33,-24
-68,31,-32
-73,31,-36
-69,31,-33
-59,25,-25
-57,28,-27
-54,31,-34
-56,28,-36
-53,20,-32
-46,19,-25
-41,19,-22
-40,19,-22
-36,18,-18
-40,17,-19
-41,19,-21
-47,24,-22
-55,28,-24
-58,29,-25
-64,30,-29
-65,29,-26
-70,29,-26
-73,27,-34
-72,13,-32
-64,12,-19
-63,14,-25
-61,14,-32
-56,15,-26
-49,16,-21
-46,17,-19
-37,18,-9
-44,20,-15
-49,21,-18
-46,22,-13
-46,22,-11
-55,27,-16
-55,29,-18
-61,29,-15
-71,29,-28
-69,28,-28
-70,22,-24
-74,18,-26
-62,21,-27
-63,23,-26
-61,24,-34
-60,16,-27
-55,17,-28
-43,16,-22
-40,13,-15
-40,15,-22
-41,14,-18
-43,14,-17
-47,21,-22
-57,23,-25
-65,20,-21
-69,18,-22
-74,21,-27
-75,24,-21
-75,22,-21
-75,13,-22
-69,10,-20
-65,12,-23
-65,12,-24
-59,6,-18
-46,9,-21
-43,10,-20
-40,12,-13
-39,15,-12
-39,18,-14
-41,17,-13
-42,17,-11
-52,21,-20
-56,23,-24
-60,23,-30
-67,23,-39
-71,19,-43
-82,13,-36
-70,16,-48
-67,15,-42
-66,18,-43
-60,21,-48
-62,17,-46
-48,16,-33
-43,11,-17
-48,11,-18
-35,12,-12
-35,10,-4
-35,10,-5
-32,12,-10
-46,12,-16
-51,10,-31
-57,8,-43
-51,9,-39
-56,10,-38
-75,1,-43
-75,-6,-39
-53,-9,-33
-53,-14,-26
-61,-22,-31
-69,-44,-38
-77,-48,-43
-91,-48,-52
-87,-46,-52
-86,-28,-48
-88,-3,-54
-75,11,-47
-25,44,-27
-16,52,-17
-4,64,0
-5,62,0
-25,49,-5
-69,29,-24
-101,20,-49
-128,-16,-71
-128,-31,-76
-118,-35,-68
-98,-33,-55
-58,-31,-35
-34,-20,-27
-22,-19,-19
-7,-26,-5
-10,-27,-4
-3,-23,-9
-32,-35,-18
-60,-46,-22
-99,-54,-52
-105,-31,-46
-128,-1,-54
-128,2,-46
-76,18,-23
-20,57,-22
-12,72,-27
-11,75,-20
1,71,-2
-42,53,-9
-57,39,-16
-106,29,-41
-128,-26,-86
-128,-57,-95
-86,-58,-67
-51,-46,-50
-28,-28,-33
-19,-21,-24
5,-23,-3
3,-19,-5
-3,-19,-13
-26,-29,-27
-51,-44,-40
-98,-42,-72
-126,-25,-62
-127,-18,-60
-75,6,-32
-46,19,-12
-28,66,-16
-16,82,-11
-20,75,-20
-25,53,-23
-52,44,-35
-106,9,-52
-116,0,-65
-128,-36,-74
-100,-40,-46
-93,-35,-52
-48,-23,-30
-39,-15,-26
-30,-2,-28
-23,-3,-21
-20,-6,-6
-30,-8,-16
-58,-9,-20
-89,-18,-37
-94,-6,-41
-112,7,-41
-91,9,-25
-59,4,-27
-57,2,-20
-37,5,-8
-29,16,-7
-26,18,-13
-19,23,-15
-22,27,-19
-63,28,-31
-72,26,-67
-86,32,-77
-112,31,-77
-107,22,-71
-50,12,-26
-44,11,-23
-34,12,-22
-11,5,0
-10,4,0
-32,1,-19
-30,0,-17
-60,4,-18
-81,12,-34
-93,26,-63
-103,44,-45
-95,36,-31
-53,26,-18
-39,20,-17
-33,9,-6
-28,10,-1
-8,12,-9
-14,20,-18
-32,24,-21
-72,24,-40
-66,34,-53
-93,47,-54
-109,38,-53
-87,33,-38
-64,18,-26
-55,15,-23
-37,12,-15
-25,7,-7
-11,5,-1
-32,3,-14
-42,0,-12
-54,9,-17
-75,15,-36
-109,18,-42
-99,21,-30
-103,36,-32
-83,40,-27
-56,40,-21
-52,25,-6
-41,23,-3
-13,22,-2
-5,20,1
-9,19,-1
-25,23,-16
-45,27,-27
-62,37,-42
-75,46,-43
-109,56,-54
-105,52,-53
-78,49,-36
-56,28,-25
-48,24,-19
-20,14,-4
-9,6,2
-17,7,-4
-25,7,-7
-44,-5,4
-61,9,-1
-85,22,-13
-92,28,-11
-99,41,-10
-97,49,-7
-69,35,2
-64,26,-2
-40,18,2
-33,16,3
-19,16,-1
-14,13,-5
-15,17,-7
-26,22,-8
-44,34,-16
-85,31,-41
-87,41,-37
-103,56,-25
-114,49,-33
-95,31,-25
-73,16,-22
-56,13,-21
-29,12,-14
-18,6,-6
-7,4,-4
-17,6,-11
-33,8,-14
-58,19,-30
-69,21,-46
-82,38,-47
-87,44,-38
-86,43,-33
-85,39,-32
-71,31,-18
-45,26,-1
-28,24,-4
-18,22,3
-18,19,7
-26,24,-9
-23,27,-5
-33,30,-5
-84,32,-33
-88,32,-38
-72,55,-17
-108,57,-36
-94,47,-29
-75,30,-20
-68,25,-21
-42,22,-17
-26,20,-11
-11,9,0
-12,7,-2
-25,7,-8
-51,23,-15
-71,36,-29
-99,29,-38
-89,41,-26
-96,48,-24
-89,44,-22
-70,30,-8
-39,26,-6
-26,25,-7
-26,20,-1
-24,21,0
-16,28,-7
-16,31,-14
-22,26,-13
-50,32,-27
-71,46,-51
-75,54,-51
-80,54,-36
-90,53,-40
-70,39,-15
-69,34,-14
-56,23,-19
-47,19,-15
-34,13,-4
-34,10,-6
-36,5,-5
-32,10,-2
-35,14,-1
-71,24,-13
-84,29,-21
-77,41,-11
-85,51,-7
-90,55,-12
-70,39,5
-63,33,3
-45,30,-13
-32,25,-7
-12,25,1
-13,27,-6
-23,29,-16
-31,35,-13
-46,41,-20
-60,51,-36
-74,62,-34
-97,64,-31
-98,57,-28
-75,41,-9
-64,17,-7
-53,11,-7
-37,3,-6
-28,-2,-2
-30,-3,-3
-41,-1,-4
-51,0,-2
-78,20,-16
-92,32,-32
-110,46,-33
-101,48,-26
-69,34,-19
-43,23,-16
-33,21,-10
-5,25,-8
3,27,-12
1,37,-22
-10,40,-25
-57,39,-38
-90,45,-60
-113,44,-70
-124,26,-61
-108,16,-48
-66,11,-30
-57,10,-28
-33,3,-21
-9,-8,-3
-8,-13,2
1,-10,-15
-14,-17,-23
-71,-36,-32
-95,-38,-63
-116,-35,-66
-128,-8,-61
-110,-1,-52
-69,12,-29
-57,15,-18
-24,33,-11
-5,65,-26
4,85,-22
4,86,-11
-24,75,-17
-98,49,-39
-128,52,-49
-128,-9,-76
-128,-51,-33
-101,-47,-25
-44,-25,-29
-32,-18,-24
-2,-10,-12
18,-19,-6
25,-18,-4
10,-24,-5
-15,-26,-11
-80,-51,-9
-98,-69,-9
-128,-49,-31
-128,-38,-18
-128,-33,-14
-91,4,-27
-58,22,-24
-26,51,-16
-34,65,-18
-23,115,-14
-23,107,4
-41,81,6
-128,54,-35
-128,32,-53
-128,-51,-46
-128,-55,-39
-98,-59,-42
-47,-50,-31
-29,-44,-23
8,-35,-18
24,-40,-17
29,-37,-11
10,-46,-16
-45,-67,-17
-95,-68,-23
-128,-40,-45
-128,-14,-15
-128,2,-9
-112,19,-30
-82,34,-26
-31,58,-19
-10,97,-31
12,114,-27
5,103,-13
-29,87,-12
-126,65,-35
-128,52,-50
-128,-41,-61
-110,-33,-42
-84,-31,-30
-51,-27,-21
-38,-18,-23
-5,-9,-15
0,-15,0
-12,-18,-6
-42,-14,-20
-55,-14,-19
-80,4,-44
-87,21,-61
-115,35,-53
-74,31,-23
-42,26,-22
-63,11,-8
-45,16,-5
-14,26,-12
-15,29,-7
-10,26,-3
-27,31,-25
-41,32,-26
-65,25,-74
-78,37,-79
-101,40,-49
-106,28,-57
-69,8,-41
-54,-12,-29
-37,-11,-28
-9,-22,-4
-7,-30,8
-5,-19,-12
-25,-22,-14
-54,-36,-37
-123,-40,-76
-128,-55,-60
-128,-15,-64
-126,-11,-48
-79,8,-25
-31,33,-10
-24,48,-13
1,77,-9
2,90,-7
-19,92,3
-42,81,0
-107,48,-20
-128,-7,-41
-128,-52,-53
-128,-77,-61
-99,-60,-49
-32,-35,-36
-25,-26,-33
25,-28,-14
50,-42,-14
43,-44,-19
13,-47,-17
-15,-58,-9
-128,-88,-36
-128,-107,-21
-128,-76,-20
-127,-17,-14
-95,15,-15
-33,72,-14
-15,91,-13
18,103,-1
13,102,-5
-10,75,5
-58,44,1
-106,31,-7
-128,-1,-12
-128,-44,-29
-128,-100,-22
-124,-62,-30
-61,-52,-35
1,-36,-25
15,-35,-25
34,-39,-33
45,-35,-33
41,-30,-28
15,-20,-14
1,-30,2
-128,-81,14
-128,-111,17
-128,-80,53
-128,-69,21
-96,12,-8
-39,110,-24
-24,124,-25
21,127,-7
9,110,-9
-17,70,2
-49,46,-1
-128,49,-8
-128,-77,-38
-128,-128,-38
-123,-81,-32
-86,-61,-40
-8,-48,-27
18,-42,-24
50,-48,-31
67,-41,-37
44,-37,-35
8,-27,-20
4,-33,-4
-128,-102,8
-128,-117,26
-128,-94,29
-123,-21,-10
-91,17,-16
-25,66,-17
-9,79,-15
14,119,-8
-24,109,-5
-34,88,10
-70,47,9
-128,46,-2
-128,-61,-10
-128,-128,-4
-128,-94,-18
-46,-63,-28
-5,-51,-27
26,-43,-35
50,-53,-37
69,-48,-31
43,-40,-32
19,-30,-16
-74,-87,7
-128,-127,11
-128,-128,41
-128,-96,22
-101,1,0
-64,36,-1
-10,71,7
4,98,5
6,110,9
-11,81,17
-20,69,14
-80,38,8
-128,-5,-8
-128,-82,-22
-128,-122,-10
-128,-92,-23
-38,-53,-24
1,-50,-21
17,-50,-26
56,-54,-28
66,-39,-28
26,-23,-34
10,-10,-26
-16,-22,11
-126,-64,19
-128,-120,39
-128,-61,39
-128,-23,13
-62,36,-4
-29,58,-4
-12,94,-9
-6,118,-2
1,103,4
-27,66,6
-49,49,-1
-128,52,7
-128,6,12
-128,-105,-11
-128,-90,-9
-84,-67,-19
-20,-52,-18
6,-49,-14
36,-54,-17
54,-56,-21
50,-27,-22
6,-17,-21
-6,-17,-10
-128,-61,12
-128,-98,19
-128,-82,38
-128,-50,18
-74,22,-3
-24,72,-6
-8,85,-5
1,125,3
2,106,9
-7,75,15
-59,49,4
-128,59,-3
-128,-41,-24
-128,-90,-31
-126,-79,-29
-64,-61,-27
-19,-44,-23
-5,-43,-21
49,-48,-21
61,-31,-29
41,-28,-32
-5,-28,-14
-30,-42,0
-128,-78,11
-128,-96,47
-128,-66,32
-88,2,-2
-59,33,-8
-9,76,-13
2,93,-13
-4,120,-5
-5,86,13
-20,62,15
-111,50,9
-128,48,0
-128,-94,-28
-128,-118,-16
-104,-77,-25
-37,-40,-24
-12,-34,-22
31,-36,-28
50,-42,-30
56,-34,-28
42,-36,-30
-1,-28,-21
-128,-77,9
-128,-110,20
-128,-111,53
-128,-81,32
-83,0,-4
-53,34,-11
-12,89,-18
4,127,-11
-5,127,-8
-9,91,4
-20,67,13
-128,48,15
-128,32,-30
-128,-128,-17
-128,-103,-18
-111,-83,-33
-25,-60,-28
9,-49,-22
46,-46,-28
