Accelerometer x,Accelerometer y,Accelerometer z
-128,-53,55
-128,-52,90
-128,-74,57
-128,-46,60
-126,3,6
-79,10,-7
-2,38,-5
27,82,-6
26,92,-9
26,97,-7
25,80,-3
27,43,11
3,51,18
-128,99,24
-128,-43,-46
-128,-101,-21
-128,-36,5
-87,-25,-26
-21,-35,-35
27,-37,-25
41,-49,-26
58,-58,-23
46,-43,-23
5,-36,-29
2,-42,-5
-102,-70,12
-128,-81,70
-128,-108,87
-128,-41,59
-128,5,16
-52,23,-16
-11,38,-15
9,69,-10
14,89,-6
21,90,0
19,68,1
24,54,6
-65,52,18
-128,88,21
-128,-31,-43
-128,-112,25
-128,-60,13
-74,-44,-43
-36,-46,-31
12,-40,-16
28,-45,-23
46,-56,-23
36,-40,-19
16,-31,-21
-1,-32,-11
-33,-37,3
-128,-56,69
-128,-98,80
-128,-75,69
-118,6,3
-77,17,-10
0,43,-2
15,46,-1
37,58,-1
21,80,-3
24,82,2
12,58,9
1,52,7
-128,82,-2
-128,7,5
-128,-125,-26
-128,-56,13
-100,-45,-13
-37,-67,-31
-5,-70,-25
52,-73,-22
62,-68,-22
53,-38,-21
11,-21,-26
0,-21,-22
-49,-55,5
-128,-61,45
-128,-128,92
-128,-68,69
-128,-7,30
-64,21,-11
-23,37,-7
13,75,1
16,82,2
30,91,4
21,69,2
16,60,5
-47,51,10
-128,81,5
-128,-27,18
-128,-88,-11
-128,-71,6
-78,-40,-22
-44,-40,-27
-12,-43,-30
8,-43,-26
54,-66,-25
60,-63,-26
29,-32,-28
1,-41,-16
-13,-56,-1
-128,-59,62
-128,-100,90
-128,-85,64
-128,-27,40
-72,28,-5
6,58,-2
16,72,1
23,77,10
34,74,5
5,69,-10
-13,49,10
-34,38,21
-128,42,18
-128,-17,17
-128,-98,21
-128,-89,32
-91,-45,-4
-22,-47,-18
-6,-54,-21
41,-69,-32
67,-69,-35
54,-42,-38
27,-32,-40
4,-19,-21
-78,-70,11
-128,-75,49
-128,-127,98
-128,-104,76
-128,-22,24
-98,3,5
-36,29,-17
9,66,-9
12,79,-7
13,101,4
19,96,11
13,64,16
0,50,15
-128,65,13
-128,-43,19
-128,-128,-5
-128,-88,13
-122,-55,-13
-38,-47,-30
2,-40,-25
16,-37,-23
67,-56,-23
75,-57,-28
33,-29,-33
5,-31,-35
-2,-48,-16
-128,-68,74
-128,-112,117
-128,-100,85
-128,-49,69
-99,20,8
-59,27,-6
6,57,1
16,69,2
19,79,-3
22,79,-11
17,71,-11
-14,51,5
-72,44,14
-128,37,31
-128,-99,4
-128,-112,31
-114,-50,7
-74,-45,-19
-17,-43,-25
0,-39,-20
39,-51,-21
57,-47,-24
47,-36,-24
4,-26,-25
8,-28,-18
-112,-73,12
-128,-106,85
-128,-123,73
-128,-48,32
-128,-1,0
-52,31,-18
-19,47,-12
19,67,-4
31,84,3
28,85,5
19,66,6
13,51,5
-90,49,8
-128,51,30
-128,-44,32
-128,-102,15
-128,-75,18
-74,-45,-18
-39,-46,-19
0,-41,-20
48,-56,-23
70,-56,-25
43,-24,-29
15,-21,-33
7,-31,-19
-60,-59,-17
-128,-65,105
-128,-114,68
-128,-68,42
-119,10,6
-72,18,0
-3,50,2
9,65,1
33,73,0
22,71,-5
21,63,-4
-11,44,0
-76,47,4
-128,25,44
-128,-37,23
-128,-102,13
-128,-48,-4
-81,-40,-18
-25,-48,-24
-10,-45,-25
38,-50,-22
59,-57,-22
50,-33,-23
13,-26,-21
19,-28,-12
-80,-69,16
-128,-60,69
-128,-126,92
-128,-51,64
-128,-8,33
-62,27,-4
-20,40,4
21,58,6
33,67,5
24,80,-6
20,68,-4
20,54,-3
-72,51,17
-128,52,36
-128,-70,27
-128,-119,6
-128,-81,22
-70,-52,-28
-42,-50,-26
14,-44,-20
37,-42,-23
66,-52,-34
52,-25,-30
27,-25,-34
16,-19,-28
0,-42,-13
-128,-65,73
-128,-103,81
-128,-86,72
-128,-64,46
-104,5,-11
-24,32,-6
-6,51,-7
25,74,-5
37,78,-2
25,71,-2
18,55,4
0,45,5
-128,60,14
-128,29,35
-128,-82,-15
-128,-96,9
-128,-53,3
-47,-44,-17
-10,-43,-17
22,-43,-22
37,-54,-24
63,-43,-24
48,-30,-22
-3,-27,-29
-17,-51,-7
-128,-80,15
-128,-99,78
-128,-104,62
-128,-38,26
-128,-5,2
-50,22,1
3,59,2
20,72,-1
39,83,-1
29,84,-2
18,61,2
14,48,5
-114,56,10
-128,0,37
-128,-67,-1
-128,-101,17
-128,-72,10
-65,-43,-24
-8,-44,-29
15,-40,-26
46,-47,-20
60,-53,-22
46,-32,-24
19,-30,-24
15,-39,-16
-128,-93,26
-128,-71,93
-128,-115,77
-128,-76,64
-116,-3,13
-78,10,-3
-4,36,2
25,59,6
26,68,4
17,76,1
16,71,2
7,51,5
-27,44,9
-128,47,23
-128,-47,21
-128,-83,-4
-128,-67,22
-119,-51,-1
-39,-48,-23
-14,-48,-23
21,-47,-16
64,-55,-21
66,-38,-21
18,-24,-31
6,-25,-31
-17,-50,-5
-128,-56,62
-128,-105,85
-128,-64,73
-128,-24,45
-89,18,-1
-35,29,-3
20,79,-3
24,88,1
25,85,9
21,65,12
26,52,11
-37,46,6
-128,67,13
-128,-31,27
-128,-86,31
-128,-71,41
-78,-34,-9
-45,-28,-19
-25,-36,-21
-1,-36,-16
44,-42,-17
49,-38,-24
34,-33,-24
-2,-38,-23
8,-43,-9
-128,-90,52
-128,-71,68
-128,-77,56
-128,-23,20
-115,-1,1
-49,25,-4
-22,36,-2
18,49,0
31,64,1
27,66,0
13,54,0
6,45,3
-87,45,3
-128,51,2
-128,-55,55
-128,-69,41
-128,-50,26
-69,-34,-8
-39,-33,-12
-21,-41,-21
12,-46,-14
69,-57,-17
47,-27,-26
18,-24,-31
12,-26,-24
-14,-52,-8
-128,-68,71
-128,-101,71
-128,-61,66
-128,6,16
-92,16,4
-14,43,-4
21,62,-2
40,66,0
24,64,-9
23,63,-8
9,50,3
-11,43,9
-128,69,16
-128,18,24
-128,-62,39
-128,-42,32
-119,-36,9
-48,-25,-19
-25,-32,-24
14,-40,-23
33,-49,-22
50,-55,-24
23,-36,-22
2,-37,-23
-12,-55,3
-128,-86,29
-128,-101,57
-128,-101,58
-128,-20,25
-98,13,-7
-50,27,-2
12,46,-1
28,53,-1
43,61,1
19,75,-4
6,73,-3
-5,52,10
-57,49,11
-128,20,5
-128,-45,21
-128,-84,23
-128,-69,13
-81,-54,-1
-5,-44,-9
-2,-39,-17
25,-40,-27
47,-45,-34
51,-24,-36
-2,-20,-34
-2,-18,-25
-48,-76,14
-128,-92,46
-128,-97,57
-128,-71,79
-128,-20,43
-89,13,11
-50,26,6
6,61,4
13,72,1
20,80,-8
23,78,-9
23,63,-2
-32,50,11
-109,56,13
-128,12,2
-128,-32,5
-128,-67,23
-116,-42,-9
-78,-33,-21
-16,-33,-26
8,-38,-27
40,-55,-29
49,-59,-30
42,-38,-25
-9,-27,-18
-5,-34,-11
-128,-88,28
-128,-68,76
-128,-89,107
-128,-57,94
-118,12,19
-20,29,-5
10,38,-1
-8,61,-13
5,70,-7
29,81,2
22,82,5
24,59,20
-48,56,20
-128,77,16
-128,-29,43
-128,-72,32
-128,-66,33
-87,-29,-14
-47,-28,-23
11,-40,-28
16,-41,-28
42,-57,-34
53,-55,-39
25,-38,-36
-2,-34,-23
17,-42,-9
-128,-89,62
-128,-76,99
-128,-93,62
-128,-63,56
-116,0,10
-38,34,-1
-16,49,-1
18,60,0
28,62,2
21,63,1
12,60,4
-4,44,11
-96,36,8
-128,35,20
-128,-51,67
-128,-97,27
-128,-78,18
-126,-52,1
-34,-41,-10
-5,-26,-15
9,-27,-16
60,-38,-13
57,-35,-17
32,-36,-24
20,-33,-31
-19,-60,-18
-128,-81,67
-128,-100,84
-128,-75,78
-128,-68,55
-113,3,-4
-40,42,-11
-21,60,-8
9,79,-9
18,86,-10
1,79,-10
2,73,-1
-34,41,12
-128,46,11
-128,37,26
-128,-57,30
-128,-91,22
-128,-52,33
-98,-40,20
-31,-39,-3
11,-50,-21
23,-50,-29
37,-64,-30
39,-51,-26
9,-32,-15
-3,-33,-10
18,-50,-4
-128,-70,73
-128,-92,86
-128,-98,58
-128,-70,23
-118,12,-14
-71,27,-6
-4,51,7
26,60,2
37,62,-3
20,75,-8
9,75,-3
3,54,11
-128,59,15
-128,21,25
-128,-113,22
-128,-128,-1
-128,-59,12
-95,-43,-5
-17,-42,-24
14,-36,-21
19,-44,-21
51,-54,-17
42,-52,-18
18,-61,-21
3,-65,-18
-96,-106,-11
-128,-96,75
-128,-128,65
-128,-66,36
-128,-32,22
-102,19,7
-73,35,9
-52,72,1
-19,111,13
-7,111,21
-30,79,15
-50,61,11
-89,24,-4
-128,11,10
-128,-45,21
-128,-117,22
-128,-106,29
-111,-80,8
-69,-77,-2
-4,-81,-6
27,-79,-12
45,-80,-14
42,-57,-19
24,-50,-27
-45,-72,-19
-89,-79,-10
-128,-38,54
-128,-56,62
-128,-24,63
-128,19,25
-104,26,14
-35,38,6
-17,52,0
-1,76,-5
8,93,-3
7,87,0
2,61,10
-8,46,12
-124,71,13
-128,57,-3
-128,-127,7
-128,-82,20
-128,-45,-26
-72,-42,-33
-36,-42,-23
4,-46,-24
40,-57,-28
52,-63,-30
39,-42,-28
29,-35,-27
8,-28,-21
-28,-36,-16
-128,-40,52
-128,-96,51
-128,-82,38
-128,7,-13
-88,25,-10
-4,49,-8
14,64,-15
34,78,-16
25,68,-11
24,63,-5
15,49,-2
2,39,0
-128,67,13
-128,42,24
-128,-73,-14
-128,-58,36
-111,-28,10
-45,-28,-26
-25,-33,-25
-2,-46,-15
47,-56,-8
56,-47,-8
30,-24,-17
9,-23,-25
-10,-39,-15
-94,-70,-1
-128,-62,57
-128,-65,53
-128,-32,37
-121,17,-1
-71,22,-5
-3,50,-4
21,62,-1
35,66,-1
19,72,-2
17,67,4
17,45,13
-14,48,11
-128,61,28
-128,1,30
-128,-105,-4
-128,-38,8
-103,-23,-17
-31,-29,-26
-8,-40,-24
29,-46,-21
51,-52,-21
48,-40,-18
16,-23,-23
5,-20,-27
-22,-47,-3
-128,-68,31
-128,-91,53
-128,-50,59
-128,-27,43
-106,12,0
-56,24,-2
-4,69,-8
22,81,-8
41,95,-8
22,74,-10
23,61,-4
-44,47,5
-128,57,3
-128,17,28
-128,-38,10
-128,-56,13
-121,-39,-19
-79,-36,-30
-17,-41,-18
7,-36,-14
40,-53,-19
56,-68,-22
38,-39,-20
-4,-36,-18
-5,-40,-9
-128,-77,32
-128,-62,58
-128,-86,50
-128,-23,6
-120,8,-7
-24,36,-2
-2,49,-7
47,72,-8
57,76,-7
23,77,-10
14,65,8
12,53,14
-113,54,20
-128,58,7
-128,-55,-5
-128,-82,13
-128,-54,15
-63,-48,-9
-31,-55,-4
-3,-52,-6
26,-59,-16
66,-53,-25
54,-36,-26
7,-20,-28
10,-34,-2
-61,-56,6
-128,-52,41
-128,-78,68
-128,-37,50
-128,-15,14
-73,17,4
-21,44,-3
-4,65,-4
31,88,0
35,91,-1
33,67,0
-8,46,3
-59,53,12
-128,50,21
-128,-19,15
-128,-78,24
-128,-61,31
-91,-39,-21
-19,-39,-17
9,-36,-15
44,-47,-23
59,-57,-26
46,-32,-21
16,-28,-22
-3,-39,-10
-128,-76,29
-128,-59,76
-128,-89,68
-128,-66,66
-120,0,10
-94,13,-8
-27,37,-6
25,56,3
46,68,7
35,89,-8
21,86,-12
14,55,-3
-114,73,4
-128,63,31
-128,-69,-22
-128,-123,-35
-128,-54,3
-89,-39,-6
-19,-51,-8
10,-50,-13
33,-59,-14
59,-62,-12
49,-45,-12
7,-25,-24
-40,-50,4
-120,-58,30
-128,-69,51
-128,-77,44
-128,-27,51
-128,-8,15
-80,16,-11
-41,28,-8
2,57,-19
19,81,-36
19,91,-37
18,74,-10
15,59,13
-94,51,18
-128,61,16
-128,5,-11
-128,-85,7
-128,-71,4
-117,-58,-18
-76,-62,-9
-3,-51,-1
35,-45,-11
58,-55,-10
35,-46,-18
20,-40,-22
-16,-39,-5
-57,-41,3
-128,-19,77
-128,-83,76
-128,-61,70
-100,2,28
-83,16,2
-5,40,-2
21,48,7
31,69,9
18,95,1
14,84,4
21,54,7
1,45,2
-128,76,9
-128,-19,52
-128,-128,-1
-128,-49,24
-94,-35,0
-19,-47,-13
-17,-50,-18
22,-70,-17
54,-80,-14
57,-45,-15
9,-26,-32
2,-22,-31
-43,-47,4
-128,-48,36
-128,-88,50
-128,-33,46
-128,-1,22
-78,20,-9
-30,34,-8
16,66,-7
19,76,-8
29,93,-6
30,75,3
13,55,2
-45,63,10
-128,86,8
-128,-37,-14
-128,-68,8
-128,-57,19
-66,-37,-21
-45,-40,-24
-8,-35,-18
14,-35,-18
57,-54,-27
59,-48,-26
14,-34,-24
9,-38,-6
-29,-61,17
-128,-57,61
-128,-96,73
-128,-70,67
-111,-6,12
-81,15,-7
-31,35,-15
-7,46,-12
31,73,-2
32,86,-4
20,75,-2
17,56,6
11,45,8
-128,93,1
-128,57,10
-128,-101,-29
-128,-100,12
-124,-27,7
-29,-52,-19
-4,-55,-16
13,-60,-17
41,-70,-16
63,-45,-13
38,-27,-18
0,-24,-29
-30,-41,-10
-128,-58,21
-128,-109,85
-128,-102,60
-128,-17,37
-82,18,3
-46,26,-7
26,67,-5
34,79,-7
28,99,-7
23,90,-4
16,59,5
-13,40,13
-110,77,17
-128,-8,6
-128,-67,-38
-128,-77,2
-128,-55,-27
-59,-56,-42
7,-46,-15
28,-40,-13
55,-56,-21
63,-50,-24
24,-29,-27
1,-31,-23
-21,-42,7
-128,-57,44
-128,-89,58
-128,-75,49
-128,-29,27
-87,16,-10
-49,31,-8
12,46,4
35,63,8
33,71,6
21,73,4
15,65,7
-17,47,5
-128,60,7
-128,-3,13
-128,-111,-27
-128,-91,7
-95,-50,-21
-47,-47,-22
9,-49,-12
23,-66,-21
49,-77,-24
61,-40,-21
33,-24,-26
3,-24,-22
0,-29,1
-128,-44,47
-128,-92,68
-128,-60,63
-128,0,25
-113,11,0
-1,31,0
21,41,2
8,62,-10
34,74,2
34,74,3
27,50,13
12,48,16
-128,106,-5
-128,54,-27
-128,-57,-23
-128,-56,7
-128,-40,-17
-43,-38,-17
-11,-47,-17
25,-64,-31
57,-71,-34
55,-47,-26
13,-27,-29
-6,-23,-35
-8,-36,-4
-128,-53,18
-128,-65,40
-128,-68,54
-128,-39,31
-98,11,0
-50,24,-1
-4,63,-10
19,74,-14
43,84,-9
19,65,-6
20,56,2
-39,53,0
-128,83,5
-128,-11,-1
-128,-53,-48
-128,-58,10
-92,-27,-22
-49,-26,-17
-9,-31,-11
3,-42,-14
41,-75,-22
61,-48,-18
39,-30,-22
-3,-21,-32
8,-21,-11
-128,-54,44
-128,-51,30
-128,-56,47
-128,-23,22
-120,-9,-2
-44,24,-7
-21,36,-8
25,58,-4
37,74,-3
26,85,-4
19,71,4
11,56,6
-95,77,-6
-128,82,-22
-128,-32,-42
-128,-52,-20
-128,-52,-20
-64,-46,-21
-23,-48,-11
19,-50,-14
37,-62,-16
67,-56,-15
30,-29,-24
7,-28,-30
-29,-36,-16
-118,-51,7
-128,-72,58
-128,-90,48
-128,-15,45
-96,14,3
-42,23,0
18,56,7
9,73,10
10,91,16
19,92,8
24,66,0
-7,49,12
-77,60,23
-128,20,-6
-128,-50,-1
-128,-66,24
-128,-70,11
-82,-47,-12
-26,-45,-8
9,-40,-10
41,-48,-25
47,-54,-29
39,-37,-22
8,-31,-23
12,-32,-7
-99,-82,39
-128,-79,58
-128,-81,63
-128,-69,62
-114,-13,25
-94,8,2
-29,39,-3
10,65,5
20,78,6
23,87,6
16,78,8
9,53,11
-58,40,13
-128,58,10
-128,-39,-14
-128,-86,-10
-128,-76,21
-105,-59,3
-58,-48,-9
-10,-34,-3
6,-33,-6
25,-43,-12
36,-39,-10
19,-26,-12
-12,-31,-16
-76,-65,-1
-128,-34,31
-128,-58,20
-128,-33,47
-128,-18,38
-98,10,0
-71,28,-12
-38,56,-14
-13,82,-12
0,94,-8
22,80,5
-5,54,19
-60,48,7
-128,41,-18
-128,1,-5
-128,-37,18
-128,-39,11
-128,-50,-16
-90,-55,-7
-18,-60,5
14,-53,-8
33,-57,-11
40,-48,-14
27,-44,-18
-8,-38,-22
-34,-42,-17
-128,-35,41
-128,-80,67
-128,-66,70
-128,-17,29
-112,10,12
-41,34,3
-14,42,5
25,54,14
30,78,7
24,77,3
16,59,-1
8,50,-2
-128,61,-18
-128,-11,11
-128,-69,7
-128,-75,-3
-128,-60,1
-45,-53,-10
-15,-55,-15
25,-53,-16
65,-61,-9
65,-42,-7
23,-24,-22
3,-25,-30
-18,-38,-18
-128,-75,-3
-128,-95,74
-128,-73,40
-128,-29,20
-101,12,0
-60,18,-6
9,54,-4
28,68,-2
36,79,-3
17,73,-2
16,64,2
-3,42,5
-80,62,3
-128,2,20
-128,-57,-21
-128,-70,7
-110,-44,-10
-68,-39,-21
-10,-45,-23
1,-43,-23
34,-57,-22
54,-50,-20
39,-34,-18
-6,-28,-20
1,-31,-10
-110,-74,34
-128,-56,52
-128,-90,56
-128,-30,47
-128,-10,27
-61,26,-4
-11,38,-1
35,48,2
33,55,-2
22,77,-7
20,69,0
18,57,3
-12,49,15
-128,76,16
-128,-64,18
-128,-106,17
-128,-72,41
-64,-48,-12
-34,-54,-15
10,-53,-13
34,-56,-13
66,-59,-18
60,-40,-20
10,-23,-31
11,-23,-20
-16,-50,0
-128,-73,59
-128,-102,65
-128,-64,51
-128,-7,-3
-91,12,-11
-26,40,-9
-12,58,-10
30,76,-9
40,84,-9
22,74,-9
16,46,-1
-32,46,2
-128,25,25
-128,-29,22
-128,-88,-23
-128,-72,7
-80,-42,-10
-28,-40,-25
-16,-40,-27
30,-45,-21
55,-57,-23
52,-42,-20
33,-32,-19
8,-32,-9
-76,-62,25
-128,-60,63
-128,-113,85
-128,-78,73
-128,-14,38
-108,6,8
-23,28,-2
14,46,1
13,58,-3
19,75,-3
24,74,-2
20,59,1
-24,45,15
-128,59,23
-128,-31,33
-128,-89,5
-128,-71,30
-128,-52,2
-44,-55,-20
-3,-55,-15
20,-58,-15
56,-60,-24
63,-45,-25
22,-23,-32
2,-21,-32
-1,-27,-3
-128,-48,46
-128,-87,77
-128,-79,74
-128,-42,51
-111,4,0
-59,20,-4
15,54,3
18,69,-5
18,79,-8
17,79,-1
17,64,7
9,41,13
-58,54,15
-128,14,43
-128,-94,13
-128,-90,40
-90,-49,10
-54,-47,-16
-22,-41,-19
6,-38,-15
33,-48,-20
71,-40,-29
44,-32,-29
4,-32,-26
22,-33,-11
-128,-76,55
-128,-102,46
-128,-81,43
-128,-27,33
-121,-3,9
-54,25,6
-31,32,9
19,40,5
40,61,0
27,73,-2
15,61,-2
7,49,-3
-105,44,-1
-128,36,13
-128,-43,26
-128,-64,18
-128,-61,21
-58,-47,-1
-35,-51,-7
-3,-53,-11
55,-63,-15
75,-52,-16
41,-18,-26
12,-19,-32
6,-28,-7
-87,-67,14
-128,-81,55
-128,-59,68
-128,-28,46
-87,4,0
-44,13,-6
16,42,-3
14,57,-6
15,76,-7
21,77,4
11,66,6
-20,48,10
-97,53,-8
-128,40,-40
-128,-14,-38
-128,-54,-24
-106,-54,-42
-77,-46,-37
-15,-41,-19
10,-37,-15
43,-47,-5
45,-41,-8
26,-37,-16
-9,-46,-10
-39,-58,-15
-128,-47,-35
-128,-55,-23
-128,-53,-2
-113,-19,-12
-85,3,-16
-33,28,-9
-7,37,-9
16,60,-2
31,74,2
24,80,-1
6,59,2
-4,50,7
-128,67,20
-128,38,-12
-128,-82,-29
-128,-96,-4
-127,-46,-25
-29,-45,-24
-4,-47,-17
14,-51,-22
30,-59,-24
57,-48,-20
47,-35,-20
-5,-25,-33
-12,-34,-11
-117,-69,11
-128,-85,67
-128,-101,75
-128,-31,46
-110,4,-7
-62,17,-14
18,45,0
18,58,-2
18,79,-6
24,84,-4
17,72,1
6,46,12
-69,61,20
-128,15,26
-128,-71,-1
-128,-91,42
-128,-58,22
-63,-37,-21
-23,-41,-15
-2,-47,-16
58,-68,-16
70,-66,-19
33,-34,-26
7,-29,-28
9,-29,-3
-128,-57,29
-128,-61,76
-128,-90,87
-128,-67,77
-110,10,10
-90,18,-17
15,39,5
39,51,16
35,64,9
16,82,-5
19,75,-4
22,50,-1
-87,76,10
-128,84,6
-128,-103,13
-128,-128,25
-128,-47,22
-108,-31,-15
-54,-44,-25
11,-57,-19
45,-67,-24
74,-62,-30
60,-36,-30
8,-19,-34
0,-15,-28
-58,-34,8
-128,-56,58
-128,-93,54
-128,-70,56
-128,-28,16
-78,25,-15
-32,40,-6
18,81,-10
44,96,-17
44,84,-16
30,61,-10
22,46,-5
-87,75,6
-128,95,-10
-128,-72,-20
-128,-84,-10
-128,-55,-18
-60,-33,-21
-36,-38,-22
5,-40,-23
46,-64,-17
54,-68,-17
43,-36,-11
25,-30,-17
6,-24,-6
6,-36,15
-128,-73,21
-128,-92,61
-128,-85,59
-127,-2,-5
-77,22,-10
-18,44,-1
1,53,1
30,76,2
31,84,-1
27,76,2
8,51,9
-20,47,15
-128,79,-28
-128,10,-50
-128,-115,-9
-128,-72,10
-93,-46,-1
-25,-44,-9
-17,-46,-14
26,-66,-22
74,-71,-17
60,-42,-15
16,-19,-26
8,-19,-25
-56,-30,-5
-128,-36,22
-128,-100,66
-128,-74,37
-128,-18,3
-68,28,-11
-29,31,-10
15,63,-14
22,73,-17
20,96,-18
23,72,-5
19,55,1
-6,50,19
-112,97,17
-128,-2,-12
-128,-76,-23
-128,-81,36
-89,-13,-17
-51,-16,-24
-24,-30,-24
0,-35,-20
47,-59,-18
54,-68,-20
37,-38,-23
10,-25,-27
1,-18,-20
-128,-15,-9
-128,-2,41
-128,-55,73
-128,-44,38
-128,1,6
-46,36,-14
-17,45,-11
7,59,-12
22,67,-9
30,75,-3
23,56,8
19,45,11
-103,84,-15
-128,105,-31
-128,-22,-16
-128,-74,-15
-128,-38,0
-69,-17,-11
-42,-22,-8
-6,-34,-20
10,-44,-25
55,-60,-20
54,-44,-17
22,-22,-21
-22,-14,-20
-70,-8,-17
-128,-6,56
-128,-75,98
-128,-60,81
-116,0,6
-88,17,-14
-19,26,-17
-4,35,-16
12,50,-9
19,54,-4
25,56,1
18,46,1
6,41,4
-128,112,-8
-128,40,4
-128,-93,4
-128,-117,37
-122,-29,14
-64,-15,-11
-43,-30,-14
14,-61,-28
47,-74,-33
64,-42,-31
48,-23,-36
6,-20,-35
-20,-11,-13
-128,-21,-16
-128,-74,100
-128,-89,121
-128,-50,49
-117,9,-18
-68,17,-24
-8,47,-35
4,69,-38
17,102,-32
28,101,-26
27,68,-12
-20,61,29
-128,109,41
-128,-107,-23
-128,-128,-72
-128,-96,4
-109,-64,3
-50,-48,-17
30,-35,-27
64,-42,-30
70,-47,-30
42,-29,-36
20,-23,-34
13,-15,-18
-96,-28,-14
-128,-65,101
-128,-128,127
-128,-67,45
-125,-25,1
-80,1,-20
0,9,7
8,13,9
9,22,3
8,24,0
9,36,0
9,45,1
9,51,2
-41,54,-5
-128,84,5
-128,-121,58
-128,-128,28
-128,-124,52
-103,-68,42
-58,-34,-1
-4,-35,-7
30,-37,-17
71,-51,-34
65,-34,-39
32,-23,-49
23,-23,-33
-29,-17,9
-128,2,58
-128,-93,127
-128,-75,121
-128,-70,55
-128,12,-24
-72,23,-18
1,31,-14
13,40,-23
12,56,-28
12,87,-29
21,83,-21
20,53,-2
-1,44,7
-128,76,56
-128,-128,-25
-128,-128,-8
-128,-112,43
-115,-73,13
-40,-50,-9
83,-47,-2
85,-49,-15
51,-36,-31
49,-29,-30
21,-20,-23
6,-10,-17
-70,-19,22
-128,-51,82
-128,-97,85
-119,-50,77
-106,-29,49
-92,20,-23
-51,29,-28
-10,49,-25
6,92,-41
11,104,-46
15,89,-38
16,54,-18
-128,118,54
-128,32,69
-128,-128,-100
-128,-102,28
-116,-58,24
-28,-31,-1
11,-40,-7
54,-70,-17
35,-77,-20
41,-36,-13
-8,-40,-30
-27,-37,-20
-128,-33,18
-128,-10,77
-128,-60,91
-124,-9,46
-107,8,19
-65,24,-12
-31,35,-11
-2,50,-11
7,53,-13
18,61,-14
20,49,-2
17,37,7
-83,68,18
-128,67,8
-128,-29,-1
-128,-69,1
-128,-48,9
-100,-22,-7
-68,-26,-6
1,-36,-3
25,-42,-10
35,-51,-25
36,-42,-26
29,-31,-29
-26,-21,-23
-67,-18,-14
-128,12,49
-128,-40,76
-128,-31,65
-106,-1,22
-94,15,1
-33,37,-7
-18,49,-5
9,69,-8
24,75,-8
28,72,-10
15,54,-3
-13,51,-1
-128,70,3
-128,22,17
-128,-51,0
-128,-54,21
-109,-30,26
-50,-32,-10
-21,-36,-17
21,-54,-20
37,-54,-20
49,-28,-18
26,-24,-25
12,-13,-19
-11,-37,11
-128,-56,39
-128,-79,59
-128,-65,92
-128,-26,53
-80,19,-4
-50,28,-15
-12,63,-19
10,68,-13
29,66,-2
30,65,-1
27,61,-3
3,44,4
-84,80,10
-128,11,-7
-128,-62,-19
-128,-97,31
-128,-37,-3
-72,-22,-34
-13,-36,-30
19,-39,-28
57,-48,-34
64,-53,-35
42,-27,-24
13,-26,-20
-7,-40,0
-128,-75,55
-128,-112,62
-128,-99,50
-128,-51,19
-93,19,-15
-19,46,-15
0,55,-15
42,56,-2
38,52,-2
25,61,-3
19,59,-3
9,44,-2
-85,41,15
-128,49,27
-128,-85,60
-128,-92,60
-108,-42,49
-58,-35,13
-39,-32,-6
-22,-43,2
6,-48,-4
66,-47,-21
65,-29,-24
14,-22,-35
-2,-23,-35
-22,-49,-9
-128,-70,69
-128,-99,77
-128,-59,62
-128,-35,38
-85,17,-9
-51,30,-13
-15,61,-10
17,77,-6
21,77,-7
21,71,-5
19,57,-5
-45,46,-8
-128,38,27
-128,-8,63
-128,-91,-20
-128,-71,-11
-104,-32,-19
-53,-28,-16
6,-31,-14
28,-33,-22
32,-45,-27
29,-44,-28
20,-38,-24
-25,-37,-9
-59,-51,-8
-128,-33,76
-128,-59,61
-128,-57,61
-121,-24,26
-98,-2,6
-40,35,-1
-16,50,0
7,64,1
14,78,8
10,76,12
-4,53,18
-41,43,19
-128,30,8
-128,6,45
-128,-74,31
-128,-79,25
-119,-60,10
-29,-50,-1
1,-52,-3
1,-36,-17
46,-47,-18
49,-35,-20
24,-16,-18
8,-17,-18
-49,-64,-15
-128,-80,11
-128,-83,82
-128,-60,67
-128,-33,42
-101,14,-1
-56,29,-3
-12,66,2
-1,76,7
24,88,13
19,68,0
4,60,0
-70,41,-1
-128,48,2
-128,-16,48
-128,-67,23
-128,-80,15
-97,-42,-5
-58,-40,-15
3,-34,-16
17,-30,-16
41,-43,-16
50,-47,-17
33,-32,-16
5,-31,-16
1,-39,-10
-128,-63,37
-128,-65,98
-128,-91,74
-128,-28,32
-110,6,3
-37,30,-6
-4,38,3
22,55,9
25,66,8
16,89,9
11,73,11
-1,57,10
-128,62,16
-128,16,40
-128,-105,44
-128,-110,26
-116,-59,38
-40,-47,-18
-23,-43,-31
9,-44,-37
37,-46,-45
63,-41,-55
51,-37,-54
8,-28,-34
15,-43,-13
-69,-96,18
-128,-94,79
-128,-113,84
-128,-66,62
-128,-31,39
-69,15,5
-21,41,3
-8,55,3
10,76,2
15,82,1
18,67,3
10,46,5
-23,44,4
-128,61,7
-128,-21,21
-128,-104,14
-128,-39,3
-109,-29,-22
-25,-33,-18
4,-35,-16
28,-43,-25
39,-54,-28
47,-43,-21
31,-33,-21
-10,-24,-20
-96,-51,-20
-128,-49,33
-128,-84,61
-128,-71,55
-128,-20,5
-128,2,-7
