,still,still_music,hand_up,hand_down,walking,running,after_sprint,tapping_fingers,tapping_foot,flexing
1177,-30.53,-6.39,-27.85,-7.62,-0.35,-44.18,-3.6,-19.52,34.55,-43.58
1178,-33.57,-17.51,-31.69,-8.82,-4.7,-35.19,-4.21,-19.18,23.98,-49.69
1179,-37.1,-27.54,-35.98,-10.57,-9.11,-25.05,-4.87,-21.3,14.03,-57.41
1180,-41.51,-36.52,-41.14,-13.01,-13.03,-15.33,-5.51,-25.12,5.65,-67.29
1181,-46.91,-45.04,-47.48,-16.04,-15.88,-7.64,-6.19,-29.21,-0.77,-79.49
1182,-52.87,-53.97,-55.06,-19.19,-17.11,-3.24,-7.03,-32.17,-5.36,-93.35
1183,-58.31,-64.24,-63.42,-21.69,-16.38,-2.6,-8.22,-32.96,-8.62,-107.33
1184,-61.64,-76.56,-71.5,-22.6,-13.6,-5.17,-9.87,-31.09,-11.04,-119.14
1185,-61.11,-90.95,-77.66,-21.09,-9.04,-9.52,-11.96,-26.46,-12.9,-126.21
1186,-55.44,-106.38,-80.03,-16.76,-3.34,-13.66,-14.25,-19.12,-14.16,-126.43
1187,-44.3,-120.54,-77.06,-9.78,2.62,-15.55,-16.29,-9.26,-14.59,-118.81
1188,-28.64,-130.19,-68.14,-1.06,7.87,-13.56,-17.56,2.69,-14.15,-103.86
1189,-10.4,-131.86,-53.85,8.09,11.62,-6.98,-17.62,15.81,-13.11,-83.53
1190,7.98,-123.03,-35.85,16.22,13.36,3.6,-16.26,28.63,-12.16,-60.7
1191,24.32,-103.19,-16.34,22.22,13.12,16.04,-13.6,39.33,-12.25,-38.35
1192,37.16,-74.2,2.55,25.52,11.32,26.86,-10.03,46.19,-14.24,-19.0
1193,45.94,-39.94,19.28,26.2,8.72,32.06,-6.06,48.13,-18.69,-4.23
1194,50.81,-5.13,33.07,24.75,6.11,28.31,-2.19,44.97,-25.69,5.21
1195,52.26,25.93,43.72,21.83,4.12,14.28,1.18,37.42,-34.74,9.16
1196,50.88,50.41,51.39,18.05,3.04,-8.82,3.79,26.74,-44.74,7.73
1197,47.21,67.2,56.28,13.89,2.73,-37.56,5.54,14.36,-54.0,1.33
1198,41.79,76.57,58.64,9.73,2.68,-67.36,6.35,1.57,-60.45,-9.39
1199,35.28,79.49,58.76,5.94,2.25,-93.79,6.31,-10.5,-62.09,-23.31
1200,28.42,77.2,57.01,2.9,0.91,-113.53,5.53,-20.75,-57.47,-38.97
1201,22.04,70.88,53.86,0.89,-1.47,-124.65,4.18,-28.04,-46.3,-54.73
1202,16.78,61.79,49.79,0.03,-4.52,-126.56,2.41,-31.31,-29.56,-69.17
1203,13.01,51.21,45.19,0.23,-7.41,-119.6,0.33,-29.89,-9.41,-81.31
1204,10.77,40.39,40.36,1.15,-9.15,-104.93,-2.04,-23.86,11.53,-90.8
1205,9.79,30.35,35.48,2.33,-8.92,-84.48,-4.68,-14.35,30.79,-97.83
1206,9.62,21.7,30.63,3.27,-6.45,-60.91,-7.43,-3.33,46.63,-102.98
1207,9.76,14.67,25.88,3.65,-2.06,-37.03,-10.02,6.89,58.11,-107.04
1208,9.85,9.22,21.27,3.34,3.39,-15.28,-12.02,14.37,65.0,-110.76
1209,9.71,5.29,16.82,2.44,8.81,3.01,-12.99,18.05,67.47,-114.76
1210,9.4,2.89,12.49,1.19,13.2,17.76,-12.69,18.0,65.93,-119.35
1211,9.1,2.18,8.25,-0.18,15.78,29.8,-11.09,15.03,61.0,-124.47
1212,8.91,3.24,4.04,-1.59,16.09,40.18,-8.43,10.23,53.55,-129.73
1213,8.74,5.91,-0.2,-3.04,14.02,49.39,-5.11,4.47,44.65,-134.67
1214,8.21,9.7,-4.48,-4.65,9.86,57.13,-1.6,-1.87,35.41,-138.96
1215,6.8,13.76,-8.81,-6.53,4.34,62.49,1.73,-8.76,26.74,-142.62
1216,4.06,17.02,-13.14,-8.68,-1.47,64.5,4.58,-16.21,19.16,-145.94
1217,-0.09,18.42,-17.47,-10.99,-6.46,62.75,6.76,-23.95,12.74,-149.21
1218,-5.33,17.25,-21.89,-13.29,-9.79,57.68,8.16,-31.21,7.26,-152.34
1219,-11.03,13.32,-26.64,-15.51,-11.32,50.54,8.78,-36.83,2.45,-154.73
1220,-16.5,7.06,-32.08,-17.7,-11.69,42.97,8.67,-39.38,-1.8,-155.26
1221,-21.24,-0.63,-38.69,-19.99,-12.02,36.54,7.93,-37.61,-5.35,-152.77
1222,-25.11,-8.7,-46.84,-22.43,-13.44,32.25,6.65,-30.72,-7.92,-146.47
1223,-28.3,-16.33,-56.58,-24.71,-16.56,30.45,4.9,-18.77,-9.4,-136.25
1224,-31.19,-23.19,-67.29,-26.12,-21.29,30.71,2.72,-2.78,-9.98,-122.7
1225,-34.2,-29.56,-77.6,-25.74,-26.82,31.95,0.16,15.36,-10.25,-106.73
1226,-37.75,-36.21,-85.49,-22.75,-32.1,32.54,-2.65,33.23,-11.21,-89.21
1227,-42.1,-44.13,-88.71,-16.88,-36.11,30.81,-5.48,48.48,-13.97,-70.63
1228,-47.32,-54.07,-85.5,-8.63,-38.18,25.55,-7.99,59.34,-19.41,-51.01
1229,-53.09,-66.09,-75.22,0.81,-38.04,16.65,-9.74,65.02,-27.92,-29.96
1230,-58.54,-79.06,-58.62,9.97,-35.84,5.46,-10.32,65.61,-38.98,-6.91
1231,-62.2,-90.64,-37.71,17.57,-32.11,-5.52,-9.49,61.84,-51.15,18.64
1232,-62.36,-97.63,-15.15,22.89,-27.63,-13.53,-7.25,54.68,-62.23,46.7
1233,-57.55,-96.92,6.52,25.86,-23.47,-16.74,-3.92,44.98,-69.67,76.55
1234,-47.2,-86.56,25.46,26.84,-20.65,-15.19,-0.01,33.62,-71.27,106.48
1235,-31.98,-66.61,40.8,26.33,-19.96,-10.79,3.83,21.57,-65.75,134.06
1236,-13.72,-39.36,52.42,24.68,-21.67,-6.52,7.06,10.21,-53.18,156.61
1237,5.1,-8.69,60.62,22.1,-25.35,-5.08,9.35,1.1,-34.96,172.01
1238,22.12,21.13,65.83,18.76,-30.0,-7.81,10.6,-4.4,-13.36,179.31
1239,35.68,46.55,68.39,14.94,-34.22,-14.43,10.94,-5.53,9.03,178.93
1240,45.09,65.58,68.6,11.09,-36.66,-23.56,10.61,-2.47,29.92,172.43
1241,50.4,77.81,66.78,7.72,-36.3,-33.57,9.85,3.66,47.61,161.8
1242,52.1,83.92,63.34,5.27,-32.77,-43.16,8.86,11.2,61.08,148.95
1243,50.75,85.07,58.74,3.9,-26.35,-51.43,7.75,18.46,69.82,135.36
1244,46.88,82.46,53.41,3.51,-17.91,-57.33,6.54,24.09,73.71,122.19
1245,41.1,77.09,47.73,3.82,-8.6,-59.53,5.17,27.3,72.98,110.39
1246,34.23,69.9,41.97,4.52,0.47,-56.39,3.56,27.85,68.21,100.8
1247,27.24,61.74,36.31,5.31,8.47,-46.81,1.69,25.9,60.44,93.9
1248,21.09,53.43,30.87,5.98,15.04,-30.91,-0.34,21.92,50.96,89.58
1249,16.44,45.59,25.75,6.35,20.16,-10.5,-2.24,16.45,41.12,87.03
1250,13.43,38.54,20.98,6.24,24.03,11.31,-3.64,10.03,31.99,84.97
1251,11.71,32.35,16.59,5.47,26.76,31.08,-4.15,3.05,24.07,82.16
1252,10.66,26.98,12.52,3.97,28.28,46.08,-3.56,-4.22,17.31,77.88
1253,9.72,22.52,8.65,1.81,28.36,55.02,-1.91,-11.6,11.29,72.16
1254,8.61,19.18,4.87,-0.78,26.81,57.93,0.51,-18.96,5.6,65.54
1255,7.43,17.25,1.04,-3.45,23.67,55.75,3.28,-26.01,0.07,58.73
1256,6.52,16.8,-2.85,-5.87,19.37,49.68,5.92,-32.28,-5.14,52.05
1257,6.19,17.5,-6.77,-7.81,14.73,40.94,8.07,-37.07,-9.66,45.3
1258,6.5,18.55,-10.72,-9.27,10.77,30.8,9.56,-39.5,-13.24,37.72
1259,7.07,18.88,-14.75,-10.44,8.46,20.79,10.35,-38.78,-15.91,28.34
1260,7.2,17.61,-19.12,-11.72,8.4,12.7,10.5,-34.35,-18.09,16.45
1261,6.11,14.29,-24.22,-13.55,10.56,8.18,10.14,-26.14,-20.48,1.98
1262,3.28,9.12,-30.54,-16.21,14.23,8.28,9.41,-14.81,-23.92,-14.08
1263,-1.31,2.74,-38.38,-19.68,18.13,13.08,8.44,-1.67,-29.25,-29.8
1264,-7.13,-4.07,-47.63,-23.49,20.78,21.76,7.29,11.45,-36.98,-42.72
1265,-13.32,-10.75,-57.43,-26.74,20.91,33.0,5.98,22.64,-47.09,-50.56
1266,-18.99,-17.1,-66.19,-28.32,17.94,45.55,4.46,30.38,-58.65,-51.9
1267,-23.6,-23.42,-71.82,-27.21,12.19,58.34,2.67,33.87,-69.75,-46.43
1268,-27.13,-30.27,-72.25,-22.95,4.8,70.23,0.59,33.21,-77.77,-34.87
1269,-30.09,-38.42,-66.15,-15.77,-2.62,79.68,-1.71,29.18,-80.04,-18.32
1270,-33.26,-48.51,-53.42,-6.65,-8.59,84.53,-4.0,23.0,-74.76,2.1
1271,-37.47,-60.7,-35.32,3.02,-12.21,82.65,-5.91,15.97,-61.66,25.55
1272,-43.25,-74.22,-14.11,11.8,-13.49,72.89,-6.98,9.31,-42.25,51.16
1273,-50.59,-87.1,7.64,18.64,-13.23,56.0,-6.85,3.93,-19.31,77.69
1274,-58.69,-96.33,27.73,22.97,-12.64,34.92,-5.38,0.41,3.99,103.27
1275,-66.01,-98.59,44.75,24.74,-12.86,13.92,-2.76,-1.03,25.0,125.73
1276,-70.47,-91.37,58.15,24.22,-14.45,-2.9,0.52,-0.51,42.16,143.33
1277,-70.05,-74.11,67.94,21.83,-17.32,-13.14,3.78,1.46,54.95,155.49
1278,-63.43,-48.62,74.37,18.09,-20.72,-16.84,6.42,4.08,63.56,163.33
1279,-50.51,-18.69,77.74,13.59,-23.63,-16.31,8.08,6.41,68.33,169.2
1280,-32.62,11.04,78.32,8.97,-25.06,-14.95,8.7,7.42,69.59,175.74
1281,-12.11,36.54,76.46,4.84,-24.35,-16.06,8.49,6.33,67.59,184.68
1282,8.26,55.41,72.62,1.67,-21.31,-21.79,7.74,2.74,62.71,196.19
1283,26.14,67.11,67.34,-0.28,-16.16,-32.91,6.76,-3.21,55.66,208.99
1284,40.0,72.58,61.14,-1.02,-9.47,-48.86,5.7,-10.83,47.45,220.96
1285,49.27,73.38,54.43,-0.78,-1.98,-67.97,4.59,-19.01,39.18,229.77
1286,54.13,70.94,47.45,0.15,5.5,-87.61,3.39,-26.49,31.79,233.35
1287,55.21,66.18,40.28,1.48,12.22,-104.33,2.0,-32.23,25.79,230.24
1288,53.28,59.66,32.91,2.96,17.55,-114.39,0.37,-35.65,21.14,219.75
1289,49.16,51.81,25.28,4.37,21.03,-114.57,-1.54,-36.82,17.39,202.51
1290,43.75,43.2,17.41,5.52,22.45,-103.22,-3.67,-36.35,13.93,181.15
1291,37.92,34.6,9.34,6.23,21.88,-81.16,-5.85,-35.18,10.32,160.37
1292,32.48,26.84,1.25,6.34,19.67,-51.56,-7.81,-34.21,6.45,146.0
1293,28.0,20.57,-6.54,5.76,16.4,-19.19,-9.17,-34.02,2.57,142.97
1294,24.7,16.09,-13.73,4.51,12.73,11.06,-9.61,-34.73,-0.88,152.96
1295,22.41,13.27,-19.99,2.69,9.25,35.35,-8.97,-35.95,-3.62,173.06
1296,20.7,11.67,-25.17,0.49,6.37,51.71,-7.3,-36.98,-5.69,196.37
1297,19.05,10.75,-29.32,-1.88,4.19,59.98,-4.91,-37.03,-7.58,214.47
1298,17.09,9.96,-32.66,-4.2,2.56,61.17,-2.3,-35.57,-10.07,220.66
1299,14.79,8.96,-35.56,-6.29,1.18,56.91,0.01,-32.51,-14.03,212.3
1300,12.41,7.58,-38.41,-8.06,-0.19,48.88,1.61,-28.35,-20.16,190.95
1301,10.41,5.78,-41.7,-9.52,-1.62,38.62,2.3,-24.15,-28.83,160.74
1302,9.17,3.55,-45.89,-10.81,-2.89,27.41,2.2,-21.21,-39.86,125.59
1303,8.77,0.87,-51.33,-12.19,-3.65,16.26,1.56,-20.64,-52.44,87.29
1304,8.87,-2.36,-58.02,-13.94,-3.59,6.13,0.73,-22.79,-65.04,45.17
1305,8.77,-6.27,-65.36,-16.25,-2.6,-2.04,-0.03,-26.9,-75.48,-2.36
1306,7.68,-11.02,-72.05,-19.05,-0.99,-7.16,-0.65,-31.13,-81.35,-55.53
1307,5.03,-16.88,-76.23,-21.9,0.61,-8.06,-1.27,-33.17,-80.56,-111.62
1308,0.73,-24.21,-76.01,-23.95,1.4,-3.78,-2.1,-30.89,-72.09,-164.99
1309,-4.77,-33.37,-70.11,-24.19,0.67,5.95,-3.37,-23.31,-56.36,-208.94
1310,-10.71,-44.54,-58.36,-21.81,-1.95,20.21,-5.16,-10.93,-35.22,-238.25
1311,-16.29,-57.24,-41.86,-16.52,-6.38,36.62,-7.37,4.43,-11.49,-251.13
1312,-21.07,-70.02,-22.65,-8.83,-12.1,51.71,-9.73,20.17,11.88,-249.44
1313,-25.08,-80.43,-3.09,0.09,-18.33,61.74,-11.88,33.84,32.51,-237.38
1314,-28.81,-85.52,14.75,8.74,-24.24,63.83,-13.46,43.69,49.06,-219.31
1315,-32.98,-82.73,29.58,15.8,-29.08,56.99,-14.16,49.06,61.1,-198.05
1316,-38.26,-70.95,40.89,20.51,-32.31,42.54,-13.84,50.1,68.85,-174.53
1317,-44.93,-51.02,48.73,22.72,-33.62,23.84,-12.52,47.57,72.72,-148.62
1318,-52.71,-25.68,53.46,22.82,-32.97,5.25,-10.43,42.42,73.07,-120.48
1319,-60.66,1.26,55.47,21.4,-30.55,-9.28,-7.99,35.6,70.24,-91.46
1320,-67.23,26.09,55.11,18.98,-26.78,-17.3,-5.66,28.06,64.67,-63.9
1321,-70.52,46.14,52.77,15.93,-22.21,-18.62,-3.9,20.66,57.05,-40.34
1322,-68.72,60.24,48.89,12.52,-17.38,-15.09,-3.0,14.08,48.35,-22.47
1323,-60.68,68.51,44.01,9.04,-12.73,-9.88,-3.02,8.66,39.67,-10.52
1324,-46.43,71.83,38.65,5.85,-8.48,-6.41,-3.79,4.28,31.98,-3.41
1325,-27.36,71.24,33.27,3.32,-4.67,-7.46,-4.97,0.43,25.87,0.71
1326,-5.95,67.59,28.2,1.78,-1.24,-14.48,-6.18,-3.6,21.39,3.74
1327,14.9,61.55,23.62,1.33,1.84,-27.35,-7.1,-8.45,18.2,7.13
1328,32.68,53.72,19.59,1.86,4.5,-44.28,-7.64,-14.47,15.73,11.55
1329,45.87,44.74,16.05,3.05,6.58,-62.14,-7.87,-21.74,13.47,16.86
1330,54.14,35.39,12.81,4.55,7.91,-77.04,-8.07,-30.2,11.13,22.39
1331,58.06,26.42,9.63,6.04,8.35,-85.23,-8.53,-39.85,8.65,27.33
1332,58.57,18.46,6.27,7.33,7.89,-84.1,-9.35,-50.56,6.11,31.11
1333,56.6,11.94,2.6,8.36,6.65,-72.98,-10.42,-61.78,3.58,33.63
1334,52.83,6.95,-1.33,9.16,4.83,-53.54,-11.38,-72.11,1.05,35.26
1335,47.82,3.35,-5.33,9.73,2.7,-29.34,-11.76,-79.21,-1.61,36.49
1336,42.18,0.8,-9.16,9.95,0.52,-4.83,-11.15,-80.28,-4.57,37.66
1337,36.56,-1.12,-12.72,9.63,-1.48,15.98,-9.4,-73.05,-8.08,38.68
1338,31.62,-2.77,-16.15,8.6,-3.17,30.54,-6.62,-56.77,-12.46,39.17
1339,27.79,-4.37,-19.84,6.81,-4.48,38.26,-3.26,-32.81,-18.09,38.64
1340,25.15,-6.0,-24.36,4.43,-5.34,40.06,0.13,-4.51,-25.43,36.78
1341,23.41,-7.64,-30.26,1.81,-5.71,37.74,2.98,23.72,-34.79,33.57
1342,22.1,-9.28,-37.86,-0.65,-5.46,33.18,4.92,47.64,-46.08,29.15
1343,20.73,-11.08,-47.0,-2.7,-4.51,27.86,5.79,64.26,-58.45,23.64
1344,19.02,-13.38,-56.84,-4.32,-2.88,22.9,5.71,72.47,-70.21,16.97
1345,17.0,-16.71,-65.83,-5.72,-0.73,19.2,4.91,72.83,-78.99,8.9
1346,14.94,-21.66,-71.92,-7.3,1.58,17.56,3.7,67.09,-82.32,-0.72
1347,13.24,-28.73,-73.07,-9.36,3.58,18.59,2.31,57.39,-78.38,-11.52
1348,12.19,-38.26,-67.86,-12.01,4.79,22.43,0.81,45.64,-66.63,-22.31
1349,11.78,-50.17,-56.1,-15.07,4.82,28.58,-0.83,33.22,-48.09,-31.07
1350,11.66,-63.79,-38.96,-18.0,3.44,35.85,-2.76,20.93,-25.05,-35.47
1351,11.17,-77.6,-18.68,-20.03,0.62,42.85,-5.12,9.15,-0.49,-33.59
1352,9.62,-89.25,2.19,-20.31,-3.46,48.44,-7.86,-1.96,22.77,-24.67
1353,6.59,-95.84,21.43,-18.23,-8.44,52.03,-10.71,-12.33,42.59,-9.46
1354,2.12,-94.74,37.65,-13.59,-13.72,53.41,-13.17,-21.85,57.79,10.02
1355,-3.29,-84.44,50.35,-6.78,-18.53,52.47,-14.68,-30.31,68.05,31.09
1356,-8.84,-65.28,59.55,1.28,-22.04,48.68,-14.72,-37.07,73.59,51.16
1357,-13.79,-39.56,65.48,9.43,-23.45,41.46,-13.06,-40.97,74.95,68.39
1358,-17.78,-10.94,68.3,16.57,-22.21,30.83,-9.84,-40.33,72.84,81.78
1359,-20.97,16.57,68.15,21.9,-18.2,17.84,-5.53,-33.58,68.07,91.04
1360,-23.92,39.71,65.27,25.09,-11.77,4.41,-0.78,-20.16,61.56,96.33
1361,-27.41,56.66,60.2,26.09,-3.72,-7.21,3.78,-1.33,54.2,98.0
1362,-32.09,67.02,53.75,25.11,4.82,-15.19,7.6,19.71,46.75,96.5
1363,-38.29,71.5,46.83,22.46,12.7,-18.82,10.39,38.58,39.75,92.49
1364,-45.72,71.26,40.24,18.55,19.02,-18.71,11.95,51.19,33.48,86.71
1365,-53.44,67.51,34.41,13.9,23.34,-16.89,12.32,55.11,28.09,80.0
1366,-59.83,61.3,29.35,9.15,25.75,-15.94,11.65,50.36,23.7,73.1
1367,-62.95,53.52,24.75,4.96,26.8,-18.26,10.22,38.89,20.41,66.62
1368,-60.99,44.92,20.18,1.86,27.21,-25.61,8.4,23.55,18.3,60.94
1369,-52.95,36.18,15.36,0.1,27.58,-38.91,6.53,6.81,17.35,56.25
1370,-39.01,27.82,10.27,-0.4,28.12,-57.97,4.83,-9.72,17.33,52.58
1371,-20.68,20.29,5.17,0.07,28.61,-81.02,3.27,-25.07,17.81,49.83
1372,-0.4,13.93,0.44,1.04,28.53,-104.57,1.68,-38.14,18.2,47.76
1373,19.16,9.0,-3.57,2.16,27.31,-123.93,-0.14,-47.1,17.93,45.95
1374,35.72,5.65,-6.82,3.18,24.63,-134.97,-2.19,-49.62,16.52,44.01
1375,47.89,3.9,-9.54,4.03,20.55,-134.8,-4.24,-43.73,13.77,41.58
1376,55.23,3.45,-12.18,4.73,15.52,-122.51,-5.77,-28.97,9.74,38.57
1377,58.07,3.79,-15.27,5.34,10.16,-99.42,-6.26,-7.15,4.7,35.14
1378,57.1,4.24,-19.31,5.82,5.13,-69.08,-5.33,17.96,-0.96,31.64
1379,53.22,4.13,-24.71,6.05,0.92,-36.12,-2.99,41.69,-6.97,28.45
1380,47.32,3.07,-31.73,5.83,-2.12,-5.04,0.37,60.04,-13.29,25.7
1381,40.3,0.93,-40.34,4.98,-3.78,20.95,4.15,70.89,-20.18,23.23
1382,33.01,-2.1,-50.03,3.48,-3.99,40.32,7.71,74.36,-28.16,20.61
1383,26.11,-5.75,-59.65,1.44,-2.91,51.22,10.61,72.11,-37.74,17.34
1384,20.0,-9.83,-67.41,-0.83,-1.09,53.22,12.64,66.28,-49.06,12.87
1385,14.79,-14.36,-71.23,-3.02,0.55,47.83,13.82,58.32,-61.5,6.78
1386,10.32,-19.61,-69.41,-4.89,0.86,38.11,14.28,48.7,-73.55,-1.33
1387,6.31,-25.99,-61.18,-6.39,-1.11,27.07,14.14,37.27,-83.01,-11.61
1388,2.57,-33.99,-47.12,-7.66,-5.71,16.77,13.48,24.05,-87.5,-23.81
1389,-0.89,-43.95,-28.98,-9.02,-12.49,8.21,12.38,9.98,-85.24,-36.82
1390,-3.9,-55.85,-9.15,-10.77,-20.33,1.86,10.91,-3.12,-75.63,-48.55
1391,-6.1,-68.95,10.09,-13.13,-27.92,-1.95,9.16,-13.05,-59.58,-56.27
1392,-7.26,-81.59,27.07,-16.01,-34.25,-6.39,7.22,-18.28,-39.27,-57.37
1393,-7.35,-91.24,40.94,-19.0,-38.9,-13.57,5.11,-18.44,-17.5,-50.45
1394,-6.69,-94.94,51.45,-21.37,-41.96,-22.47,2.81,-14.51,2.97,-36.03
1395,-5.87,-90.23,58.62,-22.21,-43.69,-29.35,0.35,-8.28,20.09,-16.58
1396,-5.51,-76.05,62.51,-20.68,-44.14,-30.79,-2.16,-1.6,32.71,4.45
1397,-6.13,-53.39,63.22,-16.39,-43.08,-25.88,-4.48,4.15,40.48,23.77
1398,-7.84,-25.09,60.97,-9.51,-40.13,-16.19,-6.23,8.4,43.64,39.29
1399,-10.45,4.82,56.34,-0.92,-35.14,-4.82,-7.01,11.05,42.78,50.48
1400,-13.51,32.37,50.21,8.12,-28.36,4.98,-6.54,12.2,38.76,57.85
1401,-16.61,54.57,43.63,16.23,-20.55,5.02,-4.77,11.76,32.66,62.22
1402,-19.52,69.99,37.43,22.33,-12.63,-9.69,-1.95,9.44,25.74,64.09
1403,-22.37,78.66,32.03,25.89,-5.38,-37.08,1.42,4.82,19.26,63.56
1404,-25.64,81.51,27.3,26.91,0.78,-68.75,4.72,-2.37,14.2,60.63
1405,-29.98,79.85,22.79,25.79,5.75,-95.45,7.39,-12.03,11.08,55.61
1406,-35.97,74.95,18.02,23.03,9.59,-111.49,9.08,-23.51,9.85,49.34
1407,-43.68,67.92,12.77,19.13,12.21,-115.7,9.68,-35.51,10.1,42.85
1408,-52.46,59.74,7.29,14.49,13.37,-110.64,9.35,-46.13,11.25,37.07
1409,-60.78,51.28,2.12,9.52,12.77,-101.07,8.39,-53.05,12.75,32.42
1410,-66.5,43.19,-2.2,4.73,10.32,-100.43,7.14,-54.13,14.25,28.82
1411,-67.41,35.83,-5.4,0.67,6.28,-119.87,5.82,-47.94,15.52,25.85
1412,-62.04,29.28,-7.68,-2.14,1.34,-162.63,4.51,-34.54,16.35,23.1
1413,-50.24,23.44,-9.56,-3.44,-3.61,-223.83,3.16,-15.64,16.53,20.33
1414,-33.34,18.26,-11.7,-3.3,-7.73,-296.12,1.63,5.74,15.88,17.53
1415,-13.78,13.83,-14.67,-2.14,-10.45,-373.72,-0.2,26.08,14.31,14.86
1416,5.59,10.49,-18.85,-0.5,-11.6,-452.55,-2.36,42.35,11.9,12.37
1417,22.34,8.55,-24.47,1.14,-11.35,-529.25,-4.72,52.76,8.85,10.0
1418,34.96,8.06,-31.6,2.54,-10.1,-554.49,-7.01,56.93,5.39,7.55
1419,43.01,8.64,-40.03,3.63,-8.34,-499.32,-8.86,55.55,1.65,4.79
1420,46.79,9.49,-49.07,4.45,-6.53,-374.48,-9.93,49.73,-2.45,1.57
1421,47.01,9.6,-57.39,4.97,-5.04,-223.32,-10.04,40.61,-7.15,-2.09
1422,44.34,8.13,-63.16,5.02,-4.08,-86.42,-9.21,29.18,-12.78,-6.06
1423,39.41,4.76,-64.45,4.38,-3.7,16.94,-7.68,16.45,-19.69,-10.16
1424,32.72,-0.33,-59.89,2.95,-3.82,84.25,-5.78,3.67,-28.11,-14.31
1425,24.89,-6.51,-49.25,0.89,-4.33,121.08,-3.86,-7.59,-38.02,-18.67
1426,16.66,-13.05,-33.58,-1.48,-5.16,136.01,-2.19,-15.81,-48.91,-23.55
1427,8.89,-19.39,-14.88,-3.74,-6.38,138.55,-0.91,-19.81,-59.64,-29.52
1428,2.39,-25.31,4.51,-5.63,-8.18,129.06,-0.11,-19.24,-68.43,-37.01
1429,-2.23,-31.05,22.59,-7.12,-10.87,107.65,0.21,-14.64,-73.08,-46.12
1430,-4.77,-37.17,38.07,-8.43,-14.69,78.52,0.11,-7.38,-71.59,-56.22
1431,-5.43,-44.48,50.39,-9.9,-19.73,49.93,-0.28,0.84,-62.76,-65.82
1432,-4.82,-53.7,59.46,-11.85,-25.78,29.46,-0.81,8.34,-46.85,-72.8
1433,-3.71,-65.07,65.34,-14.42,-32.26,20.95,-1.35,13.93,-25.58,-74.96
1434,-2.83,-77.85,68.15,-17.56,-38.22,25.08,-1.83,17.05,-1.85,-70.84
1435,-2.67,-90.07,68.02,-20.88,-42.49,37.82,-2.37,17.76,21.17,-60.3
1436,-3.39,-98.79,65.27,-23.78,-43.94,59.16,-3.19,16.46,40.81,-44.68
1437,-4.87,-100.78,60.5,-25.41,-41.74,81.31,-4.55,13.63,55.49,-26.35
1438,-6.85,-93.65,54.49,-24.93,-35.68,96.59,-6.58,9.48,64.8,-7.9
1439,-9.13,-76.82,48.04,-21.73,-26.23,101.89,-9.13,3.95,69.13,8.61
1440,-11.66,-51.95,41.81,-15.68,-14.42,99.15,-11.74,-3.26,69.19,22.05
1441,-14.57,-22.49,36.13,-7.34,-1.56,91.43,-13.73,-12.4,65.63,32.12
1442,-18.19,7.34,31.01,2.15,11.17,80.36,-14.48,-23.3,59.01,39.0
1443,-22.88,33.79,26.24,11.38,22.96,66.3,-13.61,-35.09,49.97,42.98
1444,-28.99,54.43,21.54,19.03,33.46,49.8,-11.19,-46.14,39.39,44.32
1445,-36.73,68.38,16.75,24.21,42.67,32.76,-7.75,-54.35,28.44,43.35
1446,-45.99,75.96,11.9,26.63,50.62,13.68,-4.08,-57.71,18.39,40.56
1447,-56.08,78.07,7.19,26.5,57.15,-7.78,-0.93,-55.07,10.18,36.67
1448,-65.61,75.76,2.84,24.35,61.81,-29.3,1.2,-46.69,4.24,32.45
1449,-72.53,70.01,-1.0,20.81,63.95,-46.81,2.21,-34.24,0.36,28.47
1450,-74.57,61.86,-4.34,16.49,63.0,-57.22,2.27,-20.41,-2.09,24.99
1451,-69.94,52.42,-7.35,11.88,58.81,-59.76,1.74,-7.98,-3.82,22.01
1452,-58.05,42.91,-10.32,7.39,51.89,-56.4,0.91,0.94,-5.36,19.39
1453,-39.87,34.31,-13.57,3.33,43.34,-49.94,-0.07,5.41,-6.96,17.02
1454,-17.81,27.19,-17.35,-0.01,34.64,-42.64,-1.21,5.59,-8.65,14.91
1455,4.99,21.61,-21.92,-2.46,27.16,-38.36,-2.56,2.26,-10.43,13.08
1456,25.57,17.22,-27.47,-3.89,21.81,-39.77,-4.13,-3.72,-12.32,11.45
1457,41.92,13.6,-34.19,-4.32,18.78,-47.27,-5.87,-11.67,-14.46,9.86
1458,53.24,10.54,-42.07,-3.86,17.73,-59.03,-7.7,-21.03,-17.06,8.12
1459,59.73,8.16,-50.67,-2.78,17.98,-72.11,-9.46,-31.13,-20.33,6.09
1460,62.15,6.77,-58.98,-1.4,18.82,-83.26,-10.98,-40.84,-24.55,3.75
1461,61.27,6.58,-65.37,-0.07,19.67,-89.37,-12.0,-48.67,-30.09,1.21
1462,57.71,7.45,-67.97,0.92,20.08,-87.86,-12.25,-53.03,-37.42,-1.41
1463,51.97,8.79,-65.2,1.42,19.69,-77.23,-11.47,-52.81,-46.88,-4.07
1464,44.66,9.68,-56.37,1.36,18.17,-58.9,-9.56,-47.82,-58.32,-6.84
1465,36.64,9.15,-42.02,0.82,15.36,-35.96,-6.64,-39.03,-70.72,-9.89
1466,28.95,6.53,-23.83,-0.14,11.34,-12.02,-3.1,-28.4,-82.09,-13.49
1467,22.6,1.69,-4.12,-1.34,6.49,9.89,0.53,-18.26,-89.79,-17.94
