,still,still_music,hand_up,hand_down,walking,running,after_sprint,tapping_fingers,tapping_foot,flexing
6103,-10.15,-26.61,-74.17,0.8,-2.73,-17.2,-2.0,20.91,-16.57,
6104,-18.64,-34.18,-81.25,-0.2,1.13,-13.3,-1.94,45.57,-22.83,
6105,-26.05,-41.17,-84.01,-1.1,4.84,-14.25,-2.1,66.79,-31.41,
6106,-31.92,-48.51,-80.85,-2.04,7.95,-18.76,-2.61,81.93,-41.92,
6107,-36.5,-57.2,-71.25,-3.17,10.15,-24.75,-3.54,89.44,-53.33,
6108,-40.66,-67.89,-55.93,-4.6,11.35,-30.17,-4.84,89.11,-63.93,
6109,-45.52,-80.23,-36.71,-6.36,11.62,-33.5,-6.31,81.89,-71.58,
6110,-52.09,-92.65,-15.95,-8.46,11.13,-34.13,-7.65,69.51,-74.17,
6111,-60.87,-102.42,4.08,-10.83,10.13,-32.53,-8.54,54.07,-70.25,
6112,-71.49,-106.32,21.71,-13.42,8.87,-30.23,-8.74,37.79,-59.57,
6113,-82.54,-101.62,35.99,-15.97,7.58,-29.23,-8.15,22.77,-43.27,
6114,-91.55,-87.14,46.58,-18.07,6.47,-31.09,-6.89,10.78,-23.53,
6115,-95.47,-63.85,53.53,-19.09,5.65,-36.13,-5.17,2.95,-2.95,
6116,-91.54,-34.7,57.14,-18.36,5.2,-43.08,-3.25,-0.52,16.13,
6117,-78.27,-3.76,57.83,-15.47,5.01,-49.65,-1.34,-0.38,32.21,
6118,-56.18,24.97,56.2,-10.46,4.81,-53.58,0.44,1.89,44.56,
6119,-27.88,48.56,52.97,-3.89,4.23,-53.69,2.0,4.62,53.08,
6120,2.66,65.63,48.9,3.23,2.83,-50.13,3.21,6.63,57.86,
6121,31.21,76.19,44.58,9.82,0.35,-43.84,3.89,7.46,59.05,
6122,54.45,81.01,40.4,15.0,-3.23,-35.69,3.89,7.39,56.86,
6123,70.6,81.12,36.42,18.28,-7.54,-25.84,3.19,7.0,51.7,
6124,79.44,77.48,32.54,19.64,-11.94,-13.97,1.94,6.74,44.35,
6125,81.79,70.96,28.59,19.36,-15.74,0.1,0.45,6.66,35.85,
6126,78.91,62.53,24.56,17.82,-18.43,15.82,-0.95,6.37,27.39,
6127,72.09,53.3,20.58,15.39,-19.87,31.75,-2.05,5.38,19.91,
6128,62.55,44.38,16.93,12.35,-20.24,46.01,-2.83,3.21,13.93,
6129,51.48,36.64,13.89,9.01,-19.87,56.98,-3.37,-0.32,9.47,
6130,40.0,30.48,11.6,5.67,-18.96,63.74,-3.78,-5.12,6.21,
6131,29.18,25.79,9.92,2.67,-17.49,66.12,-4.1,-10.79,3.69,
6132,19.73,22.13,8.43,0.33,-15.26,64.65,-4.28,-16.73,1.55,
6133,11.99,19.08,6.57,-1.17,-12.1,60.32,-4.29,-22.09,-0.34,
6134,5.93,16.47,3.84,-1.79,-8.03,54.39,-4.17,-25.95,-2.0,
6135,1.33,14.5,-0.01,-1.69,-3.38,48.12,-4.05,-27.56,-3.39,
6136,-2.02,13.46,-4.87,-1.14,1.35,42.37,-4.12,-26.64,-4.53,
6137,-4.17,13.47,-10.29,-0.42,5.65,37.24,-4.51,-23.56,-5.63,
6138,-5.08,14.18,-15.65,0.17,9.25,32.04,-5.2,-19.26,-7.02,
6139,-4.78,14.77,-20.53,0.49,12.08,25.64,-6.0,-14.91,-9.08,
6140,-3.54,14.13,-24.81,0.49,14.2,17.01,-6.6,-11.47,-12.24,
6141,-1.92,11.34,-28.88,0.21,15.68,5.79,-6.71,-9.33,-16.91,
6142,-0.69,6.03,-33.49,-0.32,16.43,-7.4,-6.11,-8.27,-23.4,
6143,-0.59,-1.45,-39.48,-1.05,16.37,-21.1,-4.75,-7.8,-31.79,
6144,-2.1,-10.12,-47.4,-2.0,15.39,-33.37,-2.72,-7.52,-41.75,
6145,-5.28,-18.86,-57.1,-3.23,13.6,-42.3,-0.26,-7.41,-52.29,
6146,-9.72,-26.74,-67.51,-4.73,11.29,-46.43,2.35,-7.79,-61.76,
6147,-14.81,-33.39,-76.76,-6.47,8.87,-45.19,4.81,-9.08,-68.07,
6148,-19.93,-39.14,-82.53,-8.36,6.69,-39.15,6.89,-11.48,-69.24,
6149,-24.7,-44.86,-82.76,-10.36,4.98,-29.96,8.44,-14.75,-64.03,
6150,-29.2,-51.63,-76.29,-12.51,3.71,-19.94,9.41,-18.46,-52.49,
6151,-33.91,-60.39,-63.29,-14.85,2.72,-11.41,9.86,-22.18,-35.92,
6152,-39.58,-71.42,-45.25,-17.27,1.79,-5.92,9.88,-25.61,-16.6,
6153,-46.88,-83.96,-24.51,-19.3,0.79,-4.01,9.62,-28.53,2.94,
6154,-55.94,-96.04,-3.59,-20.17,-0.25,-5.15,9.25,-30.63,20.6,
6155,-65.96,-104.78,15.49,-19.01,-1.23,-8.28,8.89,-31.29,35.06,
6156,-75.05,-107.0,31.49,-15.28,-1.99,-12.25,8.63,-29.77,45.77,
6157,-80.51,-100.3,43.91,-9.1,-2.5,-16.18,8.49,-25.57,52.66,
6158,-79.57,-83.97,52.73,-1.38,-2.83,-19.63,8.42,-18.76,55.83,
6159,-70.41,-59.38,58.13,6.52,-3.19,-22.72,8.38,-10.22,55.4,
6160,-52.92,-29.76,60.36,13.22,-3.83,-26.1,8.3,-1.37,51.59,
6161,-29.02,0.81,59.77,17.82,-4.92,-30.63,8.17,6.16,44.93,
6162,-2.19,28.5,56.94,20.04,-6.5,-37.02,7.96,11.05,36.36,
6163,23.62,50.65,52.69,20.18,-8.4,-45.33,7.64,12.55,27.16,
6164,45.04,66.16,47.87,18.76,-10.32,-54.74,7.2,10.47,18.64,
6165,60.15,75.2,43.16,16.24,-11.94,-63.62,6.63,5.05,11.76,
6166,68.54,78.66,38.91,12.95,-12.93,-69.88,5.96,-3.11,6.92,
6167,70.91,77.66,35.05,9.17,-13.07,-71.61,5.24,-13.05,3.83,
6168,68.43,73.2,31.32,5.26,-12.26,-67.59,4.53,-23.47,1.86,
6169,62.24,66.24,27.48,1.72,-10.51,-57.47,3.83,-32.63,0.25,
6170,53.26,57.77,23.53,-0.95,-8.01,-41.82,3.12,-38.56,-1.47,
6171,42.29,48.83,19.76,-2.42,-5.03,-21.95,2.37,-39.52,-3.43,
6172,30.15,40.44,16.6,-2.71,-1.98,0.32,1.6,-34.41,-5.42,
6173,17.82,33.37,14.32,-2.16,0.78,22.92,0.97,-23.25,-7.09,
6174,6.31,27.96,12.89,-1.26,2.96,43.89,0.74,-7.35,-8.23,
6175,-3.46,24.09,11.91,-0.5,4.41,61.66,1.15,10.89,-8.92,
6176,-10.86,21.32,10.71,-0.21,5.19,75.27,2.31,28.52,-9.66,
6177,-15.7,19.2,8.69,-0.48,5.46,84.43,4.08,42.7,-11.16,
6178,-18.19,17.46,5.5,-1.27,5.44,89.4,6.11,51.47,-14.21,
6179,-18.92,16.16,1.21,-2.46,5.3,90.72,8.0,54.04,-19.39,
6180,-18.63,15.54,-3.83,-3.93,5.19,89.06,9.39,50.79,-26.82,
6181,-18.01,15.78,-9.14,-5.59,5.17,85.02,10.13,43.1,-36.0,
6182,-17.56,16.76,-14.36,-7.34,5.25,79.1,10.27,32.79,-45.75,
6183,-17.48,17.86,-19.37,-9.04,5.41,71.78,9.99,21.85,-54.35,
6184,-17.76,18.11,-24.33,-10.59,5.58,63.51,9.46,12.09,-59.88,
6185,-18.38,16.51,-29.54,-11.9,5.64,54.69,8.77,4.95,-60.64,
6186,-19.34,12.45,-35.39,-13.03,5.54,45.63,7.91,1.29,-55.65,
6187,-20.79,6.03,-42.24,-14.15,5.28,36.5,6.86,1.25,-44.94,
6188,-22.93,-1.99,-50.31,-15.48,4.97,27.31,5.64,4.18,-29.63,
6189,-25.96,-10.46,-59.52,-17.2,4.8,18.08,4.32,8.82,-11.59,
6190,-30.12,-18.3,-69.24,-19.22,4.95,9.07,3.05,13.66,7.05,
6191,-35.69,-24.94,-78.2,-21.17,5.49,0.92,1.91,17.28,24.39,
6192,-42.96,-30.5,-84.53,-22.42,6.35,-5.34,0.93,18.62,39.08,
6193,-52.06,-35.76,-86.27,-22.27,7.24,-8.62,0.04,17.25,50.34,
6194,-62.44,-41.84,-81.91,-20.19,7.76,-8.27,-0.85,13.22,57.76,
6195,-72.63,-49.83,-71.02,-16.01,7.5,-4.53,-1.81,7.04,61.09,
6196,-80.19,-60.31,-54.55,-10.03,6.05,1.34,-2.86,-0.54,60.29,
6197,-82.22,-72.97,-34.51,-2.93,3.16,7.36,-3.92,-8.72,55.65,
6198,-76.38,-86.31,-13.41,4.32,-1.17,11.52,-4.93,-16.79,47.99,
6199,-61.8,-97.72,6.52,10.76,-6.66,12.45,-5.88,-24.23,38.61,
6200,-39.67,-103.99,23.82,15.54,-12.65,9.74,-6.81,-30.74,29.07,
6201,-13.0,-102.21,37.84,18.2,-18.18,3.9,-7.78,-36.24,20.64,
6202,14.29,-90.82,48.55,18.64,-22.2,-3.98,-8.78,-40.68,14.0,
6203,38.54,-70.25,56.04,17.18,-23.83,-12.58,-9.66,-43.98,9.07,
6204,57.28,-43.04,60.42,14.38,-22.65,-20.56,-10.15,-45.95,5.25,
6205,69.6,-13.04,61.77,10.84,-18.86,-26.77,-10.01,-46.34,1.85,
6206,75.84,15.65,60.41,7.08,-13.18,-30.67,-9.09,-44.76,-1.57,
6207,76.91,39.82,56.99,3.41,-6.66,-32.66,-7.41,-40.71,-4.99,
6208,73.74,57.75,52.49,0.06,-0.31,-34.11,-5.19,-33.65,-8.07,
6209,67.0,69.18,47.89,-2.77,5.21,-36.94,-2.74,-23.2,-10.39,
6210,57.22,74.79,43.82,-4.81,9.63,-42.51,-0.36,-9.6,-11.81,
6211,45.13,75.64,40.39,-5.79,13.01,-50.76,1.71,6.13,-12.53,
6212,31.83,72.71,37.22,-5.59,15.58,-59.75,3.29,22.01,-13.15,
6213,18.77,66.84,33.77,-4.38,17.5,-66.21,4.29,35.63,-14.55,
6214,7.42,58.89,29.74,-2.59,18.83,-66.84,4.62,44.78,-17.6,
6215,-1.14,49.86,25.31,-0.81,19.55,-59.73,4.28,48.2,-23.01,
6216,-6.58,40.88,21.07,0.51,19.69,-45.2,3.31,46.01,-31.1,
6217,-9.37,33.03,17.74,1.12,19.34,-25.5,1.84,39.59,-41.51,
6218,-10.53,26.98,15.71,1.08,18.68,-3.83,0.1,31.06,-53.08,
6219,-11.17,22.94,14.82,0.6,17.83,16.95,-1.67,22.66,-63.9,
6220,-12.06,20.58,14.37,-0.15,16.84,35.08,-3.23,16.3,-71.52,
6221,-13.44,19.32,13.42,-1.06,15.64,50.06,-4.41,13.19,-73.63,
6222,-15.09,18.65,11.15,-2.09,14.13,62.16,-5.14,13.81,-68.74,
6223,-16.61,18.4,7.21,-3.23,12.31,71.71,-5.47,17.83,-56.73,
6224,-17.74,18.72,1.82,-4.39,10.31,78.77,-5.51,24.09,-39.04,
6225,-18.62,19.84,-4.48,-5.45,8.4,83.1,-5.46,30.89,-18.21,
6226,-19.7,21.75,-11.01,-6.37,6.89,84.42,-5.55,36.32,2.85,
6227,-21.67,23.92,-17.31,-7.25,5.99,82.88,-5.95,38.87,21.72,
6228,-25.23,25.41,-23.23,-8.33,5.7,79.14,-6.77,37.76,36.92,
6229,-30.96,25.03,-28.93,-9.83,5.76,74.07,-8.0,33.1,47.91,
6230,-39.24,21.95,-34.72,-11.77,5.67,68.17,-9.43,25.6,54.75,
6231,-50.01,15.98,-41.02,-13.75,4.85,61.1,-10.74,16.2,57.65,
6232,-62.57,7.69,-48.22,-15.08,2.76,51.82,-11.55,5.77,56.84,
6233,-75.31,-1.76,-56.57,-14.9,-0.88,39.25,-11.53,-4.96,52.65,
6234,-85.65,-11.14,-65.98,-12.58,-5.97,23.22,-10.5,-15.26,45.79,
6235,-90.54,-19.54,-75.8,-8.01,-11.95,5.05,-8.56,-24.21,37.4,
6236,-87.26,-26.66,-84.62,-1.71,-17.91,-12.68,-5.94,-30.85,28.9,
6237,-74.46,-32.83,-90.51,5.31,-22.79,-27.08,-2.96,-34.48,21.52,
6238,-52.83,-38.87,-91.44,11.89,-25.68,-36.11,0.05,-35.05,15.89,
6239,-25.13,-45.79,-85.96,17.05,-26.08,-39.27,2.87,-33.29,11.94,
6240,4.59,-54.4,-73.79,20.33,-24.04,-37.58,5.31,-30.48,8.98,
6241,32.14,-65.02,-55.98,21.78,-20.08,-32.77,7.2,-27.88,6.2,
6242,54.36,-77.05,-34.67,21.79,-15.01,-26.57,8.36,-26.36,3.03,
6243,69.75,-88.78,-12.37,20.85,-9.65,-20.16,8.64,-25.87,-0.59,
6244,78.37,-97.56,8.66,19.33,-4.69,-14.31,8.0,-25.75,-4.32,
6245,81.17,-100.37,26.9,17.41,-0.56,-9.65,6.55,-25.0,-7.65,
6246,79.37,-94.77,41.59,15.23,2.53,-6.75,4.55,-22.85,-10.18,
6247,73.94,-79.85,52.57,12.91,4.54,-5.97,2.35,-19.12,-11.87,
6248,65.53,-56.75,59.93,10.67,5.54,-7.15,0.28,-14.3,-13.07,
6249,54.79,-28.46,63.89,8.82,5.75,-9.4,-1.44,-9.41,-14.49,
6250,42.65,1.06,64.79,7.61,5.46,-11.52,-2.76,-5.58,-17.0,
6251,30.37,27.99,63.14,7.2,5.03,-12.61,-3.72,-3.68,-21.47,
6252,19.37,49.65,59.71,7.57,4.77,-12.83,-4.46,-3.93,-28.49,
6253,10.78,64.82,55.35,8.5,4.86,-13.62,-5.12,-5.75,-38.05,
6254,5.07,73.56,50.9,9.69,5.25,-17.28,-5.78,-7.95,-49.25,
6255,1.86,76.69,46.86,10.8,5.75,-25.96,-6.51,-9.02,-60.33,
6256,0.16,75.21,43.37,11.56,6.11,-40.2,-7.32,-7.79,-68.84,
6257,-1.22,70.12,40.19,11.81,6.15,-58.0,-8.21,-3.84,-72.38,
6258,-3.14,62.47,36.94,11.52,5.79,-74.99,-9.16,2.2,-69.25,
6259,-5.88,53.4,33.37,10.77,5.12,-85.79,-10.11,8.98,-59.09,
6260,-9.1,44.18,29.54,9.69,4.34,-85.99,-10.97,14.86,-43.02,
6261,-12.19,35.95,25.84,8.41,3.65,-74.04,-11.6,18.64,-23.25,
6262,-14.7,29.47,22.77,7.06,3.27,-51.74,-11.82,19.85,-2.41,
6263,-16.63,24.94,20.69,5.74,3.31,-23.5,-11.47,18.75,17.2,
6264,-18.47,22.01,19.58,4.52,3.79,5.59,-10.47,15.91,34.01,
6265,-21.06,20.13,18.95,3.47,4.58,31.58,-8.83,11.75,47.31,
6266,-25.3,18.84,18.05,2.54,5.46,52.59,-6.66,6.27,56.9,
6267,-31.91,18.01,16.15,1.59,6.07,68.61,-4.15,-0.82,62.79,
6268,-41.26,17.83,12.83,0.33,6.04,80.48,-1.52,-9.59,65.05,
6269,-53.28,18.56,8.15,-1.44,5.07,88.81,0.95,-19.61,63.81,
6270,-67.25,20.18,2.56,-3.77,3.03,93.49,3.04,-29.63,59.46,
6271,-81.58,22.18,-3.32,-6.33,0.01,93.93,4.56,-38.01,52.77,
6272,-93.68,23.56,-8.95,-8.5,-3.61,89.73,5.4,-43.21,44.84,
6273,-100.39,23.18,-14.09,-9.47,-7.26,81.3,5.6,-44.36,36.82,
6274,-98.74,20.17,-18.82,-8.6,-10.33,70.07,5.33,-41.59,29.67,
6275,-87.03,14.35,-23.52,-5.65,-12.25,58.09,4.8,-35.96,23.89,
6276,-65.64,6.3,-28.7,-0.91,-12.65,47.23,4.26,-29.0,19.45,
6277,-37.24,-2.9,-34.93,4.85,-11.4,38.5,3.88,-22.22,15.86,
6278,-6.03,-12.01,-42.6,10.62,-8.64,31.63,3.73,-16.65,12.52,
6279,23.51,-20.12,-51.75,15.46,-4.77,25.46,3.79,-12.77,9.03,
6280,47.87,-26.99,-61.86,18.7,-0.33,18.61,3.98,-10.51,5.29,
6281,65.33,-33.04,-71.7,20.07,4.12,10.43,4.2,-9.6,1.57,
6282,75.91,-39.26,-79.45,19.65,8.06,1.33,4.37,-9.76,-1.73,
6283,80.7,-46.79,-83.07,17.75,11.15,-7.33,4.43,-10.82,-4.3,
6284,81.07,-56.51,-80.87,14.77,13.3,-14.05,4.39,-12.75,-6.25,
6285,78.06,-68.55,-72.12,11.11,14.68,-17.83,4.31,-15.47,-8.02,
6286,72.26,-81.97,-57.4,7.13,15.56,-18.56,4.22,-18.7,-10.38,
6287,64.09,-94.6,-38.52,3.18,16.24,-16.74,4.12,-21.8,-14.11,
6288,54.13,-103.42,-17.97,-0.44,16.86,-13.08,3.94,-23.76,-19.92,
6289,43.3,-105.35,1.79,-3.47,17.34,-8.18,3.55,-23.39,-28.16,
6290,32.78,-98.22,18.91,-5.74,17.49,-2.64,2.87,-19.67,-38.65,
6291,23.7,-81.61,32.49,-7.2,17.1,2.69,1.91,-12.12,-50.56,
6292,16.82,-57.18,42.41,-7.9,16.09,6.64,0.88,-1.13,-62.25,
6293,12.18,-28.24,49.01,-8.02,14.55,7.89,0.14,12.02,-71.47,
6294,9.22,1.22,52.75,-7.76,12.69,5.59,0.08,25.45,-75.8,
6295,7.01,27.59,54.04,-7.33,10.72,-0.25,1.0,37.22,-73.36,
6296,4.66,48.49,53.27,-6.9,8.85,-8.65,2.96,45.8,-63.53,
6297,1.64,62.96,50.85,-6.62,7.22,-18.04,5.72,50.46,-47.28,
6298,-2.05,71.24,47.26,-6.6,5.99,-26.88,8.82,51.21,-26.88,
6299,-6.02,74.2,43.02,-6.89,5.26,-34.09,11.75,48.53,-5.27,
6300,-9.81,72.82,38.55,-7.53,5.08,-39.23,14.07,43.11,14.92,
6301,-13.14,68.07,34.11,-8.47,5.32,-42.4,15.56,35.53,31.97,
6302,-16.07,60.89,29.82,-9.65,5.68,-44.02,16.16,26.28,45.21,
6303,-19.06,52.35,25.75,-10.94,5.72,-44.67,16.0,15.88,54.73,
6304,-22.76,43.67,22.02,-12.17,5.01,-44.89,15.21,5.02,60.86,
6305,-27.87,35.94,18.75,-13.18,3.3,-44.98,13.94,-5.4,63.82,
6306,-35.02,29.89,16.08,-13.92,0.55,-44.81,12.31,-14.2,63.69,
6307,-44.71,25.65,14.0,-14.51,-3.07,-43.68,10.49,-20.25,60.62,
6308,-57.12,22.84,12.33,-15.26,-7.31,-40.52,8.67,-22.67,55.03,
6309,-71.82,20.8,10.75,-16.56,-11.86,-34.35,7.06,-21.23,47.77,
6310,-87.38,19.0,8.84,-18.61,-16.37,-24.76,5.84,-16.36,39.9,
6311,-101.19,17.3,6.26,-21.21,-20.39,-12.24,5.08,-9.23,32.48,
6312,-109.8,15.97,2.83,-23.7,-23.38,1.99,4.69,-1.26,26.22,
6313,-109.76,15.45,-1.37,-25.08,-24.74,16.45,4.48,6.15,21.38,
6314,-98.84,16.02,-6.12,-24.43,-24.09,29.97,4.22,12.09,17.79,
6315,-77.01,17.5,-11.08,-21.22,-21.35,42.01,3.75,16.21,15.0,
6316,-46.76,19.25,-15.99,-15.61,-16.91,52.51,2.99,18.58,12.52,
6317,-12.43,20.26,-20.81,-8.39,-11.49,61.57,1.98,19.58,9.99,
6318,21.07,19.57,-25.74,-0.75,-5.96,69.03,0.72,19.62,7.29,
6319,49.67,16.58,-31.23,6.16,-1.07,74.4,-0.76,19.03,4.54,
6320,71.04,11.37,-37.79,11.5,2.73,77.05,-2.47,18.03,2.01,
6321,84.71,4.61,-45.75,14.91,5.32,76.66,-4.33,16.82,-0.13,
6322,91.49,-2.6,-54.94,16.46,6.85,73.39,-6.14,15.59,-1.88,
6323,92.78,-9.17,-64.45,16.48,7.61,67.86,-7.59,14.54,-3.55,
6324,89.96,-14.47,-72.65,15.37,7.89,60.93,-8.35,14.01,-5.76,
6325,84.29,-18.53,-77.52,13.43,7.94,53.33,-8.16,14.42,-9.24,
6326,76.89,-22.11,-77.14,10.89,7.97,45.62,-6.96,16.18,-14.67,
6327,68.8,-26.43,-70.44,7.95,8.11,38.2,-4.92,19.57,-22.4,
6328,60.93,-32.76,-57.55,4.86,8.41,31.47,-2.38,24.37,-32.29,
6329,53.83,-41.82,-39.9,1.92,8.83,25.78,0.2,29.84,-43.51,
6330,47.58,-53.36,-19.75,-0.5,9.24,21.22,2.46,34.79,-54.59,
6331,42.0,-65.76,0.46,-2.14,9.46,17.41,4.12,37.95,-63.58,
6332,36.83,-76.23,18.75,-2.89,9.36,13.58,5.09,38.41,-68.38,
6333,32.04,-81.47,33.91,-2.84,8.88,9.0,5.43,36.03,-67.34,
6334,27.93,-78.68,45.47,-2.25,8.11,3.57,5.29,31.32,-59.67,
6335,24.87,-66.63,53.42,-1.4,7.26,-1.79,4.82,25.24,-45.81,
6336,23.06,-46.27,57.99,-0.57,6.59,-5.51,4.09,18.7,-27.42,
6337,22.23,-20.48,59.51,0.02,6.33,-6.24,3.11,12.1,-6.84,
6338,21.62,6.8,58.49,0.26,6.52,-3.86,1.85,5.36,13.4,
6339,20.24,31.88,55.63,0.08,7.01,0.09,0.39,-1.87,31.28,
6340,17.3,52.35,51.72,-0.5,7.41,2.94,-1.09,-9.84,45.5,
6341,12.45,67.39,47.42,-1.35,7.22,2.11,-2.32,-18.32,55.58,
6342,5.91,77.37,43.11,-2.31,5.96,-3.57,-3.13,-26.52,61.53,
6343,-1.69,83.18,38.8,-3.24,3.38,-13.41,-3.5,-33.36,63.7,
6344,-9.63,85.59,34.3,-4.14,-0.52,-25.33,-3.65,-37.76,62.56,
6345,-17.37,85.02,29.53,-5.15,-5.36,-37.04,-3.88,-39.15,58.62,
6346,-24.77,81.75,24.6,-6.54,-10.57,-47.08,-4.43,-37.63,52.57,
6347,-32.11,76.31,19.9,-8.53,-15.4,-55.07,-5.34,-33.98,45.26,
6348,-40.11,69.58,15.83,-11.19,-19.17,-61.27,-6.44,-29.39,37.6,
6349,-49.65,62.74,12.59,-14.27,-21.36,-65.85,-7.54,-25.18,30.48,
6350,-61.44,56.81,10.04,-17.25,-21.7,-68.43,-8.5,-22.37,24.53,
6351,-75.45,52.34,7.74,-19.46,-20.22,-68.4,-9.3,-21.48,19.98,
6352,-90.38,49.24,5.19,-20.16,-17.19,-65.42,-10.02,-22.47,16.66,
6353,-103.53,46.97,2.03,-18.86,-13.13,-59.9,-10.62,-24.77,14.07,
6354,-111.15,44.8,-1.82,-15.36,-8.65,-52.94,-10.94,-27.51,11.68,
6355,-109.64,42.26,-6.17,-9.94,-4.37,-45.79,-10.68,-29.68,9.1,
6356,-96.79,39.3,-10.75,-3.29,-0.79,-39.24,-9.56,-30.42,6.29,
6357,-72.85,36.23,-15.31,3.64,1.83,-33.27,-7.55,-29.06,3.49,
6358,-40.69,33.54,-19.8,9.84,3.49,-27.26,-4.86,-25.27,1.06,
6359,-5.02,31.56,-24.33,14.53,4.42,-20.45,-1.96,-19.06,-0.83,
6360,29.07,30.24,-29.2,17.31,4.97,-12.54,0.71,-10.87,-2.27,
6361,57.57,29.11,-34.87,18.18,5.41,-3.82,2.78,-1.57,-3.7,
6362,78.29,27.37,-41.82,17.44,5.87,5.0,4.14,7.69,-5.71,
6363,90.94,24.2,-50.42,15.48,6.27,13.23,4.82,15.69,-8.89,
6364,96.41,19.13,-60.64,12.72,6.4,20.56,4.94,21.41,-13.69,
6365,96.13,12.14,-71.72,9.55,6.1,27.19,4.59,24.26,-20.37,
6366,91.49,3.77,-82.08,6.36,5.35,33.55,3.86,24.19,-28.91,
6367,83.81,-5.12,-89.51,3.53,4.28,39.85,2.8,21.57,-38.91,
6368,74.32,-13.68,-91.76,1.44,3.14,45.74,1.56,17.06,-49.43,
6369,64.27,-21.32,-87.26,0.31,2.18,50.31,0.31,11.34,-58.87,
6370,54.8,-27.95,-75.76,0.17,1.54,52.53,-0.76,5.02,-65.24,
6371,46.66,-33.95,-58.41,0.79,1.26,51.84,-1.54,-1.41,-66.55,
6372,40.11,-40.03,-37.47,1.78,1.36,48.63,-2.04,-7.54,-61.55,
6373,34.89,-46.98,-15.56,2.67,1.85,44.11,-2.34,-12.93,-50.22,
6374,30.55,-55.48,5.09,3.11,2.72,39.83,-2.56,-17.15,-33.84,
6375,26.73,-65.72,23.02,2.94,3.86,36.89,-2.78,-19.81,-14.63,
6376,23.41,-77.05,37.63,2.17,4.93,35.6,-3.05,-20.58,4.93,
6377,20.92,-87.88,48.83,0.99,5.52,35.42,-3.43,-19.25,22.74,
6378,19.57,-95.78,56.77,-0.38,5.15,35.31,-4.01,-15.76,37.49,
6379,19.37,-98.06,61.64,-1.73,3.6,34.17,-4.91,-10.36,48.6,
6380,19.79,-92.68,63.66,-2.97,1.0,31.25,-6.18,-3.66,55.98,
6381,19.84,-79.02,63.22,-4.09,-2.21,26.29,-7.71,3.44,59.76,
6382,18.45,-58.33,60.87,-5.19,-5.41,19.57,-9.21,9.76,60.13,
6383,14.85,-33.42,57.28,-6.43,-8.03,11.85,-10.22,14.12,57.33,
6384,8.96,-7.88,53.08,-7.96,-9.73,4.32,-10.31,15.65,51.83,
6385,1.35,15.06,48.68,-9.91,-10.41,-1.79,-9.25,14.02,44.35,
6386,-7.02,33.26,44.21,-12.28,-10.14,-5.67,-7.1,9.63,35.89,
6387,-15.18,45.98,39.63,-14.92,-9.03,-7.46,-4.18,3.54,27.56,
6388,-22.58,53.57,34.91,-17.41,-7.22,-8.41,-0.96,-2.72,20.37,
6389,-29.16,56.91,30.14,-19.14,-4.87,-10.39,2.14,-7.47,15.02,
6390,-35.42,56.92,25.6,-19.42,-2.23,-15.03,4.78,-9.2,11.71,
6391,-42.25,54.3,21.66,-17.72,0.35,-22.82,6.76,-6.85,10.09,
6392,-50.71,49.68,18.58,-13.9,2.48,-32.79,8.0,0.06,9.49,
6393,-61.54,43.76,16.31,-8.29,3.84,-42.92,8.45,11.13,9.09,
6394,-74.7,37.4,14.43,-1.64,4.28,-51.01,8.18,25.16,8.32,
6395,-88.85,31.45,12.32,5.08,3.88,-55.56,7.29,40.12,6.97,
6396,-101.19,26.58,9.39,10.99,2.93,-56.22,5.99,53.54,5.15,
6397,-107.98,23.09,5.37,15.44,1.81,-53.69,4.51,63.04,3.09,
6398,-105.57,20.82,0.38,18.1,0.87,-49.31,3.05,66.92,0.95,
6399,-91.88,19.39,-5.17,18.89,0.31,-44.6,1.74,64.7,-1.35,
6400,-67.37,18.43,-10.8,17.9,0.16,-40.79,0.59,57.11,-4.11,
6401,-35.17,17.79,-16.19,15.34,0.27,-38.44,-0.4,45.83,-7.7,
6402,-0.15,17.54,-21.39,11.57,0.45,-37.27,-1.26,32.87,-12.5,
6403,32.61,17.84,-26.81,7.14,0.52,-36.21,-2.01,19.96,-18.79,
6404,59.27,18.7,-33.05,2.8,0.38,-33.71,-2.69,8.29,-26.67,
6405,77.99,19.78,-40.74,-0.73,-0.03,-28.48,-3.39,-1.55,-36.0,
6406,88.79,20.41,-50.16,-2.94,-0.62,-20.08,-4.21,-9.31,-46.08,
6407,92.77,19.76,-60.97,-3.73,-1.34,-9.2,-5.31,-14.96,-55.58,
6408,91.34,17.11,-72.01,-3.44,-2.05,2.68,-6.77,-18.59,-62.63,
6409,85.75,12.19,-81.42,-2.68,-2.64,13.94,-8.56,-20.52,-65.22,
6410,77.07,5.29,-86.98,-2.08,-2.98,23.53,-10.5,-21.3,-61.88,
6411,66.5,-2.76,-86.79,-1.99,-3.0,31.23,-12.3,-21.55,-52.25,
6412,55.46,-10.88,-79.77,-2.44,-2.7,37.43,-13.6,-21.8,-37.35,
6413,45.38,-18.08,-66.17,-3.15,-2.23,42.64,-14.09,-22.22,-19.21,
6414,37.32,-23.89,-47.41,-3.8,-1.86,47.07,-13.6,-22.74,-0.31,
6415,31.65,-28.47,-25.75,-4.21,-1.94,50.59,-12.12,-23.17,17.2,
6416,28.01,-32.64,-3.62,-4.37,-2.72,52.95,-9.8,-23.56,31.96,
