Accelerometer x,Accelerometer y,Accelerometer z
-128,58,27
-128,7,31
-85,-16,23
-55,-24,13
-19,-32,7
-14,-34,0
-5,-124,-16
-1,-128,-37
-14,-128,-33
-99,-58,-34
-128,-42,-23
-128,13,-8
-128,73,19
-128,108,29
-51,83,9
-30,81,-4
4,95,-27
40,102,-31
61,94,-32
53,71,-33
33,46,-13
15,44,-9
-49,82,-7
-128,127,87
-128,127,73
-128,-5,20
-102,-13,34
-42,-34,16
-6,-36,15
-3,-45,12
4,-128,-10
7,-128,-22
0,-105,-18
-22,-79,-21
-128,-48,-15
-128,49,-18
-128,74,-1
-128,103,-4
-84,82,-1
-19,72,-8
2,83,-16
66,103,-27
75,75,-27
64,58,-25
32,40,-13
18,42,-7
-90,117,-12
-128,127,28
-128,127,44
-128,-2,34
-96,-11,36
-35,-29,15
-16,-40,13
-8,-56,1
-10,-99,-9
-6,-128,-21
-36,-96,-27
-74,-65,-26
-128,-45,-14
-128,-52,-36
-128,86,-2
-128,104,4
-102,107,-11
-1,82,-5
4,90,-23
67,115,-35
80,102,-36
67,59,-28
24,47,-18
8,43,-13
-30,78,3
-128,127,29
-128,127,23
-128,71,-1
-109,-7,30
-42,-30,18
-20,-38,14
-2,-48,8
4,-87,3
-10,-128,-19
-24,-118,-12
-72,-65,-19
-128,-37,-33
-128,-17,-43
-128,91,-2
-128,113,-1
-83,88,-13
-35,76,-13
7,89,-34
62,111,-26
77,111,-13
46,72,-24
45,60,-17
26,43,-10
11,45,-20
-128,127,16
-128,127,76
-128,90,46
-120,10,40
-81,-10,32
-36,-39,12
-16,-46,6
-2,-112,-1
-22,-128,-10
-28,-127,-5
-116,-58,-10
-128,-30,-26
-128,-21,-9
-128,34,15
-128,112,58
-105,97,26
-59,91,14
4,108,-17
36,109,-26
68,94,-43
64,71,-40
37,53,-19
7,47,-12
-22,63,3
-128,127,127
-128,127,127
-128,64,124
-128,26,106
-92,-15,46
-40,-36,24
-24,-46,17
1,-125,0
-5,-128,-2
-35,-104,15
-65,-77,22
-128,-19,30
-128,15,66
-128,34,48
-128,61,81
-95,60,64
-47,45,37
-24,60,10
-5,78,-32
28,90,-38
31,78,-41
21,63,-24
15,55,-18
-8,41,-2
-128,95,102
-128,127,120
-128,66,118
-128,17,99
-85,-15,51
-57,-29,36
-29,-37,20
-11,-100,5
-10,-128,1
-10,-117,16
-30,-93,26
-128,-35,30
-128,-27,43
-128,42,73
-128,102,87
-128,107,72
-55,91,22
-26,86,-6
14,93,-55
54,106,-59
57,76,-57
28,62,-41
19,51,-28
-1,47,-10
-72,94,20
-128,127,127
-128,127,120
-128,26,78
-69,-21,45
-47,-33,33
-17,-38,7
-7,-52,-1
-1,-128,-15
-9,-128,-18
-24,-96,2
-128,-36,-7
-128,-33,13
-128,38,52
-128,84,66
-128,101,54
-105,78,30
-28,76,-2
11,80,-40
44,88,-43
74,73,-46
54,56,-52
19,47,-48
19,39,-33
-44,77,-19
-128,127,96
-128,127,95
-128,60,59
-128,28,44
-64,-21,22
-48,-33,13
-21,-52,-2
-3,-128,-12
-3,-128,-9
-25,-108,6
-88,-76,-9
-128,-13,-6
-128,-5,9
-128,96,38
-128,127,47
-120,108,27
-20,74,2
3,81,-24
62,121,-51
94,121,-60
70,77,-47
31,60,-35
14,51,-26
-15,84,-14
-128,127,18
-128,127,104
-128,127,72
-128,30,61
-59,-29,34
-41,-40,25
-23,-66,8
-15,-125,-4
-16,-128,-3
-69,-109,2
-114,-72,-5
-128,-11,-2
-128,-7,4
-128,122,42
-128,127,56
-100,87,27
7,79,-13
18,86,-31
61,100,-59
81,117,-68
50,97,-57
30,92,-47
3,66,-25
-30,107,-15
-128,127,23
-128,127,59
-128,127,53
-128,70,31
-128,23,22
-93,-34,32
-26,-54,20
-18,-69,2
9,-128,9
0,-126,18
-28,-87,9
-82,-56,-12
-128,-7,-14
-128,48,10
-128,127,28
-128,127,21
-96,90,4
-10,83,-7
15,89,-30
71,110,-46
85,83,-45
70,64,-31
32,50,-22
17,43,-14
-82,104,-12
-128,127,67
-128,127,67
-128,41,47
-116,16,50
-28,-29,16
-5,-35,13
-28,-40,-21
-25,-79,-63
11,-128,-65
-12,-112,-31
-51,-88,-33
-128,-34,-21
-128,-16,-2
-128,117,35
-128,127,43
-121,120,30
-22,97,2
7,91,-15
57,106,-37
83,123,-25
72,63,-37
34,64,-31
20,54,-34
1,70,-42
-128,127,-30
-128,127,62
-128,127,63
-128,30,62
-94,-1,45
-56,-42,21
-32,-54,6
-17,-80,-1
-9,-128,-4
-7,-125,9
-19,-83,23
-128,-22,-35
-128,7,-2
-128,127,53
-128,127,67
-109,119,38
-62,100,11
11,92,-30
74,107,-58
100,121,-57
65,86,-47
49,75,-32
11,40,-35
6,38,-32
-128,127,-5
-128,127,110
-128,127,114
-128,59,86
-95,22,67
-51,-31,48
-43,-42,35
-37,-114,11
-24,-128,-1
-54,-124,-5
-116,-61,-7
-128,-21,-10
-128,27,44
-128,71,72
-128,127,107
-88,98,58
-45,96,25
19,102,-12
40,93,-27
81,103,-41
77,84,-51
60,62,-23
17,47,-18
5,50,-20
-128,127,6
-128,127,120
-128,127,64
-128,85,82
-110,18,45
-46,-25,33
-28,-36,27
-17,-105,1
-15,-128,-4
-61,-123,3
-74,-97,20
-123,-37,-7
-128,1,5
-128,40,38
-128,127,76
-128,127,39
-70,115,5
10,104,-27
34,101,-42
89,109,-62
88,94,-65
56,69,-31
40,57,-22
5,50,-23
-128,127,19
-128,127,84
-128,127,32
-128,82,53
-102,21,50
-62,-7,40
-19,-37,21
-16,-88,5
-30,-128,-8
-56,-128,1
-77,-107,-3
-123,-36,-19
-128,-20,-9
-128,43,22
-128,127,36
-128,127,26
-61,110,0
-13,106,-18
55,93,-38
81,87,-41
79,91,-41
53,53,-25
37,47,-17
5,51,-13
-43,82,-20
-128,127,90
-128,127,67
-128,57,23
-75,-1,46
-26,-30,45
-15,-43,24
-15,-60,19
-3,-128,-5
-7,-128,-12
-26,-92,0
-127,-29,-16
-128,-10,-9
-128,62,42
-128,127,41
-128,125,31
-92,99,16
15,94,5
81,103,-38
117,110,-39
103,85,-37
76,69,-25
10,64,-23
-28,57,-23
-128,127,37
-128,127,67
-128,103,63
-128,47,47
-118,33,55
-49,-8,37
-35,-25,27
-23,-64,14
-28,-128,-16
-35,-125,-15
-49,-82,12
-99,-52,-2
-128,-11,1
-128,4,21
-128,127,61
-128,126,58
-116,104,32
-18,90,-1
2,90,-6
47,90,-32
80,109,-34
74,71,-32
50,48,-21
18,37,-26
-16,29,-12
-119,78,-19
-128,127,127
-128,83,24
-128,45,31
-55,-16,48
-17,-33,47
7,-29,16
5,-48,-2
-13,-128,-39
-26,-118,-31
-33,-97,-20
-128,-31,-33
-128,-17,-31
-128,66,2
-128,119,22
-128,115,16
-44,95,-1
-8,87,1
21,96,-26
54,107,-20
85,78,-24
77,53,-23
48,42,-10
-7,47,-4
-104,85,-3
-128,127,125
-128,127,59
-128,-11,18
-121,-6,43
-41,-30,25
-1,-35,9
4,-40,3
-3,-128,-16
-19,-128,-44
-10,-110,-24
-22,-78,-13
-128,-49,-28
-128,59,6
-128,96,38
-128,109,18
-93,99,18
-17,86,4
-5,83,-10
41,93,-20
70,84,-21
63,60,-25
44,51,-12
20,51,-8
-45,83,7
-128,127,16
-128,127,81
-128,1,22
-123,-12,41
-57,-32,20
-31,-43,14
1,-64,7
-12,-128,-20
-16,-128,-19
-44,-100,-19
-82,-59,-21
-128,-44,-16
-128,-43,-26
-128,85,13
-128,106,19
-116,97,10
-31,85,8
-14,89,-5
36,115,-25
65,121,-18
74,65,-23
47,35,-9
24,39,-2
-82,83,5
-128,125,34
-128,127,15
-128,15,-2
-100,-20,31
-33,-41,12
-15,-45,6
-6,-60,-7
11,-105,-12
16,-128,-31
10,-110,-31
-5,-66,-11
-128,-73,-27
-128,-50,-77
-128,91,11
-128,83,5
-77,83,-1
-34,73,2
-2,83,-18
52,102,-23
68,99,-18
65,53,-20
52,38,-17
15,42,-7
-6,44,-5
-128,127,10
-128,127,6
-128,55,-14
-110,-3,25
-75,-16,21
-15,-40,13
4,-39,7
5,-87,-13
-3,-128,-41
-5,-128,-39
-54,-81,-35
-97,-46,-25
-128,-38,-62
-128,91,-2
-128,95,9
-108,88,4
-58,78,2
-1,90,-12
22,96,-23
80,108,-17
80,96,-21
56,53,-18
17,54,-5
-30,74,-8
-128,127,45
-128,127,27
-128,12,-7
-128,-7,16
-68,-24,14
-13,-44,12
6,-38,15
8,-68,-1
6,-119,-19
4,-125,-35
-26,-75,-15
-88,-52,-17
-128,-50,-68
-128,52,-51
-128,120,-6
-128,120,-14
-33,74,-3
13,78,-20
38,85,-34
92,95,-34
92,76,-31
52,65,-31
32,69,-23
10,55,-23
-128,127,-24
-128,127,11
-128,105,-2
-128,32,21
-74,-10,26
-43,-25,21
-17,-40,9
-41,-71,-6
-36,-119,-12
-48,-128,-25
-63,-101,-19
-103,-40,-17
-128,-28,-15
-128,6,-22
-128,127,-2
-128,127,-18
-66,105,-18
-38,108,-20
38,99,-47
85,109,-42
94,88,-33
52,55,-25
32,51,-20
6,52,-7
-80,102,0
-128,127,27
-128,127,8
-128,12,8
-53,-16,22
-34,-27,14
-18,-29,5
-12,-30,5
2,-102,-11
12,-128,-19
-3,-105,-12
-84,-56,-28
-128,-42,-31
-128,-20,-55
-128,44,-34
-128,79,-24
-128,94,-24
-35,79,-10
5,86,-29
40,96,-38
90,98,-31
81,71,-30
37,61,-29
14,61,-22
3,65,-6
-128,127,20
-128,127,50
-128,50,-1
-128,-11,14
-52,-28,32
-27,-36,27
-12,-35,1
-13,-97,-17
-8,-128,-18
-13,-128,-26
-33,-106,-26
-118,-36,-32
-128,-63,-69
-128,6,-62
-128,121,-42
-128,118,-33
-46,80,-20
-28,85,-25
37,110,-42
94,108,-33
85,87,-31
40,55,-24
24,53,-14
-25,62,-1
-128,123,8
-128,127,99
-128,17,16
-128,-26,26
-50,-26,27
-25,-34,17
-17,-28,-3
-14,-41,-10
15,-125,-39
11,-128,-52
-24,-100,-44
-128,-76,-45
-128,-113,-26
-128,-98,-24
-128,-46,-3
-128,-9,21
-71,35,16
-41,45,23
-37,62,10
-25,73,11
-18,54,16
-18,26,18
-16,-15,39
-18,-69,42
-19,-121,33
-32,-128,74
-42,-128,73
-6,-106,54
12,-90,40
25,-51,-1
24,-4,-17
21,9,-23
13,12,-25
22,6,-21
15,-12,-16
23,-35,2
34,-82,41
3,-128,25
0,-128,31
-7,-128,59
1,-103,46
-17,-33,37
-17,7,26
-1,66,-26
11,102,-10
-17,87,-19
-46,59,3
-71,42,18
-128,-15,39
-128,-5,58
-128,11,-1
-128,-42,-19
-115,-49,-9
-37,-35,-12
-15,-35,-24
33,-51,-43
58,-81,-60
63,-128,-78
33,-81,-39
11,-64,-36
-128,-128,-96
-128,-81,-102
-128,53,3
-128,55,3
-87,69,-2
-23,85,8
-6,90,-6
50,116,-16
66,99,-6
56,43,-7
16,50,-8
4,43,-1
-128,101,8
-128,127,49
-128,124,-27
-128,11,-32
-63,-28,-3
-9,-42,5
-11,-42,2
-8,-74,2
-2,-119,-14
33,-128,-39
11,-128,-44
-87,-77,-69
-128,-73,-43
-128,-27,-47
-128,38,0
-128,44,1
-64,68,10
-28,62,10
14,78,-4
98,85,-9
93,90,-10
52,76,-17
42,88,-10
25,111,-13
-26,127,-26
-128,127,66
-84,127,121
-80,127,101
-90,72,60
-85,51,54
-65,6,57
-44,-19,62
-22,-104,41
-75,-128,20
-115,-107,32
-128,-19,24
-128,4,34
-128,81,79
-128,127,71
-128,127,76
-82,95,29
-46,93,17
-16,107,-9
23,105,-27
90,76,-19
86,52,-23
51,45,-9
16,48,-2
-9,58,-2
-128,127,80
-128,127,127
-128,53,46
-128,-15,25
-60,-18,9
-36,-30,-6
-40,-29,-9
-30,-52,-12
-18,-100,-14
-14,-128,-31
-46,-111,-27
-77,-73,-15
-128,-78,8
-128,-64,-20
-128,127,25
-128,127,9
-70,75,0
-25,106,-25
27,106,-39
91,111,-33
81,84,-32
40,45,-21
25,41,-13
0,50,7
-128,127,47
-128,127,110
-128,46,20
-128,1,24
-43,-19,21
-23,-27,15
-16,-26,1
-10,-48,-4
1,-75,-8
12,-99,-23
8,-89,-15
-77,-66,-11
-128,-71,-8
-128,-65,22
-128,-26,5
-128,-31,15
-125,31,35
-61,55,40
26,110,45
56,113,36
61,108,-5
41,72,10
8,84,6
-88,75,7
-120,61,36
-128,68,36
-128,28,4
-128,-18,-4
-128,-21,-22
-106,-25,-22
-51,-39,-25
-31,-57,-28
-16,-128,-57
-14,-128,-70
-36,-114,-47
-70,-28,-31
-85,-4,-19
-128,-89,-62
-128,-32,-71
-128,102,-22
-120,76,1
-125,36,-54
-18,80,-42
16,89,-54
66,114,-50
70,81,-44
37,49,-35
16,48,-24
21,31,-6
-128,127,47
-128,127,109
-128,88,40
-128,28,41
-62,-32,12
-31,-31,7
-27,-39,-14
8,-103,-35
25,-128,-59
10,-128,-60
-26,-121,-56
-128,-51,-54
-128,-57,-49
-128,37,-18
-128,105,20
-128,118,19
-31,94,13
-36,104,-10
43,127,-62
83,102,-37
64,75,-38
21,52,-22
14,37,-14
22,67,5
-128,127,61
-128,127,77
-128,5,24
-127,-42,10
-22,-44,13
-10,-48,8
-8,-85,5
1,-127,-5
19,-128,-21
-66,-87,-35
-122,-57,-57
-128,-95,-41
-128,-128,-63
-128,-65,-2
-128,-43,1
-70,27,27
-60,41,22
-46,62,11
-32,45,12
-17,44,32
-59,-9,-5
-71,-33,-10
-36,-56,26
-40,-128,2
-85,-128,-10
-30,-120,33
-2,-112,11
-3,-106,-74
23,-84,-80
91,-1,-29
84,16,-54
95,10,-47
84,10,-20
69,-9,-31
53,-31,5
17,-61,-29
1,-128,-104
-28,-101,-118
-80,-71,-120
-123,-42,-87
-99,-12,-41
-47,53,0
-10,71,0
69,117,11
49,95,-10
27,91,-19
3,117,-20
-22,127,-46
-128,127,30
-128,127,-10
-128,127,8
-94,24,21
-78,-11,0
-57,-50,-1
-36,-62,21
-40,-128,33
-68,-128,19
-109,-128,25
-128,-28,37
-128,-4,5
-128,29,-55
-128,100,-31
-128,127,-35
-71,105,-26
-10,82,-19
24,113,-64
51,127,-71
71,127,-74
67,95,-53
47,63,-27
6,74,-31
6,96,-36
-128,127,-48
-128,127,32
-128,127,-9
-128,75,18
-86,16,23
-47,-19,4
-39,-23,9
-47,-24,34
-51,-46,40
-36,-128,-2
-75,-128,-36
-108,-121,-20
-128,-33,-37
-128,-38,-60
-128,118,-12
-128,127,-11
-128,127,-29
-59,127,-15
28,127,-43
115,127,-41
111,115,-37
51,78,-22
22,72,-12
3,76,-20
3,113,-30
-128,127,41
-128,127,6
-128,47,11
-81,-31,10
-43,-31,13
-33,-42,-1
-46,-49,0
-28,-124,10
-54,-128,-14
-70,-116,-13
-79,-54,-1
-109,-34,-13
-128,-35,-41
-128,69,-1
-128,127,-11
-84,90,-18
-47,91,-18
29,106,-49
80,112,-52
102,98,-45
79,83,-38
33,56,-21
12,58,-12
20,71,-9
-128,127,-17
-128,127,53
-128,107,26
-128,44,40
-66,-14,15
-38,-51,-6
-46,-86,-12
-8,-128,-4
-10,-128,-8
-28,-102,-18
-90,-51,-23
-126,-30,-16
-128,-42,-59
-128,36,-43
-128,127,1
-128,96,-20
-35,94,-21
27,109,-37
75,124,-45
100,102,-36
87,71,-30
31,62,-19
13,64,-12
25,126,-21
-128,127,-40
-128,127,23
-128,43,-6
-117,-5,-7
-54,-29,-10
-44,-38,-11
-49,-52,-2
-15,-128,6
-11,-128,-11
-84,-128,-31
-128,-112,-22
-128,-18,-8
-128,-15,-61
-128,127,-35
-128,127,-28
-112,108,-19
-40,55,-27
-1,67,-58
88,118,-86
93,127,-99
76,95,-81
24,88,-49
11,76,-35
20,75,-31
38,127,-56
-117,127,-77
-128,127,-45
-128,127,-28
-94,127,16
-95,127,6
-86,51,-2
-82,23,-6
-69,8,-2
-63,-7,-4
-65,-56,-27
-91,-128,-60
-104,-128,-78
-94,-122,-81
-102,-91,-87
-128,2,-100
-128,54,-128
-128,127,-121
-128,127,-84
-128,127,-76
-17,127,-52
63,127,-61
127,118,-29
116,99,-30
53,80,-16
15,68,-4
18,102,-17
-128,127,1
-128,127,34
-128,76,-1
-85,-25,0
-48,-26,6
-38,-31,-8
-62,-37,-14
-3,-110,10
7,-128,2
-32,-128,-42
-66,-75,-32
-82,-53,-12
-128,-58,-48
-128,34,-31
-128,122,-15
-128,86,-31
-62,90,-14
3,95,-41
56,111,-57
104,111,-40
92,87,-38
39,69,-26
24,63,-2
-18,113,-5
-128,127,25
-128,127,-9
-128,9,-8
-119,-12,3
-43,-39,1
-28,-40,-1
-14,-33,3
8,-80,14
30,-117,6
24,-124,-17
12,-103,-13
-44,-65,-23
-128,-79,-72
-128,-1,-72
-128,72,-99
-128,86,-75
-65,91,-44
-29,92,-28
36,100,-44
81,107,-47
101,97,-33
46,85,-24
22,74,-16
7,65,-2
-3,97,0
-128,127,34
-128,127,41
-128,60,-8
-84,-16,13
-47,-22,11
-19,-39,10
-13,-40,16
-15,-117,12
-6,-128,0
-5,-128,9
-102,-62,-23
-128,-49,-46
-128,25,-47
-128,101,-79
-128,127,-73
-111,127,-52
-5,86,-27
25,88,-51
48,108,-53
82,111,-31
71,72,-27
49,42,-16
31,42,-6
-4,61,-8
-128,127,-24
-128,127,24
-128,40,-10
-112,8,19
-33,-20,20
-19,-32,15
-14,-30,15
-13,-86,15
0,-128,3
15,-128,-15
12,-120,-19
-88,-71,-43
-128,-91,-82
-128,3,-57
-128,103,-49
-128,94,-52
-39,91,-25
-13,81,-28
48,110,-60
90,111,-59
88,83,-51
37,59,-33
17,61,-19
-4,85,-9
-128,127,-33
-128,127,13
-128,46,4
-120,-3,20
-37,-26,21
-22,-35,14
-13,-51,6
-17,-75,5
-1,-128,-2
-12,-109,-14
-34,-84,-18
-101,-50,-18
-128,-61,-20
-128,32,-69
-128,114,-48
-128,102,-46
-59,116,-24
-18,124,-16
43,124,-32
86,127,-20
93,84,-14
45,64,-23
24,60,-15
-13,55,-3
-86,100,-19
-128,127,-11
-128,127,13
-128,25,19
-93,3,27
-23,-28,20
-12,-40,11
-12,-58,11
-9,-128,-6
-13,-128,-16
-26,-101,-35
-48,-69,-37
-128,-51,-72
-128,7,-113
-128,74,-91
-128,94,-66
-128,92,-58
-35,102,-20
-14,115,-20
71,127,-5
76,95,7
66,80,-8
21,53,-15
8,44,-6
-61,78,-5
-128,127,-44
-128,127,-58
-128,-17,-62
-128,-28,-32
-56,-30,1
-30,-49,2
10,-95,0
16,-128,-16
2,-127,-26
-33,-93,-41
-56,-60,-32
-128,-41,-22
-128,-26,-67
-128,118,-19
-124,116,-4
-64,87,-6
-10,86,-11
9,95,-24
71,103,-22
77,90,-16
51,51,-18
28,38,-13
13,42,-8
-52,97,-9
-128,127,6
-128,127,7
-128,70,-15
-107,-20,12
-25,-31,17
-11,-43,6
-8,-74,-3
-19,-113,-10
-23,-128,-45
-35,-121,-59
-84,-65,-52
-128,-105,-101
-128,-128,-128
-128,-49,-55
-128,-36,-26
-88,7,2
-40,37,16
-34,44,4
-27,56,-8
-38,54,5
-32,16,9
-28,0,15
-32,-29,8
-16,-61,21
-24,-128,44
-87,-128,43
-60,-125,53
0,-84,48
1,-78,23
20,-39,22
16,-7,21
33,20,-11
45,-2,-31
58,-15,-29
34,-27,-17
1,-43,-10
-77,-128,-33
-100,-128,-31
-107,-115,11
-119,-55,25
-72,-44,30
-34,27,56
-25,53,36
12,78,4
20,59,-25
19,38,-28
26,43,-9
-5,74,-28
-128,127,-1
-128,127,9
-128,86,23
-128,37,-16
-61,-30,-22
-16,-26,-2
-22,-28,-2
-11,-75,1
3,-124,-10
29,-128,-6
-31,-88,6
-110,-55,-9
-128,0,11
-128,47,38
-128,106,45
-128,117,51
-62,79,13
-27,83,-17
-12,85,-34
57,104,-24
59,89,-20
39,47,-30
29,38,-17
-2,21,-23
-119,55,98
-128,127,127
-128,50,127
-113,24,120
-65,-45,54
-38,-49,38
8,-44,26
14,-39,7
8,-64,-9
16,-116,-20
15,-99,-15
-8,-57,0
-93,-57,-10
-128,-7,-19
-128,71,19
-128,86,12
-52,68,26
-25,53,17
2,61,-15
18,76,-34
39,87,-27
53,46,-19
55,40,-16
21,41,-14
3,48,-14
-128,127,37
-128,127,76
-128,84,16
-107,-30,18
-64,-23,12
-25,-45,8
-9,-41,7
-15,-82,-8
-7,-128,-14
-10,-128,-24
-66,-76,-30
-87,-35,-15
-128,-57,-19
-128,-6,-17
-128,87,29
-128,106,29
-60,88,19
-13,73,1
-6,80,-13
32,85,-21
47,77,-19
52,53,-20
32,39,-14
18,41,-6
-17,71,-11
-128,127,19
-128,127,81
-128,91,13
-128,-30,22
-49,-39,14
-32,-44,12
0,-41,12
5,-56,9
15,-128,-7
5,-127,-20
-7,-92,-20
-105,-44,-24
-128,-55,-31
-128,57,-31
-128,92,-15
-128,103,-2
-81,85,-10
-4,81,7
-4,81,-19
17,81,-17
44,68,1
46,56,-1
38,39,-3
24,38,4
16,57,-5
-128,127,-2
-128,127,67
-128,95,-3
-128,8,1
-65,-26,10
-49,-30,-1
-33,-36,6
-26,-103,-1
-19,-128,-10
-33,-119,-22
-53,-89,-23
-85,-34,-10
-128,-36,0
-128,43,-4
-128,127,34
-128,112,22
-68,107,23
-30,101,25
6,99,-12
42,101,-19
80,74,-14
63,44,-22
45,47,-16
10,62,-16
0,86,-14
-128,127,19
-128,127,30
-128,55,10
-94,-18,22
-76,-27,17
-44,-33,11
-31,-41,14
-18,-103,7
-28,-122,-9
-38,-102,-6
-63,-46,1
-104,-30,2
-128,-9,-12
-128,87,24
-128,118,28
-78,96,13
-42,78,11
-12,83,-6
9,81,-16
61,79,-15
64,69,-16
49,47,-24
24,45,-5
16,43,-11
-94,112,10
-128,127,50
-128,127,39
-128,58,27
-97,-8,22
-48,-33,15
-37,-36,15
-22,-36,20
-18,-54,14
6,-117,-5
7,-109,0
-32,-79,13
-128,-46,-4
-128,-36,6
-128,75,42
-128,90,31
-124,110,29
-64,90,23
-21,76,-15
39,87,-37
60,81,-37
60,57,-41
54,40,-35
23,35,-21
17,24,-18
-23,75,17
-128,127,35
-128,127,53
-128,11,34
-105,-10,37
-37,-27,25
-23,-34,22
-11,-42,9
-12,-110,-10
-5,-128,-13
-7,-104,-4
-30,-77,-2
-128,-49,-12
-128,-48,-4
-128,48,17
-128,87,29
-128,87,20
-48,66,4
-23,65,-9
30,68,-44
61,69,-42
61,78,-49
35,53,-35
24,60,-23
15,54,-12
2,76,-1
-128,127,41
-128,127,29
-128,63,14
-93,-9,27
-56,-23,26
-27,-35,17
-16,-40,18
-6,-65,6
3,-114,-15
-3,-106,-13
-44,-66,-1
-82,-39,-9
-128,-42,-32
-128,-33,-40
-128,82,1
-128,86,-19
-87,71,-14
-7,67,-7
9,67,-23
65,85,-29
72,90,-24
57,59,-26
35,49,-14
15,48,-9
-42,88,-4
-128,127,-1
-128,127,-43
-128,92,-33
-128,6,-1
-40,-22,17
-17,-35,17
-11,-40,5
-14,-56,1
-16,-123,-17
-13,-118,-24
-14,-80,7
-114,-37,-24
-128,-42,-31
-128,33,-3
-128,86,-3
-128,79,-11
-105,75,-11
-13,67,-1
9,70,-37
35,78,-38
59,79,-24
55,60,-23
34,46,-20
19,46,-11
2,47,-13
-128,127,-2
-128,127,41
-128,77,13
-128,11,-10
-66,-26,9
-24,-42,27
9,-36,22
3,-48,-1
3,-82,-13
-13,-120,-37
-14,-106,-24
-75,-48,-3
-128,-38,-14
-128,-44,-41
-128,67,12
-128,98,-2
-84,59,1
-44,63,2
-2,76,-18
24,76,-30
68,72,-20
44,52,-21
31,49,-21
15,49,-10
9,46,-8
-128,127,3
-128,127,62
-128,127,22
-124,19,34
-89,-3,27
-41,-25,14
-27,-31,9
-34,-37,-4
-32,-67,-8
-14,-127,-27
-30,-96,-23
-36,-67,-15
-81,-36,-12
-128,-58,-14
-128,54,8
-128,127,10
-128,92,6
-52,80,7
-29,77,2
20,77,-10
46,82,-9
53,69,2
41,48,-5
37,39,-11
17,39,6
3,42,0
-128,113,10
-128,127,12
-128,55,-18
-103,3,15
-59,-11,20
-23,-28,16
-11,-26,12
-10,-38,12
-15,-71,3
-6,-125,-27
-8,-89,-19
-32,-62,-22
-128,-64,-30
-128,-67,-63
-128,67,-18
-128,89,3
-117,68,0
-56,69,-1
-33,73,-4
17,77,-7
40,83,0
62,67,10
58,52,3
26,41,-10
12,34,3
-22,54,13
-128,127,8
-128,127,45
-128,40,12
-128,3,-2
-82,-22,13
-32,-31,10
-19,-37,7
-19,-80,4
-20,-122,-13
8,-118,-29
5,-100,-23
-64,-46,-21
-128,-58,-17
-128,-14,-20
-128,71,31
-128,91,44
-93,71,14
-70,57,5
-22,70,-9
33,75,-11
46,81,-9
50,60,-11
21,47,-13
10,45,-9
21,44,5
-101,108,27
-128,127,67
-128,92,63
-128,6,13
-119,-23,3
-42,-36,7
-20,-43,8
-23,-60,-1
-1,-128,-19
8,-127,-34
26,-82,-9
1,-55,1
-128,-66,-8
-128,35,2
-128,54,36
-128,77,38
-101,76,28
-42,61,5
-23,73,-4
22,82,-14
56,86,-8
65,58,-11
37,38,-22
16,40,-23
2,40,10
-91,80,33
-128,127,56
-128,39,56
-128,4,9
-92,-22,14
-44,-27,21
-14,-39,3
-16,-38,-1
-18,-109,-17
22,-128,-35
19,-116,-24
-80,-56,-35
-128,-52,-29
-128,-48,-43
-128,12,-23
-128,80,7
-82,53,-1
-61,46,-8
-24,72,-18
3,75,-23
45,81,-12
43,69,-9
29,46,-13
14,41,-6
11,37,4
-59,76,10
-128,124,-1
-128,117,-5
-128,56,-11
-116,3,4
-58,-25,17
-42,-32,19
-25,-34,15
-24,-42,15
7,-109,-15
28,-106,-26
16,-85,-13
-60,-53,-24
-127,-70,-28
-128,-40,-56
-128,40,-47
-128,59,-22
-92,69,-7
-56,79,3
-15,86,6
9,89,2
44,91,10
52,68,8
48,41,-2
12,43,8
-8,39,-1
-128,108,44
-128,127,38
-128,56,35
-128,17,19
-98,-17,8
-36,-33,7
-19,-35,4
-26,-33,2
-27,-65,-2
0,-128,-24
2,-124,-26
-45,-75,-21
-120,-52,-3
-128,-65,-13
-128,55,0
-128,66,20
-128,76,9
-62,76,2
-35,77,-2
9,74,-22
35,75,-18
47,80,-16
40,61,-21
25,43,-16
17,46,-2
12,59,5
-128,127,31
-128,127,81
-128,40,22
-117,-5,19
-56,-34,13
-39,-32,10
-12,-31,6
-8,-55,1
-1,-89,-7
2,-114,-18
-1,-100,-16
-49,-49,-14
-128,-49,-5
-128,-24,-47
-128,83,-1
-128,100,1
-68,79,-10
-31,80,-2
-5,79,-14
23,84,-30
73,93,-22
50,53,-22
37,45,-21
21,41,-4
-12,56,0
-128,127,34
-128,127,45
-128,20,-7
-108,-13,11
-61,-19,14
-13,-41,6
-2,-47,0
5,-87,-13
2,-109,-34
-3,-110,-34
-68,-69,-53
-103,-58,-62
-128,-118,-71
-128,-91,-84
-128,-39,-34
-128,-27,-16
-84,-12,-8
-56,18,3
-45,28,1
-33,43,-9
-36,47,-17
-27,39,-20
-39,-7,4
10,-12,30
-30,-86,56
-72,-128,55
-44,-107,88
-25,-94,92
-10,-72,77
15,-34,35
25,-12,21
39,10,2
54,21,-4
40,28,-1
37,13,-9
28,-28,-23
31,-77,15
19,-112,14
-10,-128,-7
-22,-128,-15
-60,-116,-21
-81,-66,-34
-74,5,-19
-40,44,-21
-15,66,-20
14,86,-1
18,61,-7
-6,47,-6
-45,59,4
-128,73,13
-128,123,-10
-128,95,-50
-128,15,-30
