Accelerometer x,Accelerometer y,Accelerometer z
-60,-19,1
-62,-19,0
-62,-18,0
-61,-17,1
-61,-17,1
-61,-18,1
-61,-18,1
-61,-18,1
-61,-18,0
-61,-18,0
-61,-18,0
-61,-18,0
-61,-18,0
-60,-17,0
-61,-18,-1
-62,-18,0
-60,-18,0
-60,-18,0
-61,-18,1
-61,-17,3
-61,-17,4
-60,-18,5
-58,-18,12
-60,-17,11
-62,-17,8
-61,-18,6
-61,-17,6
-61,-17,5
-60,-17,4
-64,-17,1
-64,-18,1
-61,-18,1
-62,-17,0
-61,-16,0
-61,-16,-1
-61,-16,0
-62,-16,0
-63,-16,0
-61,-16,1
-61,-17,1
-61,-17,1
-61,-17,0
-60,-17,0
-62,-16,1
-65,-16,1
-62,-15,1
-61,-16,-5
-61,-16,-6
-62,-16,-5
-62,-16,-5
-62,-16,-4
-64,-16,-5
-63,-16,-4
-63,-17,-2
-62,-17,-1
-61,-18,-4
-59,-18,-2
-60,-17,2
-61,-18,0
-67,-19,-4
-57,-16,5
-59,-17,4
-62,-17,0
-62,-18,-1
-60,-18,1
-62,-18,0
-61,-18,1
-61,-18,1
-61,-18,1
-61,-18,1
-62,-18,0
-62,-18,1
-61,-18,1
-61,-18,1
-61,-18,0
-60,-18,1
-60,-18,1
-61,-18,1
-63,-18,0
-61,-18,1
-61,-18,2
-63,-18,0
-63,-19,-1
-60,-18,2
-62,-18,1
-63,-19,0
-62,-20,1
-58,-18,4
-62,-19,2
-61,-19,1
-61,-20,2
-62,-19,3
-61,-19,4
-59,-19,5
-60,-18,5
-60,-19,5
-60,-19,5
-60,-18,4
-53,-17,10
-61,-16,10
-65,-17,4
-59,-18,8
-59,-18,9
-60,-18,7
-58,-17,9
-63,-19,6
-62,-20,6
-61,-20,5
-61,-20,6
-65,-18,7
-58,-20,9
-59,-18,9
-67,-18,7
-61,-18,9
-55,-20,12
-56,-16,23
-64,-18,12
-62,-17,15
-57,-17,18
-59,-17,13
-60,-19,13
-59,-18,15
-60,-18,14
-61,-20,13
-60,-20,12
-60,-19,15
-62,-20,12
-62,-20,11
-57,-19,14
-59,-19,14
-60,-19,12
-58,-19,12
-58,-19,13
-56,-18,13
-56,-18,12
-59,-18,11
-59,-17,11
-65,-17,5
-62,-19,4
-58,-20,1
-62,-20,-6
-61,-20,-6
-53,-20,-4
-54,-18,-8
-66,-19,-9
-63,-17,-6
-68,-17,-9
-63,-17,-5
-65,-16,-5
-63,-16,-6
-64,-16,-6
-62,-16,-7
-61,-15,-9
-61,-16,-10
-61,-15,-10
-62,-16,-11
-60,-16,-10
-62,-16,-10
-61,-16,-11
-60,-16,-10
-62,-16,-10
-61,-16,-11
-61,-16,-11
-61,-15,-10
-61,-16,-11
-61,-16,-11
-61,-16,-11
-61,-16,-10
-60,-16,-10
-61,-16,-10
-61,-16,-10
-60,-16,-10
-61,-16,-11
-61,-16,-10
-61,-16,-10
-61,-16,-10
-61,-16,-10
-62,-16,-10
-62,-16,-11
-59,-16,-9
-64,-16,-8
-64,-16,-8
-61,-17,-9
-61,-17,-9
-62,-17,-11
-52,-14,-3
-59,-14,-2
-65,-16,-9
-63,-16,-8
-59,-15,-5
-60,-16,-6
-59,-15,-8
-60,-15,-6
-61,-14,-6
-62,-15,-9
-61,-16,-10
-64,-14,-9
-62,-14,-8
-61,-14,-8
-63,-15,-8
-62,-15,-8
-62,-15,-7
-62,-15,-8
-61,-16,-7
-60,-16,-5
-61,-16,-6
-61,-16,-7
-61,-15,-6
-61,-16,-6
-61,-16,-6
-62,-15,-7
-62,-15,-7
-61,-15,-7
-61,-16,-7
-61,-16,-7
-62,-15,-6
-63,-15,-4
-67,-15,0
-70,-17,-2
-68,-17,-4
-63,-18,-5
-58,-18,-3
-60,-20,-4
-57,-21,-5
-52,-22,-4
-52,-22,-5
-54,-20,-4
-59,-19,-2
-62,-19,-1
-62,-18,3
-60,-19,2
-62,-21,0
-54,-21,-1
-59,-22,-4
-64,-20,-2
-62,-20,0
-61,-22,-1
-61,-20,-1
-60,-21,1
-59,-20,-1
-61,-19,0
-59,-19,1
-61,-19,0
-61,-18,1
-60,-18,3
-60,-18,3
-62,-18,0
-62,-18,-1
-62,-19,-1
-61,-19,-1
-62,-18,-1
-62,-18,0
-61,-18,0
-61,-17,-1
-61,-18,-1
-61,-17,-1
-61,-17,-1
-62,-17,-2
-61,-17,-2
-61,-17,-1
-60,-18,-1
-61,-18,-1
-61,-17,-1
-61,-17,-1
-61,-18,-1
-62,-18,-1
-62,-17,-2
-61,-18,-1
-61,-18,-2
-62,-18,-1
-61,-18,-1
-62,-18,-2
-61,-18,-2
-61,-18,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-2
-61,-18,-2
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-62,-17,-1
-61,-17,-1
-61,-17,-1
-62,-17,-2
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-1
-61,-17,-2
-61,-17,-2
-61,-17,-1
-61,-17,-1
-62,-17,-2
-61,-17,-2
-62,-17,-2
-62,-17,-2
-62,-17,-2
-62,-17,-2
-62,-17,-2
-61,-17,-1
-61,-17,-1
-62,-16,-2
-62,-17,-2
-62,-16,-2
-61,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-61,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-61,-16,-2
-61,-16,-1
-62,-16,-1
-62,-16,-2
-62,-16,-2
-61,-16,-2
-61,-16,-2
-61,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-62,-16,-2
-61,-17,-2
-61,-16,-3
-61,-16,0
-62,-16,-1
-65,-16,-3
-63,-16,-2
-62,-16,-2
-61,-16,0
-64,-17,0
-63,-18,0
-60,-16,4
-60,-16,4
-62,-15,4
-62,-16,5
-60,-16,7
-60,-17,7
-60,-17,6
-61,-16,7
-63,-16,6
-62,-16,5
-61,-17,5
-62,-16,3
-63,-17,2
-60,-17,4
-62,-16,2
-62,-16,2
-61,-16,4
-61,-16,4
-61,-16,4
-61,-16,4
-63,-16,2
-60,-16,4
-61,-16,4
-61,-16,4
-62,-16,3
-61,-16,3
-61,-16,3
-62,-16,2
-61,-16,2
-62,-16,3
-62,-16,2
-63,-16,2
-61,-16,2
-62,-16,2
-62,-16,2
-61,-16,3
-61,-16,3
-62,-16,3
-61,-16,3
-62,-16,2
-61,-16,2
-60,-16,2
-61,-16,2
-62,-16,1
-61,-15,1
-61,-15,1
-63,-15,-2
-62,-15,-1
-61,-15,-1
-63,-15,-3
-64,-15,-3
-61,-15,-1
-62,-14,-3
-62,-14,-4
-63,-14,-3
-62,-14,-1
-62,-14,0
-62,-14,-1
-63,-14,-2
-62,-15,-1
-60,-15,-1
-63,-14,-4
-65,-13,-3
-62,-14,1
-62,-14,2
-63,-13,4
-62,-14,3
-62,-14,1
-62,-14,0
-62,-14,0
-63,-14,0
-63,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,-1
-62,-14,0
-62,-14,0
-63,-14,0
-63,-14,0
-63,-14,0
-62,-14,0
-63,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,1
-62,-15,0
-62,-14,0
-62,-14,0
-62,-15,1
-62,-14,1
-62,-14,0
-62,-14,0
-62,-15,0
-61,-14,1
-62,-14,0
-62,-14,0
-62,-15,0
-62,-15,-1
-63,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-14,0
-62,-14,0
-62,-15,1
-62,-14,0
-62,-15,-1
-62,-15,-1
-62,-15,0
-62,-15,0
-62,-15,0
-63,-15,-1
-63,-15,0
-63,-15,-1
-62,-15,0
-62,-15,0
-62,-15,0
-63,-15,-1
-61,-15,0
-60,-16,1
-62,-15,0
-63,-15,0
-62,-15,0
-62,-15,1
-63,-14,1
-62,-15,1
-62,-15,1
-60,-15,2
-61,-15,1
-63,-14,1
-62,-14,1
-62,-15,1
-63,-15,1
-63,-15,1
-62,-15,1
-62,-14,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,1
-62,-14,1
-61,-14,1
-62,-14,1
-62,-15,1
-62,-15,1
-62,-15,1
-63,-15,1
-62,-15,1
-62,-15,1
-61,-15,2
-62,-15,1
-63,-15,0
-61,-15,1
-62,-15,0
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,0
-62,-15,1
-62,-14,0
-62,-15,0
-61,-15,1
-63,-15,0
-62,-15,0
-62,-16,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-61,-15,0
-62,-15,0
-61,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-61,-15,0
-62,-15,0
-62,-15,0
-63,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-16,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-63,-15,0
-61,-15,1
-62,-15,0
-62,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-14,0
-62,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,1
-62,-14,0
-62,-14,0
-62,-15,0
-62,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-14,0
-62,-15,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-63,-14,0
-62,-14,0
-62,-15,0
-62,-15,0
-62,-15,0
-62,-14,0
-62,-14,0
-62,-14,0
-63,-14,0
-63,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-62,-14,0
-63,-14,0
-63,-14,0
-63,-14,0
-62,-14,0
-63,-14,0
-62,-13,1
-62,-13,0
-62,-13,1
-62,-13,1
-62,-13,0
-63,-13,0
-62,-13,1
-63,-13,1
-62,-14,2
-61,-14,3
-62,-14,2
-62,-14,1
-62,-14,2
-62,-14,2
-63,-14,2
-62,-14,2
-62,-14,2
-62,-14,2
-62,-14,2
-61,-14,2
-63,-14,2
-63,-14,1
-61,-14,2
-62,-14,2
-62,-14,2
-62,-14,2
-63,-14,1
-63,-14,1
-63,-14,1
-62,-14,1
-62,-14,2
-63,-14,2
-62,-14,2
-62,-14,2
-63,-14,2
-62,-14,2
-62,-15,2
-62,-14,2
-62,-15,2
-62,-15,2
-62,-14,1
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-61,-14,2
-61,-15,2
-61,-14,2
-62,-14,2
-62,-14,2
-62,-14,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-14,1
-62,-15,1
-62,-14,2
-62,-14,3
-63,-15,2
-62,-15,2
-62,-14,2
-62,-14,1
-62,-15,1
-62,-15,2
-62,-14,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-14,2
-62,-14,1
-62,-14,2
-61,-14,1
-62,-14,2
-63,-14,1
-62,-14,1
-62,-14,1
-62,-15,1
-62,-14,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-14,1
-61,-14,2
-62,-15,1
-62,-14,1
-62,-14,1
-63,-14,1
-62,-14,1
-62,-15,1
-62,-15,1
-62,-14,1
-62,-14,1
-62,-14,1
-62,-14,1
-62,-14,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-14,1
-61,-14,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-61,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-61,-15,1
-62,-16,1
-62,-15,1
-63,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-14,1
-62,-15,1
-62,-15,2
-62,-15,1
-63,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-14,2
-62,-15,2
-62,-15,2
-62,-14,2
-62,-15,2
-62,-15,1
-62,-15,2
-63,-14,1
-62,-14,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-63,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-62,-16,1
-62,-15,2
-62,-15,2
-62,-15,2
-61,-15,2
-61,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-61,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-61,-15,2
-62,-15,2
-62,-15,1
-61,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,2
-62,-16,2
-62,-16,1
-62,-16,1
-63,-15,1
-62,-15,2
-61,-15,2
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-61,-16,2
-62,-16,2
-62,-16,1
-62,-15,2
-63,-15,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-16,1
-61,-15,1
-61,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-15,1
-61,-15,1
-62,-16,1
-62,-15,1
-63,-15,0
-62,-16,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-61,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-61,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-63,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-61,-15,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-14,1
-62,-15,1
-62,-15,1
-63,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,2
-62,-15,1
-62,-16,2
-61,-16,2
-62,-16,1
-62,-16,2
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-61,-15,1
-62,-15,2
-62,-15,1
-62,-16,1
-61,-15,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-15,1
-61,-16,1
-62,-15,1
-61,-15,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-16,1
-62,-16,1
-62,-16,1
-61,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-16,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-16,1
-61,-16,1
-62,-16,1
-62,-16,1
-62,-16,2
-62,-16,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-61,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-63,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-61,-14,2
-62,-15,1
-62,-15,2
-62,-15,1
-62,-15,2
-62,-15,2
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,1
-62,-15,2
-62,-15,1
-61,-15,2
-62,-15,1
-63,-15,1
-63,-15,1
-62,-15,1
-62,-15,1
-62,-14,1
-62,-15,1
-61,-15,1
-62,-15,1
-62,-14,1
-62,-14,1
-62,-15,1
-62,-14,1
-62,-14,1
-62,-15,1
-63,-14,1
-62,-15,1
-63,-14,1
-62,-15,1
-62,-15,1
-62,-14,1
