EDA
4.000000
0.000000
0.161428
0.199864
0.202426
0.201145
0.202426
0.201145
0.202426
0.206269
0.201145
0.203707
0.210113
0.335668
0.832765
1.180231
0.598646
0.366753
0.355153
0.325686
0.310312
0.296219
0.283407
0.269314
0.274439
0.261627
0.259065
0.252659
0.237285
0.233441
0.225754
0.223192
0.220629
0.218067
0.212942
0.207817
0.207817
0.200130
0.201412
0.200130
0.191162
0.195006
0.188600
0.187319
0.186037
0.182194
0.183475
0.177069
0.182194
0.178350
0.177069
0.174507
0.170663
0.173226
0.169382
0.169382
0.168101
0.164257
0.165539
0.161695
0.164257
0.162976
0.155289
0.160414
0.155289
0.161695
0.156570
0.157852
0.156570
0.154008
0.152727
0.156570
0.154008
0.150165
0.150165
0.155289
0.152727
0.148883
0.150165
0.147602
0.151446
0.151446
0.150165
0.150165
0.145040
0.146321
0.141196
0.146321
0.148883
0.143759
0.147602
0.143759
0.147602
0.147602
0.146321
0.138634
0.138634
0.141196
0.141196
0.142477
0.142477
0.139915
0.141196
0.137353
0.138634
0.142477
0.133509
0.141196
0.139915
0.137353
0.136072
0.133509
0.137353
0.134790
0.134790
0.138634
0.132228
0.132228
0.133509
0.125822
0.134790
0.128385
0.133509
0.132228
0.130947
0.134790
0.128385
0.133509
0.127103
0.129666
0.130947
0.127103
0.132228
0.128385
0.127103
0.132228
0.128385
0.125822
0.128385
0.121979
0.127103
0.128385
0.125822
0.129666
0.123260
0.125822
0.125822
0.123260
0.128385
0.124541
0.120697
0.125822
0.128385
0.124541
0.121979
0.127103
0.123260
0.128385
0.123260
0.119416
0.125822
0.118135
0.125822
0.125822
0.123260
0.120697
0.123260
0.119416
0.123260
0.118135
0.119416
0.123260
0.120697
0.123260
0.120697
0.123260
0.121979
0.123260
0.123260
0.118135
0.124541
0.118135
0.120697
0.116854
0.118135
0.124541
0.118135
0.119416
0.120697
0.116854
0.120697
0.114292
0.120697
0.119416
0.111729
0.121979
0.118135
0.118135
0.119416
0.116854
0.119416
0.116854
0.132228
0.118135
0.116854
0.114292
0.114292
0.113010
0.119416
0.114292
0.118135
0.118135
0.115573
0.120697
0.114292
0.116854
0.111729
0.114292
0.116854
0.114292
0.116854
0.118135
0.116854
0.120697
0.113010
0.118135
0.116854
0.111729
0.120697
0.114292
0.110448
0.097636
0.100199
0.098917
0.116854
0.120697
0.119416
0.119416
0.116854
0.116854
0.104042
0.123260
0.118135
0.123260
0.113010
0.114292
0.114292
0.115573
0.113010
0.105323
0.113010
0.113010
0.113010
0.111729
0.111729
0.113010
0.110448
0.113010
0.114292
0.110448
0.106605
0.110448
0.114292
0.113010
0.110448
0.115573
0.110448
0.114292
0.115573
0.113010
0.113010
0.104042
0.110448
0.113010
0.106605
0.113010
0.111729
0.109167
0.113010
0.110448
0.114292
0.118135
0.107886
0.118135
0.114292
0.115573
0.115573
0.113010
0.116854
0.114292
0.116854
0.115573
0.116854
0.113010
0.113010
0.116854
0.115573
0.116854
0.116854
0.114292
0.118135
0.115573
0.118135
0.116854
0.110448
0.118135
0.113010
0.116854
0.116854
0.111729
0.115573
0.110448
0.115573
0.116854
0.114292
0.111729
0.116854
0.120697
0.116854
0.114292
0.114292
0.115573
0.118135
0.115573
0.111729
0.115573
0.109167
0.118135
0.114292
0.111729
0.115573
0.111729
0.113010
0.113010
0.111729
0.116854
0.113010
0.111729
0.114292
0.109167
0.114292
0.111729
0.115573
0.114292
0.113010
0.115573
0.113010
0.115573
0.109167
0.115573
0.114292
0.110448
0.111729
0.111729
0.109167
0.115573
0.110448
0.113010
0.110448
0.106605
0.114292
0.111729
0.113010
0.113010
0.109167
0.113010
0.111729
0.110448
0.115573
0.107886
0.106605
0.109167
0.107886
0.110448
0.106605
0.111729
0.109167
0.111729
0.110448
0.106605
0.113010
0.107886
0.113010
0.113010
0.106605
0.111729
0.107886
0.113010
0.109167
0.105323
0.106605
0.082262
0.118135
0.124541
0.123260
0.134790
0.125822
0.129666
0.125822
0.120697
0.124541
0.120697
0.121979
0.115573
0.119416
0.124541
0.116854
0.116854
0.110448
0.066888
0.047670
0.066888
0.082262
0.105323
0.106605
0.115573
0.114292
0.118135
0.116854
0.113010
0.119416
0.114292
0.118135
0.119416
0.113010
0.116854
0.121979
0.124541
0.125822
0.119416
0.123260
0.119416
0.123260
0.121979
0.115573
0.119416
0.110448
0.120697
0.119416
0.118135
0.120697
0.116854
0.118135
0.115573
