EDA
4.000000
0.000000
0.833996
1.181441
1.260938
1.257095
1.251970
1.250689
1.253251
1.244284
1.244284
1.246846
1.244284
1.241722
1.241722
1.241722
1.237878
1.235316
1.234035
1.234035
1.227629
1.228911
1.232754
1.239159
1.237878
1.236597
1.236597
1.243003
1.236597
1.237878
1.235316
1.239159
1.234035
1.236597
1.234035
1.237878
1.234035
1.236597
1.230192
1.235316
1.227629
1.234035
1.227629
1.234035
1.226348
1.235316
1.234035
1.244284
1.249408
1.259657
1.259657
1.264781
1.262219
1.264781
1.259657
1.258376
1.255814
1.255814
1.250689
1.251970
1.246846
1.243003
1.227629
1.219943
1.207132
1.203289
1.204570
1.196883
1.205851
1.205851
1.223786
1.225067
1.222505
1.213537
1.210975
1.204570
1.212256
1.208413
1.216100
1.199445
1.205851
1.205851
1.221224
1.222505
1.231473
1.236597
1.227629
1.225067
1.240440
1.243003
1.244284
1.245565
1.253251
1.255814
1.268625
1.275030
1.271187
1.268625
1.267344
1.266062
1.273749
1.219943
1.222505
1.221224
1.222505
1.221224
1.217381
1.219943
1.219943
1.219943
1.221224
1.223786
1.218662
1.218662
1.217381
1.217381
1.213537
1.212256
1.213537
1.212256
1.210975
1.207132
1.207132
1.205851
1.205851
1.203289
1.199445
1.200726
1.195602
1.199445
1.196883
1.198164
1.191759
1.196883
1.191759
1.195602
1.191759
1.198164
1.187915
1.189196
1.189196
1.189196
1.182791
1.189196
1.187915
1.187915
1.186634
1.189196
1.187915
1.187915
1.181510
1.185353
1.180229
1.180229
1.178948
1.178948
1.180229
1.175104
1.176385
1.171261
1.175104
1.175104
1.172542
1.169980
1.171261
1.168699
1.175104
1.176385
1.177667
1.178948
1.178948
1.178948
1.172542
1.173823
1.176385
1.171261
1.169980
1.171261
1.163574
1.167418
1.166137
1.162293
1.159731
1.162293
1.158450
1.162293
1.168699
1.202007
1.203289
1.205851
1.214818
1.223786
1.236597
1.243003
1.255814
1.262219
1.267344
1.268625
1.271187
1.277592
1.281436
1.273749
1.282717
1.273749
1.269906
1.262219
1.267344
1.269906
1.263500
1.267344
1.262219
1.266062
1.262219
1.262219
1.259657
1.262219
1.262219
1.258376
1.259657
1.259657
1.228911
1.222505
1.221224
1.216100
1.222505
1.219943
1.222505
1.219943
1.222505
1.223786
1.218662
1.218662
1.217381
1.217381
1.213537
1.214818
1.209694
1.210975
1.207132
1.213537
1.210975
1.212256
1.218662
1.212256
1.228911
1.218662
1.213537
1.212256
1.216100
1.214818
1.218662
1.222505
1.225067
1.221224
1.219943
1.219943
1.219943
1.218662
1.218662
1.222505
1.219943
1.222505
1.218662
1.219943
1.214818
1.219943
1.216100
1.209694
1.216100
1.173823
1.190477
1.181510
1.176385
1.175104
1.176385
1.172542
1.176385
1.171261
1.172542
1.167418
1.175104
1.168699
1.166137
1.164856
1.168699
1.166137
1.162293
1.161012
1.157169
1.158450
1.154607
1.157169
1.154607
1.154607
1.150763
1.155888
1.152045
1.150763
1.150763
1.152045
1.150763
1.149482
1.146920
1.140515
1.144358
1.140515
1.143077
1.137952
1.143077
1.139234
1.137952
1.137952
1.136671
1.137952
1.131547
1.130266
1.127704
1.131547
1.126423
1.128985
1.126423
1.127704
1.127704
1.122579
1.120017
1.123860
1.118736
1.118736
1.120017
1.113612
1.117455
1.114893
1.116174
1.113612
1.113612
1.113612
1.116174
1.107206
1.105925
1.109768
1.108487
1.111049
1.103363
1.107206
1.094395
1.103363
1.082865
1.084146
1.090552
1.089271
1.085427
1.082865
1.085427
1.082865
1.085427
1.080303
1.081584
1.084146
1.081584
1.081584
1.082865
1.084146
1.077741
1.080303
1.076460
1.080303
1.073897
1.082865
1.079022
1.084146
1.094395
1.096957
1.094395
1.090552
1.089271
1.089271
1.086708
1.081584
1.084146
1.082865
1.082865
1.080303
1.079022
1.084146
1.081584
1.082865
1.082865
1.090552
1.087990
1.094395
1.098238
1.099519
1.094395
1.093114
1.098238
1.095676
1.100801
1.089271
1.093114
1.090552
1.091833
1.091833
1.087990
1.086708
1.087990
1.087990
1.082865
1.086708
1.081584
1.082865
1.081584
1.089271
1.082865
1.089271
1.084146
1.085427
1.087990
1.085427
1.089271
1.085427
1.084146
1.080303
1.093114
1.084146
1.084146
1.079022
1.082865
1.081584
1.086708
1.085427
1.081584
1.081584
1.084146
1.087990
1.087990
1.096957
1.091833
1.094395
1.091833
1.091833
1.091833
1.091833
1.093114
1.089271
